voucher_id,date,type,warehouse_id
PK-20261648,2026-02-13,nhap,vat_tu
PK-20261885,2026-02-13,xuat,dong_goi
PK-20261937,2026-02-13,nhap,nguyen_lieu_chinh
PK-20262559,2026-02-13,nhap,hang_hoa
PK-20262561,2026-02-13,xuat,hanh_chinh
PK-20262613,2026-02-13,xuat,son_dau_mau
PK-20262652,2026-02-13,xuat,nguyen_lieu_chinh
PK-20262710,2026-02-13,nhap,hang_hoa
PK-20262987,2026-02-13,nhap,son_dau_mau
PK-20263027,2026-02-13,xuat,vat_tu
PK-20263169,2026-02-13,nhap,hanh_chinh
PK-20263571,2026-02-13,nhap,dong_goi
PK-20263601,2026-02-13,xuat,son_dau_mau
PK-20263719,2026-02-13,xuat,nguyen_lieu_chinh
PK-20264084,2026-02-13,xuat,hanh_chinh
PK-20264207,2026-02-13,xuat,hanh_chinh
PK-20264225,2026-02-13,nhap,dong_goi
PK-20264335,2026-02-13,xuat,dong_goi
PK-20264819,2026-02-13,xuat,hang_hoa
PK-20265008,2026-02-13,nhap,vat_tu
PK-20265569,2026-02-13,nhap,dong_goi
PK-20265799,2026-02-13,nhap,son_dau_mau
PK-20266053,2026-02-13,xuat,nguyen_lieu_chinh
PK-20266097,2026-02-13,nhap,vat_tu
PK-20266103,2026-02-13,xuat,nguyen_lieu_chinh
PK-20266401,2026-02-13,nhap,hanh_chinh
PK-20266609,2026-02-13,nhap,hanh_chinh
PK-20266669,2026-02-13,xuat,thanh_pham
PK-20266754,2026-02-13,nhap,thanh_pham
PK-20266886,2026-02-13,xuat,hanh_chinh
PK-20267321,2026-02-13,xuat,hang_hoa
PK-20267450,2026-02-13,nhap,nguyen_lieu_chinh
PK-20267843,2026-02-13,nhap,vat_tu
PK-20267872,2026-02-13,xuat,thanh_pham
PK-20267939,2026-02-13,xuat,hanh_chinh
PK-20268248,2026-02-13,xuat,thanh_pham
PK-20268286,2026-02-13,nhap,hang_hoa
PK-20268333,2026-02-13,nhap,vat_tu
PK-20268368,2026-02-13,xuat,dong_goi
PK-20268407,2026-02-13,nhap,son_dau_mau
PK-20260043,2026-02-14,xuat,son_dau_mau
PK-20260251,2026-02-14,xuat,vat_tu
PK-20260358,2026-02-14,xuat,nguyen_lieu_chinh
PK-20260374,2026-02-14,xuat,hanh_chinh
PK-20260535,2026-02-14,xuat,son_dau_mau
PK-20260797,2026-02-14,nhap,hanh_chinh
PK-20260811,2026-02-14,xuat,dong_goi
PK-20260827,2026-02-14,xuat,thanh_pham
PK-20260974,2026-02-14,nhap,hang_hoa
PK-20261330,2026-02-14,nhap,vat_tu
PK-20261534,2026-02-14,xuat,hang_hoa
PK-20261535,2026-02-14,xuat,hanh_chinh
PK-20261553,2026-02-14,xuat,hang_hoa
PK-20261857,2026-02-14,xuat,thanh_pham
PK-20262058,2026-02-14,nhap,thanh_pham
PK-20262122,2026-02-14,nhap,dong_goi
PK-20262333,2026-02-14,xuat,hang_hoa
PK-20262504,2026-02-14,nhap,hanh_chinh
PK-20262975,2026-02-14,nhap,thanh_pham
PK-20263280,2026-02-14,xuat,son_dau_mau
PK-20263431,2026-02-14,nhap,vat_tu
PK-20263456,2026-02-14,nhap,vat_tu
PK-20263724,2026-02-14,nhap,son_dau_mau
PK-20263769,2026-02-14,xuat,thanh_pham
PK-20263796,2026-02-14,nhap,vat_tu
PK-20263883,2026-02-14,nhap,thanh_pham
PK-20263887,2026-02-14,nhap,dong_goi
PK-20263900,2026-02-14,nhap,son_dau_mau
PK-20264045,2026-02-14,xuat,dong_goi
PK-20264263,2026-02-14,xuat,vat_tu
PK-20264432,2026-02-14,nhap,vat_tu
PK-20264452,2026-02-14,xuat,nguyen_lieu_chinh
PK-20264503,2026-02-14,nhap,dong_goi
PK-20264649,2026-02-14,xuat,thanh_pham
PK-20264713,2026-02-14,xuat,hanh_chinh
PK-20265157,2026-02-14,nhap,vat_tu
PK-20265275,2026-02-14,nhap,dong_goi
PK-20265792,2026-02-14,nhap,dong_goi
PK-20265797,2026-02-14,xuat,vat_tu
PK-20265974,2026-02-14,nhap,vat_tu
PK-20265981,2026-02-14,xuat,thanh_pham
PK-20266023,2026-02-14,xuat,hanh_chinh
PK-20266101,2026-02-14,xuat,son_dau_mau
PK-20266237,2026-02-14,nhap,nguyen_lieu_chinh
PK-20266251,2026-02-14,nhap,hanh_chinh
PK-20266301,2026-02-14,xuat,son_dau_mau
PK-20266342,2026-02-14,xuat,vat_tu
PK-20266576,2026-02-14,nhap,hang_hoa
PK-20266960,2026-02-14,nhap,vat_tu
PK-20267034,2026-02-14,xuat,hang_hoa
PK-20267062,2026-02-14,nhap,dong_goi
PK-20267219,2026-02-14,nhap,hang_hoa
PK-20267369,2026-02-14,xuat,son_dau_mau
PK-20267669,2026-02-14,nhap,dong_goi
PK-20267743,2026-02-14,nhap,vat_tu
PK-20267878,2026-02-14,xuat,son_dau_mau
PK-20268066,2026-02-14,xuat,dong_goi
PK-20268359,2026-02-14,xuat,hanh_chinh
PK-20260077,2026-02-15,nhap,hanh_chinh
PK-20260219,2026-02-15,xuat,dong_goi
PK-20260273,2026-02-15,xuat,vat_tu
PK-20260315,2026-02-15,xuat,son_dau_mau
PK-20260353,2026-02-15,nhap,hang_hoa
PK-20260553,2026-02-15,nhap,dong_goi
PK-20260724,2026-02-15,xuat,thanh_pham
PK-20260918,2026-02-15,xuat,vat_tu
PK-20260954,2026-02-15,nhap,nguyen_lieu_chinh
PK-20261091,2026-02-15,nhap,dong_goi
PK-20261144,2026-02-15,nhap,son_dau_mau
PK-20261213,2026-02-15,xuat,dong_goi
PK-20261388,2026-02-15,nhap,hang_hoa
PK-20261398,2026-02-15,nhap,son_dau_mau
PK-20261539,2026-02-15,xuat,son_dau_mau
PK-20261695,2026-02-15,nhap,son_dau_mau
PK-20261709,2026-02-15,nhap,dong_goi
PK-20262145,2026-02-15,xuat,vat_tu
PK-20262423,2026-02-15,nhap,dong_goi
PK-20262555,2026-02-15,xuat,son_dau_mau
PK-20262669,2026-02-15,xuat,vat_tu
PK-20262672,2026-02-15,xuat,son_dau_mau
PK-20262735,2026-02-15,xuat,hanh_chinh
PK-20262902,2026-02-15,nhap,nguyen_lieu_chinh
PK-20263051,2026-02-15,nhap,nguyen_lieu_chinh
PK-20263114,2026-02-15,nhap,hang_hoa
PK-20263147,2026-02-15,nhap,nguyen_lieu_chinh
PK-20263220,2026-02-15,nhap,hang_hoa
PK-20263228,2026-02-15,xuat,nguyen_lieu_chinh
PK-20263279,2026-02-15,xuat,nguyen_lieu_chinh
PK-20263314,2026-02-15,xuat,dong_goi
PK-20263496,2026-02-15,xuat,nguyen_lieu_chinh
PK-20263763,2026-02-15,xuat,dong_goi
PK-20263855,2026-02-15,nhap,hang_hoa
PK-20263996,2026-02-15,xuat,son_dau_mau
PK-20264043,2026-02-15,nhap,hang_hoa
PK-20264093,2026-02-15,nhap,hang_hoa
PK-20264203,2026-02-15,nhap,dong_goi
PK-20264341,2026-02-15,nhap,hanh_chinh
PK-20264790,2026-02-15,nhap,dong_goi
PK-20265092,2026-02-15,nhap,thanh_pham
PK-20265136,2026-02-15,xuat,hang_hoa
PK-20265173,2026-02-15,nhap,hang_hoa
PK-20265826,2026-02-15,nhap,vat_tu
PK-20266099,2026-02-15,xuat,vat_tu
PK-20266234,2026-02-15,xuat,vat_tu
PK-20266241,2026-02-15,xuat,dong_goi
PK-20266316,2026-02-15,nhap,thanh_pham
PK-20266338,2026-02-15,nhap,dong_goi
PK-20266793,2026-02-15,nhap,son_dau_mau
PK-20266991,2026-02-15,nhap,hanh_chinh
PK-20267033,2026-02-15,xuat,dong_goi
PK-20267384,2026-02-15,xuat,dong_goi
PK-20267518,2026-02-15,xuat,nguyen_lieu_chinh
PK-20267704,2026-02-15,nhap,vat_tu
PK-20267745,2026-02-15,xuat,hang_hoa
PK-20267831,2026-02-15,xuat,vat_tu
PK-20268005,2026-02-15,nhap,nguyen_lieu_chinh
PK-20268050,2026-02-15,xuat,dong_goi
PK-20268318,2026-02-15,nhap,nguyen_lieu_chinh
PK-20268375,2026-02-15,nhap,son_dau_mau
PK-20268453,2026-02-15,xuat,hanh_chinh
PK-20260772,2026-02-16,xuat,nguyen_lieu_chinh
PK-20260872,2026-02-16,nhap,son_dau_mau
PK-20261041,2026-02-16,xuat,vat_tu
PK-20261165,2026-02-16,xuat,thanh_pham
PK-20261339,2026-02-16,xuat,hanh_chinh
PK-20261365,2026-02-16,nhap,dong_goi
PK-20261416,2026-02-16,xuat,nguyen_lieu_chinh
PK-20261688,2026-02-16,nhap,nguyen_lieu_chinh
PK-20262033,2026-02-16,xuat,nguyen_lieu_chinh
PK-20262072,2026-02-16,nhap,son_dau_mau
PK-20262356,2026-02-16,xuat,hanh_chinh
PK-20262606,2026-02-16,nhap,dong_goi
PK-20262637,2026-02-16,xuat,vat_tu
PK-20262662,2026-02-16,nhap,thanh_pham
PK-20262772,2026-02-16,nhap,hanh_chinh
PK-20262814,2026-02-16,xuat,hanh_chinh
PK-20263123,2026-02-16,nhap,vat_tu
PK-20263193,2026-02-16,nhap,thanh_pham
PK-20263369,2026-02-16,nhap,hang_hoa
PK-20263551,2026-02-16,nhap,hang_hoa
PK-20263671,2026-02-16,xuat,nguyen_lieu_chinh
PK-20263743,2026-02-16,nhap,thanh_pham
PK-20263768,2026-02-16,nhap,nguyen_lieu_chinh
PK-20263835,2026-02-16,xuat,thanh_pham
PK-20263872,2026-02-16,xuat,vat_tu
PK-20263897,2026-02-16,xuat,son_dau_mau
PK-20264807,2026-02-16,nhap,vat_tu
PK-20265127,2026-02-16,nhap,thanh_pham
PK-20265134,2026-02-16,xuat,thanh_pham
PK-20265244,2026-02-16,xuat,vat_tu
PK-20265273,2026-02-16,xuat,dong_goi
PK-20265811,2026-02-16,xuat,dong_goi
PK-20266292,2026-02-16,nhap,son_dau_mau
PK-20266350,2026-02-16,xuat,nguyen_lieu_chinh
PK-20266402,2026-02-16,nhap,hang_hoa
PK-20266426,2026-02-16,nhap,vat_tu
PK-20266450,2026-02-16,xuat,nguyen_lieu_chinh
PK-20266469,2026-02-16,nhap,vat_tu
PK-20266549,2026-02-16,xuat,son_dau_mau
PK-20266604,2026-02-16,xuat,dong_goi
PK-20267103,2026-02-16,nhap,vat_tu
PK-20267124,2026-02-16,nhap,nguyen_lieu_chinh
PK-20267402,2026-02-16,nhap,dong_goi
PK-20267930,2026-02-16,nhap,vat_tu
PK-20267989,2026-02-16,nhap,vat_tu
PK-20268036,2026-02-16,nhap,hang_hoa
PK-20268083,2026-02-16,nhap,dong_goi
PK-20268114,2026-02-16,xuat,son_dau_mau
PK-20260463,2026-02-17,nhap,nguyen_lieu_chinh
PK-20260477,2026-02-17,xuat,thanh_pham
PK-20260585,2026-02-17,xuat,nguyen_lieu_chinh
PK-20260606,2026-02-17,nhap,hang_hoa
PK-20260635,2026-02-17,nhap,dong_goi
PK-20260831,2026-02-17,xuat,hanh_chinh
PK-20260902,2026-02-17,nhap,hang_hoa
PK-20261170,2026-02-17,nhap,nguyen_lieu_chinh
PK-20261588,2026-02-17,xuat,hang_hoa
PK-20261906,2026-02-17,nhap,hang_hoa
PK-20261946,2026-02-17,xuat,vat_tu
PK-20262135,2026-02-17,xuat,son_dau_mau
PK-20262317,2026-02-17,xuat,son_dau_mau
PK-20262406,2026-02-17,xuat,thanh_pham
PK-20262558,2026-02-17,xuat,thanh_pham
PK-20262658,2026-02-17,xuat,dong_goi
PK-20262691,2026-02-17,xuat,thanh_pham
PK-20262961,2026-02-17,nhap,vat_tu
PK-20263125,2026-02-17,nhap,hanh_chinh
PK-20263224,2026-02-17,xuat,nguyen_lieu_chinh
PK-20263230,2026-02-17,nhap,thanh_pham
PK-20263290,2026-02-17,nhap,vat_tu
PK-20263471,2026-02-17,xuat,thanh_pham
PK-20263616,2026-02-17,xuat,hang_hoa
PK-20263669,2026-02-17,xuat,son_dau_mau
PK-20263827,2026-02-17,xuat,vat_tu
PK-20263848,2026-02-17,xuat,nguyen_lieu_chinh
PK-20263906,2026-02-17,xuat,dong_goi
PK-20264016,2026-02-17,nhap,dong_goi
PK-20264166,2026-02-17,xuat,vat_tu
PK-20264256,2026-02-17,xuat,nguyen_lieu_chinh
PK-20264275,2026-02-17,xuat,son_dau_mau
PK-20264431,2026-02-17,xuat,hang_hoa
PK-20264489,2026-02-17,xuat,hanh_chinh
PK-20264858,2026-02-17,nhap,son_dau_mau
PK-20265191,2026-02-17,xuat,hang_hoa
PK-20265272,2026-02-17,xuat,son_dau_mau
PK-20265581,2026-02-17,xuat,son_dau_mau
PK-20265950,2026-02-17,xuat,vat_tu
PK-20266556,2026-02-17,xuat,son_dau_mau
PK-20266612,2026-02-17,xuat,son_dau_mau
PK-20266784,2026-02-17,xuat,hang_hoa
PK-20266901,2026-02-17,nhap,nguyen_lieu_chinh
PK-20267179,2026-02-17,nhap,dong_goi
PK-20267650,2026-02-17,xuat,dong_goi
PK-20267881,2026-02-17,nhap,nguyen_lieu_chinh
PK-20268045,2026-02-17,nhap,hanh_chinh
PK-20268197,2026-02-17,xuat,thanh_pham
PK-20268387,2026-02-17,nhap,thanh_pham
PK-20268434,2026-02-17,nhap,son_dau_mau
PK-20260088,2026-02-18,nhap,hanh_chinh
PK-20260107,2026-02-18,xuat,hanh_chinh
PK-20260236,2026-02-18,xuat,nguyen_lieu_chinh
PK-20260250,2026-02-18,xuat,nguyen_lieu_chinh
PK-20260566,2026-02-18,nhap,hang_hoa
PK-20260806,2026-02-18,nhap,thanh_pham
PK-20261053,2026-02-18,nhap,hang_hoa
PK-20261054,2026-02-18,xuat,son_dau_mau
PK-20261128,2026-02-18,xuat,thanh_pham
PK-20261353,2026-02-18,nhap,vat_tu
PK-20261597,2026-02-18,nhap,hang_hoa
PK-20261894,2026-02-18,nhap,dong_goi
PK-20262217,2026-02-18,xuat,vat_tu
PK-20262245,2026-02-18,xuat,hang_hoa
PK-20262358,2026-02-18,xuat,son_dau_mau
PK-20262469,2026-02-18,nhap,hang_hoa
PK-20262624,2026-02-18,nhap,dong_goi
PK-20262663,2026-02-18,nhap,son_dau_mau
PK-20262777,2026-02-18,xuat,thanh_pham
PK-20262906,2026-02-18,nhap,vat_tu
PK-20263813,2026-02-18,xuat,hang_hoa
PK-20264063,2026-02-18,nhap,hanh_chinh
PK-20264100,2026-02-18,xuat,thanh_pham
PK-20264316,2026-02-18,xuat,vat_tu
PK-20264402,2026-02-18,xuat,thanh_pham
PK-20264644,2026-02-18,nhap,son_dau_mau
PK-20264681,2026-02-18,nhap,hang_hoa
PK-20264813,2026-02-18,xuat,thanh_pham
PK-20264845,2026-02-18,xuat,hang_hoa
PK-20265403,2026-02-18,xuat,dong_goi
PK-20265464,2026-02-18,nhap,vat_tu
PK-20265604,2026-02-18,nhap,vat_tu
PK-20265620,2026-02-18,nhap,vat_tu
PK-20265630,2026-02-18,xuat,hang_hoa
PK-20265754,2026-02-18,xuat,vat_tu
PK-20266012,2026-02-18,nhap,nguyen_lieu_chinh
PK-20266102,2026-02-18,nhap,son_dau_mau
PK-20266421,2026-02-18,xuat,nguyen_lieu_chinh
PK-20266577,2026-02-18,nhap,son_dau_mau
PK-20266720,2026-02-18,xuat,dong_goi
PK-20266738,2026-02-18,xuat,hang_hoa
PK-20266741,2026-02-18,xuat,hanh_chinh
PK-20266783,2026-02-18,xuat,vat_tu
PK-20266819,2026-02-18,nhap,son_dau_mau
PK-20266858,2026-02-18,xuat,hanh_chinh
PK-20267076,2026-02-18,nhap,hanh_chinh
PK-20267289,2026-02-18,xuat,hanh_chinh
PK-20267397,2026-02-18,xuat,son_dau_mau
PK-20267484,2026-02-18,nhap,thanh_pham
PK-20267500,2026-02-18,xuat,dong_goi
PK-20267899,2026-02-18,nhap,dong_goi
PK-20268329,2026-02-18,xuat,dong_goi
PK-20268350,2026-02-18,xuat,dong_goi
PK-20268362,2026-02-18,nhap,vat_tu
PK-20260121,2026-02-19,nhap,hanh_chinh
PK-20260787,2026-02-19,xuat,vat_tu
PK-20260934,2026-02-19,nhap,nguyen_lieu_chinh
PK-20261036,2026-02-19,nhap,nguyen_lieu_chinh
PK-20261072,2026-02-19,nhap,thanh_pham
PK-20261836,2026-02-19,nhap,dong_goi
PK-20262132,2026-02-19,nhap,hanh_chinh
PK-20262236,2026-02-19,nhap,hanh_chinh
PK-20262363,2026-02-19,nhap,hang_hoa
PK-20262457,2026-02-19,nhap,hanh_chinh
PK-20262726,2026-02-19,nhap,nguyen_lieu_chinh
PK-20262761,2026-02-19,nhap,nguyen_lieu_chinh
PK-20262851,2026-02-19,xuat,thanh_pham
PK-20263071,2026-02-19,nhap,nguyen_lieu_chinh
PK-20263141,2026-02-19,nhap,nguyen_lieu_chinh
PK-20263229,2026-02-19,nhap,son_dau_mau
PK-20263347,2026-02-19,nhap,nguyen_lieu_chinh
PK-20263356,2026-02-19,nhap,dong_goi
PK-20263375,2026-02-19,nhap,vat_tu
PK-20263460,2026-02-19,nhap,hang_hoa
PK-20263519,2026-02-19,xuat,hanh_chinh
PK-20264059,2026-02-19,nhap,son_dau_mau
PK-20264066,2026-02-19,nhap,hang_hoa
PK-20264146,2026-02-19,xuat,hang_hoa
PK-20264187,2026-02-19,nhap,hang_hoa
PK-20264474,2026-02-19,xuat,hang_hoa
PK-20264619,2026-02-19,nhap,dong_goi
PK-20264861,2026-02-19,nhap,dong_goi
PK-20264924,2026-02-19,xuat,hang_hoa
PK-20264963,2026-02-19,nhap,thanh_pham
PK-20265458,2026-02-19,nhap,hang_hoa
PK-20265531,2026-02-19,nhap,nguyen_lieu_chinh
PK-20265540,2026-02-19,nhap,hanh_chinh
PK-20265916,2026-02-19,nhap,vat_tu
PK-20266027,2026-02-19,nhap,vat_tu
PK-20266439,2026-02-19,xuat,thanh_pham
PK-20266471,2026-02-19,nhap,dong_goi
PK-20266585,2026-02-19,nhap,dong_goi
PK-20266640,2026-02-19,nhap,thanh_pham
PK-20266825,2026-02-19,nhap,thanh_pham
PK-20267077,2026-02-19,xuat,nguyen_lieu_chinh
PK-20267631,2026-02-19,nhap,thanh_pham
PK-20268093,2026-02-19,xuat,son_dau_mau
PK-20268371,2026-02-19,xuat,son_dau_mau
PK-20268495,2026-02-19,xuat,dong_goi
PK-20268499,2026-02-19,nhap,dong_goi
PK-20260246,2026-02-20,xuat,dong_goi
PK-20260348,2026-02-20,xuat,thanh_pham
PK-20260429,2026-02-20,nhap,son_dau_mau
PK-20260601,2026-02-20,nhap,dong_goi
PK-20260817,2026-02-20,xuat,nguyen_lieu_chinh
PK-20261125,2026-02-20,xuat,nguyen_lieu_chinh
PK-20261188,2026-02-20,xuat,son_dau_mau
PK-20261477,2026-02-20,nhap,hanh_chinh
PK-20261528,2026-02-20,nhap,son_dau_mau
PK-20261546,2026-02-20,xuat,hanh_chinh
PK-20261582,2026-02-20,xuat,son_dau_mau
PK-20261943,2026-02-20,nhap,dong_goi
PK-20262065,2026-02-20,nhap,nguyen_lieu_chinh
PK-20262107,2026-02-20,xuat,dong_goi
PK-20262133,2026-02-20,nhap,dong_goi
PK-20262462,2026-02-20,xuat,hanh_chinh
PK-20262583,2026-02-20,xuat,son_dau_mau
PK-20262615,2026-02-20,xuat,hanh_chinh
PK-20262682,2026-02-20,nhap,dong_goi
PK-20262953,2026-02-20,nhap,hanh_chinh
PK-20263046,2026-02-20,xuat,son_dau_mau
PK-20263186,2026-02-20,nhap,nguyen_lieu_chinh
PK-20263321,2026-02-20,xuat,hanh_chinh
PK-20263478,2026-02-20,nhap,thanh_pham
PK-20263588,2026-02-20,xuat,thanh_pham
PK-20263625,2026-02-20,xuat,hang_hoa
PK-20263833,2026-02-20,nhap,hanh_chinh
PK-20264235,2026-02-20,nhap,son_dau_mau
PK-20264445,2026-02-20,nhap,nguyen_lieu_chinh
PK-20264521,2026-02-20,xuat,nguyen_lieu_chinh
PK-20264656,2026-02-20,xuat,hanh_chinh
PK-20264717,2026-02-20,nhap,nguyen_lieu_chinh
PK-20265205,2026-02-20,nhap,son_dau_mau
PK-20266238,2026-02-20,xuat,thanh_pham
PK-20266286,2026-02-20,nhap,thanh_pham
PK-20266356,2026-02-20,xuat,nguyen_lieu_chinh
PK-20266508,2026-02-20,xuat,son_dau_mau
PK-20266946,2026-02-20,xuat,dong_goi
PK-20267081,2026-02-20,nhap,dong_goi
PK-20267174,2026-02-20,xuat,son_dau_mau
PK-20267308,2026-02-20,nhap,thanh_pham
PK-20267322,2026-02-20,xuat,hang_hoa
PK-20267492,2026-02-20,xuat,hang_hoa
PK-20267504,2026-02-20,nhap,son_dau_mau
PK-20267558,2026-02-20,xuat,hanh_chinh
PK-20267588,2026-02-20,nhap,hang_hoa
PK-20267635,2026-02-20,nhap,nguyen_lieu_chinh
PK-20267809,2026-02-20,nhap,hang_hoa
PK-20268051,2026-02-20,nhap,hang_hoa
PK-20260002,2026-02-21,nhap,son_dau_mau
PK-20260367,2026-02-21,xuat,hang_hoa
PK-20260407,2026-02-21,nhap,hang_hoa
PK-20260718,2026-02-21,xuat,thanh_pham
PK-20260780,2026-02-21,nhap,hang_hoa
PK-20260796,2026-02-21,nhap,nguyen_lieu_chinh
PK-20260819,2026-02-21,xuat,hang_hoa
PK-20261029,2026-02-21,nhap,son_dau_mau
PK-20261324,2026-02-21,xuat,hanh_chinh
PK-20261463,2026-02-21,nhap,nguyen_lieu_chinh
PK-20261560,2026-02-21,nhap,son_dau_mau
PK-20261765,2026-02-21,nhap,hang_hoa
PK-20261955,2026-02-21,xuat,hanh_chinh
PK-20261972,2026-02-21,nhap,hanh_chinh
PK-20262013,2026-02-21,xuat,dong_goi
PK-20262195,2026-02-21,xuat,vat_tu
PK-20262557,2026-02-21,nhap,hang_hoa
PK-20263756,2026-02-21,xuat,thanh_pham
PK-20263866,2026-02-21,xuat,vat_tu
PK-20263904,2026-02-21,xuat,nguyen_lieu_chinh
PK-20263986,2026-02-21,xuat,nguyen_lieu_chinh
PK-20264310,2026-02-21,xuat,nguyen_lieu_chinh
PK-20264329,2026-02-21,nhap,thanh_pham
PK-20264365,2026-02-21,xuat,vat_tu
PK-20264640,2026-02-21,xuat,hanh_chinh
PK-20264983,2026-02-21,xuat,dong_goi
PK-20265229,2026-02-21,nhap,dong_goi
PK-20265312,2026-02-21,nhap,nguyen_lieu_chinh
PK-20265697,2026-02-21,nhap,son_dau_mau
PK-20265936,2026-02-21,nhap,nguyen_lieu_chinh
PK-20266397,2026-02-21,xuat,son_dau_mau
PK-20266826,2026-02-21,xuat,nguyen_lieu_chinh
PK-20266884,2026-02-21,xuat,nguyen_lieu_chinh
PK-20266888,2026-02-21,xuat,nguyen_lieu_chinh
PK-20266965,2026-02-21,nhap,nguyen_lieu_chinh
PK-20267205,2026-02-21,nhap,hang_hoa
PK-20267213,2026-02-21,xuat,nguyen_lieu_chinh
PK-20267359,2026-02-21,xuat,vat_tu
PK-20267510,2026-02-21,nhap,dong_goi
PK-20267609,2026-02-21,nhap,nguyen_lieu_chinh
PK-20268242,2026-02-21,xuat,hanh_chinh
PK-20268249,2026-02-21,xuat,dong_goi
PK-20268289,2026-02-21,xuat,hang_hoa
PK-20268310,2026-02-21,xuat,dong_goi
PK-20260023,2026-02-22,xuat,dong_goi
PK-20260590,2026-02-22,nhap,son_dau_mau
PK-20260721,2026-02-22,nhap,thanh_pham
PK-20260943,2026-02-22,xuat,hanh_chinh
PK-20260995,2026-02-22,xuat,hanh_chinh
PK-20261121,2026-02-22,nhap,vat_tu
PK-20261154,2026-02-22,nhap,hang_hoa
PK-20262867,2026-02-22,nhap,hang_hoa
PK-20263060,2026-02-22,xuat,hanh_chinh
PK-20263480,2026-02-22,nhap,dong_goi
PK-20263597,2026-02-22,xuat,son_dau_mau
PK-20263656,2026-02-22,xuat,thanh_pham
PK-20263703,2026-02-22,nhap,nguyen_lieu_chinh
PK-20263736,2026-02-22,nhap,thanh_pham
PK-20263915,2026-02-22,nhap,dong_goi
PK-20264725,2026-02-22,nhap,vat_tu
PK-20265482,2026-02-22,xuat,hanh_chinh
PK-20265496,2026-02-22,nhap,hanh_chinh
PK-20265516,2026-02-22,xuat,vat_tu
PK-20265570,2026-02-22,xuat,son_dau_mau
PK-20266000,2026-02-22,xuat,nguyen_lieu_chinh
PK-20266586,2026-02-22,nhap,dong_goi
PK-20266616,2026-02-22,nhap,son_dau_mau
PK-20266776,2026-02-22,xuat,vat_tu
PK-20266871,2026-02-22,xuat,dong_goi
PK-20267012,2026-02-22,nhap,son_dau_mau
PK-20267074,2026-02-22,nhap,nguyen_lieu_chinh
PK-20267094,2026-02-22,xuat,thanh_pham
PK-20267136,2026-02-22,xuat,vat_tu
PK-20267258,2026-02-22,nhap,son_dau_mau
PK-20267272,2026-02-22,xuat,hang_hoa
PK-20267294,2026-02-22,nhap,hanh_chinh
PK-20267773,2026-02-22,nhap,nguyen_lieu_chinh
PK-20267819,2026-02-22,xuat,hang_hoa
PK-20268429,2026-02-22,nhap,son_dau_mau
PK-20260125,2026-02-23,xuat,hanh_chinh
PK-20260404,2026-02-23,xuat,son_dau_mau
PK-20260678,2026-02-23,nhap,vat_tu
PK-20260697,2026-02-23,nhap,nguyen_lieu_chinh
PK-20260783,2026-02-23,xuat,nguyen_lieu_chinh
PK-20261083,2026-02-23,xuat,vat_tu
PK-20261124,2026-02-23,xuat,hanh_chinh
PK-20261145,2026-02-23,xuat,thanh_pham
PK-20261344,2026-02-23,nhap,son_dau_mau
PK-20261434,2026-02-23,nhap,thanh_pham
PK-20261483,2026-02-23,xuat,hang_hoa
PK-20261978,2026-02-23,xuat,thanh_pham
PK-20262067,2026-02-23,xuat,hanh_chinh
PK-20262085,2026-02-23,xuat,son_dau_mau
PK-20262259,2026-02-23,nhap,hang_hoa
PK-20262278,2026-02-23,xuat,nguyen_lieu_chinh
PK-20262387,2026-02-23,nhap,hang_hoa
PK-20262582,2026-02-23,nhap,hanh_chinh
PK-20262688,2026-02-23,xuat,thanh_pham
PK-20262823,2026-02-23,xuat,thanh_pham
PK-20262957,2026-02-23,nhap,dong_goi
PK-20262960,2026-02-23,xuat,dong_goi
PK-20262992,2026-02-23,nhap,nguyen_lieu_chinh
PK-20263075,2026-02-23,nhap,son_dau_mau
PK-20263676,2026-02-23,nhap,nguyen_lieu_chinh
PK-20264160,2026-02-23,nhap,hanh_chinh
PK-20264380,2026-02-23,xuat,son_dau_mau
PK-20264428,2026-02-23,xuat,hanh_chinh
PK-20264463,2026-02-23,xuat,hanh_chinh
PK-20264483,2026-02-23,xuat,hanh_chinh
PK-20265337,2026-02-23,nhap,thanh_pham
PK-20265441,2026-02-23,nhap,hanh_chinh
PK-20265447,2026-02-23,xuat,nguyen_lieu_chinh
PK-20265573,2026-02-23,xuat,hanh_chinh
PK-20265593,2026-02-23,nhap,son_dau_mau
PK-20265654,2026-02-23,xuat,hang_hoa
PK-20265780,2026-02-23,nhap,nguyen_lieu_chinh
PK-20265794,2026-02-23,xuat,dong_goi
PK-20265798,2026-02-23,xuat,hanh_chinh
PK-20265988,2026-02-23,xuat,hanh_chinh
PK-20266386,2026-02-23,xuat,son_dau_mau
PK-20266807,2026-02-23,nhap,hang_hoa
PK-20266981,2026-02-23,nhap,hang_hoa
PK-20267061,2026-02-23,xuat,dong_goi
PK-20267095,2026-02-23,nhap,hang_hoa
PK-20267197,2026-02-23,nhap,son_dau_mau
PK-20267207,2026-02-23,xuat,dong_goi
PK-20267335,2026-02-23,nhap,dong_goi
PK-20267654,2026-02-23,nhap,dong_goi
PK-20267662,2026-02-23,xuat,dong_goi
PK-20267710,2026-02-23,nhap,nguyen_lieu_chinh
PK-20267848,2026-02-23,xuat,son_dau_mau
PK-20267887,2026-02-23,nhap,vat_tu
