month,warehouse_id,item_code,item_name,unit,ton_dau,nhap,xuat,ton_cuoi,days_in_stock
2,nguyen_lieu_chinh,GO-NL-001-003,Gỗ óc chó Mỹ dày 20mm #3,m3,2489.08,199.13,174.24,2513.97,67
2,nguyen_lieu_chinh,GO-NL-032-003,Gỗ xoan đào Gia Lai dày 30mm #3,m3,5916.61,473.33,414.16,5975.78,43
2,nguyen_lieu_chinh,GO-NL-022-003,Gỗ hương Lào cỡ lớn #3,m3,5991.55,479.32,419.41,6051.46,80
2,nguyen_lieu_chinh,GO-NL-026-003,Gỗ thông ghép thanh dày 30mm #3,m3,3749.6,299.97,262.47,3787.1,44
2,nguyen_lieu_chinh,GO-NL-033-003,Gỗ xoan đào Gia Lai dày 50mm #3,m3,2217.8,177.42,155.25,2239.97,82
2,nguyen_lieu_chinh,GO-NL-030-003,Gỗ thông ghép thanh cỡ nhỏ #3,m3,130.94,10.47,9.17,132.24,138
2,nguyen_lieu_chinh,GO-NL-021-003,Gỗ hương Lào dày 50mm #3,m3,2273.36,181.87,159.13,2296.1,119
2,nguyen_lieu_chinh,GO-NL-034-003,Gỗ xoan đào Gia Lai cỡ lớn #3,m3,4631.78,370.54,324.22,4678.1,140
2,nguyen_lieu_chinh,GO-NL-004-003,Gỗ óc chó Mỹ cỡ lớn #3,m3,973.24,77.86,68.13,982.97,129
2,nguyen_lieu_chinh,GO-NL-023-003,Gỗ hương Lào cỡ trung #3,m3,3671.8,293.74,257.03,3708.51,23
2,nguyen_lieu_chinh,GO-NL-009-003,Gỗ sồi Nga dày 50mm #3,m3,2658.73,212.7,186.11,2685.32,116
2,nguyen_lieu_chinh,GO-NL-017-003,Gỗ gõ đỏ Nam Phi cỡ trung #3,m3,546.32,43.71,38.24,551.79,71
2,nguyen_lieu_chinh,GO-NL-011-003,Gỗ sồi Nga cỡ trung #3,m3,3598.49,287.88,251.89,3634.48,80
2,nguyen_lieu_chinh,GO-NL-015-003,Gỗ gõ đỏ Nam Phi dày 50mm #3,m3,738.12,59.05,51.67,745.5,5
2,nguyen_lieu_chinh,GO-NL-007-003,Gỗ sồi Nga dày 20mm #3,m3,1267.78,101.42,88.74,1280.46,125
2,nguyen_lieu_chinh,GO-NL-006-003,Gỗ óc chó Mỹ cỡ nhỏ #3,m3,4783.57,382.69,334.85,4831.41,8
2,nguyen_lieu_chinh,GO-NL-031-003,Gỗ xoan đào Gia Lai dày 20mm #3,m3,367.32,29.39,25.71,371.0,138
2,nguyen_lieu_chinh,GO-NL-003-003,Gỗ óc chó Mỹ dày 50mm #3,m3,4683.58,374.69,327.85,4730.42,90
2,nguyen_lieu_chinh,GO-NL-014-003,Gỗ gõ đỏ Nam Phi dày 30mm #3,m3,2218.66,177.49,155.31,2240.84,26
2,nguyen_lieu_chinh,GO-NL-028-003,Gỗ thông ghép thanh cỡ lớn #3,m3,6840.81,547.27,478.86,6909.22,18
2,nguyen_lieu_chinh,GO-NL-035-003,Gỗ xoan đào Gia Lai cỡ trung #3,m3,2397.28,191.78,167.81,2421.25,142
2,nguyen_lieu_chinh,GO-NL-016-003,Gỗ gõ đỏ Nam Phi cỡ lớn #3,m3,2994.75,239.58,209.63,3024.7,116
2,nguyen_lieu_chinh,GO-NL-020-003,Gỗ hương Lào dày 30mm #3,m3,866.75,69.34,60.67,875.42,72
2,nguyen_lieu_chinh,GO-NL-027-003,Gỗ thông ghép thanh dày 50mm #3,m3,2120.09,169.61,148.41,2141.29,25
2,nguyen_lieu_chinh,GO-NL-012-003,Gỗ sồi Nga cỡ nhỏ #3,m3,733.39,58.67,51.34,740.72,48
2,nguyen_lieu_chinh,GO-NL-019-003,Gỗ hương Lào dày 20mm #3,m3,5432.87,434.63,380.3,5487.2,108
2,nguyen_lieu_chinh,GO-NL-002-003,Gỗ óc chó Mỹ dày 30mm #3,m3,3330.67,266.45,233.15,3363.97,98
2,nguyen_lieu_chinh,GO-NL-025-003,Gỗ thông ghép thanh dày 20mm #3,m3,5094.86,407.59,356.64,5145.81,144
2,nguyen_lieu_chinh,GO-NL-008-003,Gỗ sồi Nga dày 30mm #3,m3,3528.31,282.27,246.98,3563.6,36
2,nguyen_lieu_chinh,GO-NL-024-003,Gỗ hương Lào cỡ nhỏ #3,m3,1295.2,103.62,90.66,1308.16,42
2,nguyen_lieu_chinh,GO-NL-010-003,Gỗ sồi Nga cỡ lớn #3,m3,6025.61,482.05,421.79,6085.87,96
2,nguyen_lieu_chinh,GO-NL-005-003,Gỗ óc chó Mỹ cỡ trung #3,m3,923.63,73.89,64.65,932.87,41
2,nguyen_lieu_chinh,GO-NL-029-003,Gỗ thông ghép thanh cỡ trung #3,m3,518.29,41.46,36.28,523.47,70
2,nguyen_lieu_chinh,GO-NL-013-004,Gỗ gõ đỏ Nam Phi dày 20mm #4,m3,3552.01,284.16,248.64,3587.53,41
2,nguyen_lieu_chinh,GO-NL-018-004,Gỗ gõ đỏ Nam Phi cỡ nhỏ #4,m3,293.22,23.46,20.53,296.15,109
2,nguyen_lieu_chinh,GO-NL-001-004,Gỗ óc chó Mỹ dày 20mm #4,m3,5000.78,400.06,350.05,5050.79,72
2,nguyen_lieu_chinh,GO-NL-032-004,Gỗ xoan đào Gia Lai dày 30mm #4,m3,4630.39,370.43,324.13,4676.69,48
2,nguyen_lieu_chinh,GO-NL-022-004,Gỗ hương Lào cỡ lớn #4,m3,6166.3,493.3,431.64,6227.96,85
2,nguyen_lieu_chinh,GO-NL-026-004,Gỗ thông ghép thanh dày 30mm #4,m3,2083.11,166.65,145.82,2103.94,49
2,nguyen_lieu_chinh,GO-NL-033-004,Gỗ xoan đào Gia Lai dày 50mm #4,m3,2910.86,232.87,203.76,2939.97,87
2,nguyen_lieu_chinh,GO-NL-030-004,Gỗ thông ghép thanh cỡ nhỏ #4,m3,372.78,29.82,26.09,376.51,143
2,nguyen_lieu_chinh,GO-NL-021-004,Gỗ hương Lào dày 50mm #4,m3,3433.0,274.64,240.31,3467.33,124
2,nguyen_lieu_chinh,GO-NL-034-004,Gỗ xoan đào Gia Lai cỡ lớn #4,m3,2659.4,212.75,186.16,2685.99,145
2,nguyen_lieu_chinh,GO-NL-004-004,Gỗ óc chó Mỹ cỡ lớn #4,m3,875.92,70.07,61.31,884.68,119
2,nguyen_lieu_chinh,GO-NL-023-004,Gỗ hương Lào cỡ trung #4,m3,4040.93,323.27,282.86,4081.34,13
2,nguyen_lieu_chinh,GO-NL-009-004,Gỗ sồi Nga dày 50mm #4,m3,3081.71,246.54,215.72,3112.53,106
2,nguyen_lieu_chinh,GO-NL-017-004,Gỗ gõ đỏ Nam Phi cỡ trung #4,m3,498.82,39.91,34.92,503.81,61
2,nguyen_lieu_chinh,GO-NL-011-004,Gỗ sồi Nga cỡ trung #4,m3,3204.9,256.39,224.34,3236.95,70
2,nguyen_lieu_chinh,GO-NL-015-004,Gỗ gõ đỏ Nam Phi dày 50mm #4,m3,832.75,66.62,58.29,841.08,8
2,nguyen_lieu_chinh,GO-NL-007-004,Gỗ sồi Nga dày 20mm #4,m3,2773.27,221.86,194.13,2801.0,130
2,nguyen_lieu_chinh,GO-NL-006-004,Gỗ óc chó Mỹ cỡ nhỏ #4,m3,6190.51,495.24,433.34,6252.41,13
2,nguyen_lieu_chinh,GO-NL-031-004,Gỗ xoan đào Gia Lai dày 20mm #4,m3,1314.19,105.14,91.99,1327.34,143
2,nguyen_lieu_chinh,GO-NL-003-004,Gỗ óc chó Mỹ dày 50mm #4,m3,4302.62,344.21,301.18,4345.65,95
2,nguyen_lieu_chinh,GO-NL-014-004,Gỗ gõ đỏ Nam Phi dày 30mm #4,m3,2852.56,228.21,199.68,2881.09,31
2,nguyen_lieu_chinh,GO-NL-028-004,Gỗ thông ghép thanh cỡ lớn #4,m3,4009.27,320.74,280.65,4049.36,23
2,nguyen_lieu_chinh,GO-NL-035-004,Gỗ xoan đào Gia Lai cỡ trung #4,m3,1684.04,134.72,117.88,1700.88,147
2,nguyen_lieu_chinh,GO-NL-016-004,Gỗ gõ đỏ Nam Phi cỡ lớn #4,m3,2982.91,238.63,208.8,3012.74,121
2,nguyen_lieu_chinh,GO-NL-020-004,Gỗ hương Lào dày 30mm #4,m3,1486.72,118.94,104.07,1501.59,77
2,nguyen_lieu_chinh,GO-NL-027-004,Gỗ thông ghép thanh dày 50mm #4,m3,4083.14,326.65,285.82,4123.97,15
2,nguyen_lieu_chinh,GO-NL-012-004,Gỗ sồi Nga cỡ nhỏ #4,m3,1443.86,115.51,101.07,1458.3,38
2,nguyen_lieu_chinh,GO-NL-019-004,Gỗ hương Lào dày 20mm #4,m3,8202.56,656.21,574.18,8284.59,98
2,nguyen_lieu_chinh,GO-NL-002-004,Gỗ óc chó Mỹ dày 30mm #4,m3,3951.87,316.15,276.63,3991.39,88
2,nguyen_lieu_chinh,GO-NL-025-004,Gỗ thông ghép thanh dày 20mm #4,m3,6435.62,514.85,450.49,6499.98,134
2,nguyen_lieu_chinh,GO-NL-008-004,Gỗ sồi Nga dày 30mm #4,m3,3704.73,296.38,259.33,3741.78,41
2,nguyen_lieu_chinh,GO-NL-024-004,Gỗ hương Lào cỡ nhỏ #4,m3,986.82,78.95,69.08,996.69,47
2,nguyen_lieu_chinh,GO-NL-010-004,Gỗ sồi Nga cỡ lớn #4,m3,5502.73,440.22,385.19,5557.76,101
2,nguyen_lieu_chinh,GO-NL-005-004,Gỗ óc chó Mỹ cỡ trung #4,m3,867.41,69.39,60.72,876.08,46
2,nguyen_lieu_chinh,GO-NL-029-004,Gỗ thông ghép thanh cỡ trung #4,m3,547.08,43.77,38.3,552.55,75
2,nguyen_lieu_chinh,GO-NL-013-005,Gỗ gõ đỏ Nam Phi dày 20mm #5,m3,2550.16,204.01,178.51,2575.66,46
2,nguyen_lieu_chinh,GO-NL-018-005,Gỗ gõ đỏ Nam Phi cỡ nhỏ #5,m3,384.85,30.79,26.94,388.7,114
2,nguyen_lieu_chinh,GO-NL-001-005,Gỗ óc chó Mỹ dày 20mm #5,m3,5973.79,477.9,418.16,6033.53,77
2,nguyen_lieu_chinh,GO-NL-032-005,Gỗ xoan đào Gia Lai dày 30mm #5,m3,4302.99,344.24,301.21,4346.02,53
2,nguyen_lieu_chinh,GO-NL-022-005,Gỗ hương Lào cỡ lớn #5,m3,6590.7,527.26,461.35,6656.61,90
2,nguyen_lieu_chinh,GO-NL-026-005,Gỗ thông ghép thanh dày 30mm #5,m3,2499.73,199.98,174.98,2524.73,39
2,nguyen_lieu_chinh,GO-NL-033-005,Gỗ xoan đào Gia Lai dày 50mm #5,m3,2822.65,225.81,197.59,2850.87,77
2,nguyen_lieu_chinh,GO-NL-030-005,Gỗ thông ghép thanh cỡ nhỏ #5,m3,261.87,20.95,18.33,264.49,133
2,nguyen_lieu_chinh,GO-NL-021-005,Gỗ hương Lào dày 50mm #5,m3,2066.69,165.34,144.67,2087.36,114
2,nguyen_lieu_chinh,GO-NL-034-005,Gỗ xoan đào Gia Lai cỡ lớn #5,m3,4210.71,336.86,294.75,4252.82,135
2,nguyen_lieu_chinh,GO-NL-004-005,Gỗ óc chó Mỹ cỡ lớn #5,m3,1265.22,101.22,88.57,1277.87,124
2,nguyen_lieu_chinh,GO-NL-023-005,Gỗ hương Lào cỡ trung #5,m3,4079.78,326.38,285.58,4120.58,18
2,nguyen_lieu_chinh,GO-NL-009-005,Gỗ sồi Nga dày 50mm #5,m3,2326.39,186.11,162.85,2349.65,111
2,nguyen_lieu_chinh,GO-NL-017-005,Gỗ gõ đỏ Nam Phi cỡ trung #5,m3,546.32,43.71,38.24,551.79,66
2,nguyen_lieu_chinh,GO-NL-011-005,Gỗ sồi Nga cỡ trung #5,m3,4048.3,323.86,283.38,4088.78,75
2,nguyen_lieu_chinh,GO-NL-015-005,Gỗ gõ đỏ Nam Phi dày 50mm #5,m3,397.45,31.8,27.82,401.43,13
2,nguyen_lieu_chinh,GO-NL-007-005,Gỗ sồi Nga dày 20mm #5,m3,1690.37,135.23,118.33,1707.27,135
2,nguyen_lieu_chinh,GO-NL-006-005,Gỗ óc chó Mỹ cỡ nhỏ #5,m3,5653.31,452.27,395.73,5709.85,18
2,nguyen_lieu_chinh,GO-NL-031-005,Gỗ xoan đào Gia Lai dày 20mm #5,m3,440.79,35.26,30.86,445.19,148
2,nguyen_lieu_chinh,GO-NL-003-005,Gỗ óc chó Mỹ dày 50mm #5,m3,4683.58,374.69,327.85,4730.42,100
2,nguyen_lieu_chinh,GO-NL-014-005,Gỗ gõ đỏ Nam Phi dày 30mm #5,m3,1901.71,152.14,133.12,1920.73,21
2,nguyen_lieu_chinh,GO-NL-028-005,Gỗ thông ghép thanh cỡ lớn #5,m3,5788.38,463.07,405.19,5846.26,13
2,nguyen_lieu_chinh,GO-NL-035-005,Gỗ xoan đào Gia Lai cỡ trung #5,m3,2397.28,191.78,167.81,2421.25,137
2,nguyen_lieu_chinh,GO-NL-016-005,Gỗ gõ đỏ Nam Phi cỡ lớn #5,m3,3811.5,304.92,266.8,3849.62,111
2,nguyen_lieu_chinh,GO-NL-020-005,Gỗ hương Lào dày 30mm #5,m3,2022.42,161.79,141.57,2042.64,67
2,nguyen_lieu_chinh,GO-NL-027-005,Gỗ thông ghép thanh dày 50mm #5,m3,2826.79,226.14,197.88,2855.05,20
2,nguyen_lieu_chinh,GO-NL-012-005,Gỗ sồi Nga cỡ nhỏ #5,m3,1344.54,107.56,94.12,1357.98,43
2,nguyen_lieu_chinh,GO-NL-019-005,Gỗ hương Lào dày 20mm #5,m3,4074.65,325.97,285.23,4115.39,103
2,nguyen_lieu_chinh,GO-NL-002-005,Gỗ óc chó Mỹ dày 30mm #5,m3,3092.77,247.42,216.49,3123.7,93
2,nguyen_lieu_chinh,GO-NL-025-005,Gỗ thông ghép thanh dày 20mm #5,m3,5094.86,407.59,356.64,5145.81,139
2,nguyen_lieu_chinh,GO-NL-008-005,Gỗ sồi Nga dày 30mm #5,m3,4586.81,366.94,321.08,4632.67,46
2,nguyen_lieu_chinh,GO-NL-024-005,Gỗ hương Lào cỡ nhỏ #5,m3,797.05,63.76,55.79,805.02,52
2,nguyen_lieu_chinh,GO-NL-010-005,Gỗ sồi Nga cỡ lớn #5,m3,7121.18,569.69,498.48,7192.39,106
2,nguyen_lieu_chinh,GO-NL-005-005,Gỗ óc chó Mỹ cỡ trung #5,m3,2586.18,206.89,181.03,2612.04,51
2,nguyen_lieu_chinh,GO-NL-029-005,Gỗ thông ghép thanh cỡ trung #5,m3,518.29,41.46,36.28,523.47,80
2,nguyen_lieu_chinh,GO-NL-013-006,Gỗ gõ đỏ Nam Phi dày 20mm #6,m3,2459.08,196.73,172.14,2483.67,36
2,nguyen_lieu_chinh,GO-NL-018-006,Gỗ gõ đỏ Nam Phi cỡ nhỏ #6,m3,586.44,46.92,41.05,592.31,104
2,nguyen_lieu_chinh,GO-NL-001-006,Gỗ óc chó Mỹ dày 20mm #6,m3,5385.46,430.84,376.98,5439.32,67
2,nguyen_lieu_chinh,GO-NL-032-006,Gỗ xoan đào Gia Lai dày 30mm #6,m3,3788.5,303.08,265.2,3826.38,43
2,nguyen_lieu_chinh,GO-NL-022-006,Gỗ hương Lào cỡ lớn #6,m3,6640.63,531.25,464.84,6707.04,80
2,nguyen_lieu_chinh,GO-NL-026-006,Gỗ thông ghép thanh dày 30mm #6,m3,5832.71,466.62,408.29,5891.04,44
2,nguyen_lieu_chinh,GO-NL-033-006,Gỗ xoan đào Gia Lai dày 50mm #6,m3,2910.86,232.87,203.76,2939.97,82
2,nguyen_lieu_chinh,GO-NL-030-006,Gỗ thông ghép thanh cỡ nhỏ #6,m3,406.67,32.53,28.47,410.73,138
2,nguyen_lieu_chinh,GO-NL-021-006,Gỗ hương Lào dày 50mm #6,m3,2904.84,232.39,203.34,2933.89,119
2,nguyen_lieu_chinh,GO-NL-034-006,Gỗ xoan đào Gia Lai cỡ lớn #6,m3,3723.16,297.85,260.62,3760.39,140
2,nguyen_lieu_chinh,GO-NL-004-006,Gỗ óc chó Mỹ cỡ lớn #6,m3,802.93,64.23,56.2,810.96,129
2,nguyen_lieu_chinh,GO-NL-023-006,Gỗ hương Lào cỡ trung #6,m3,4351.77,348.14,304.62,4395.29,23
2,nguyen_lieu_chinh,GO-NL-009-006,Gỗ sồi Nga dày 50mm #6,m3,3338.51,267.08,233.7,3371.89,116
2,nguyen_lieu_chinh,GO-NL-017-006,Gỗ gõ đỏ Nam Phi cỡ trung #6,m3,712.6,57.01,49.88,719.73,71
2,nguyen_lieu_chinh,GO-NL-011-006,Gỗ sồi Nga cỡ trung #6,m3,4985.41,398.83,348.98,5035.26,80
2,nguyen_lieu_chinh,GO-NL-015-006,Gỗ gõ đỏ Nam Phi dày 50mm #6,m3,757.04,60.56,52.99,764.61,5
2,nguyen_lieu_chinh,GO-NL-007-006,Gỗ sồi Nga dày 20mm #6,m3,1386.63,110.93,97.06,1400.5,125
2,nguyen_lieu_chinh,GO-NL-006-006,Gỗ óc chó Mỹ cỡ nhỏ #6,m3,2813.87,225.11,196.97,2842.01,8
2,nguyen_lieu_chinh,GO-NL-031-006,Gỗ xoan đào Gia Lai dày 20mm #6,m3,1126.45,90.12,78.85,1137.72,138
2,nguyen_lieu_chinh,GO-NL-003-006,Gỗ óc chó Mỹ dày 50mm #6,m3,2689.14,215.13,188.24,2716.03,90
2,nguyen_lieu_chinh,GO-NL-014-006,Gỗ gõ đỏ Nam Phi dày 30mm #6,m3,2377.14,190.17,166.4,2400.91,26
2,nguyen_lieu_chinh,GO-NL-028-006,Gỗ thông ghép thanh cỡ lớn #6,m3,2405.56,192.44,168.39,2429.61,18
2,nguyen_lieu_chinh,GO-NL-035-006,Gỗ xoan đào Gia Lai cỡ trung #6,m3,1010.42,80.83,70.73,1020.52,142
2,nguyen_lieu_chinh,GO-NL-016-006,Gỗ gõ đỏ Nam Phi cỡ lớn #6,m3,2769.85,221.59,193.89,2797.55,116
2,nguyen_lieu_chinh,GO-NL-020-006,Gỗ hương Lào dày 30mm #6,m3,1486.72,118.94,104.07,1501.59,72
2,nguyen_lieu_chinh,GO-NL-027-006,Gỗ thông ghép thanh dày 50mm #6,m3,2198.62,175.89,153.9,2220.61,25
2,nguyen_lieu_chinh,GO-NL-012-006,Gỗ sồi Nga cỡ nhỏ #6,m3,962.57,77.01,67.38,972.2,48
2,nguyen_lieu_chinh,GO-NL-019-006,Gỗ hương Lào dày 20mm #6,m3,5858.97,468.72,410.13,5917.56,108
2,nguyen_lieu_chinh,GO-NL-002-006,Gỗ óc chó Mỹ dày 30mm #6,m3,2127.93,170.23,148.96,2149.2,98
2,nguyen_lieu_chinh,GO-NL-025-006,Gỗ thông ghép thanh dày 20mm #6,m3,5445.52,435.64,381.19,5499.97,144
2,nguyen_lieu_chinh,GO-NL-008-006,Gỗ sồi Nga dày 30mm #6,m3,1852.37,148.19,129.67,1870.89,36
2,nguyen_lieu_chinh,GO-NL-024-006,Gỗ hương Lào cỡ nhỏ #6,m3,379.55,30.36,26.57,383.34,42
2,nguyen_lieu_chinh,GO-NL-010-006,Gỗ sồi Nga cỡ lớn #6,m3,2539.72,203.18,177.78,2565.12,96
2,nguyen_lieu_chinh,GO-NL-005-006,Gỗ óc chó Mỹ cỡ trung #6,m3,1445.69,115.66,101.2,1460.15,41
2,nguyen_lieu_chinh,GO-NL-029-006,Gỗ thông ghép thanh cỡ trung #6,m3,501.49,40.12,35.1,506.51,70
2,nguyen_lieu_chinh,GO-NL-013-007,Gỗ gõ đỏ Nam Phi dày 20mm #7,m3,1821.54,145.72,127.51,1839.75,41
2,nguyen_lieu_chinh,GO-NL-018-007,Gỗ gõ đỏ Nam Phi cỡ nhỏ #7,m3,320.71,25.66,22.45,323.92,109
2,nguyen_lieu_chinh,GO-NL-001-007,Gỗ óc chó Mỹ dày 20mm #7,m3,5973.79,477.9,418.16,6033.53,72
2,nguyen_lieu_chinh,GO-NL-032-007,Gỗ xoan đào Gia Lai dày 30mm #7,m3,3227.24,258.18,225.91,3259.51,48
2,nguyen_lieu_chinh,GO-NL-022-007,Gỗ hương Lào cỡ lớn #7,m3,5991.55,479.32,419.41,6051.46,85
2,nguyen_lieu_chinh,GO-NL-026-007,Gỗ thông ghép thanh dày 30mm #7,m3,1562.33,124.99,109.36,1577.96,49
2,nguyen_lieu_chinh,GO-NL-033-007,Gỗ xoan đào Gia Lai dày 50mm #7,m3,1008.09,80.65,70.57,1018.17,87
2,nguyen_lieu_chinh,GO-NL-030-007,Gỗ thông ghép thanh cỡ nhỏ #7,m3,314.25,25.14,22.0,317.39,143
2,nguyen_lieu_chinh,GO-NL-021-007,Gỗ hương Lào dày 50mm #7,m3,2066.69,165.34,144.67,2087.36,124
2,nguyen_lieu_chinh,GO-NL-034-007,Gỗ xoan đào Gia Lai cỡ lớn #7,m3,2526.43,202.11,176.85,2551.69,145
2,nguyen_lieu_chinh,GO-NL-004-007,Gỗ óc chó Mỹ cỡ lớn #7,m3,875.92,70.07,61.31,884.68,119
2,nguyen_lieu_chinh,GO-NL-023-007,Gỗ hương Lào cỡ trung #7,m3,5711.69,456.94,399.82,5768.81,13
2,nguyen_lieu_chinh,GO-NL-009-007,Gỗ sồi Nga dày 50mm #7,m3,3655.75,292.46,255.9,3692.31,106
2,nguyen_lieu_chinh,GO-NL-017-007,Gỗ gõ đỏ Nam Phi cỡ trung #7,m3,1183.7,94.7,82.86,1195.54,61
2,nguyen_lieu_chinh,GO-NL-011-007,Gỗ sồi Nga cỡ trung #7,m3,5397.73,431.82,377.84,5451.71,70
2,nguyen_lieu_chinh,GO-NL-015-007,Gỗ gõ đỏ Nam Phi dày 50mm #7,m3,454.23,36.34,31.8,458.77,8
2,nguyen_lieu_chinh,GO-NL-007-007,Gỗ sồi Nga dày 20mm #7,m3,2535.56,202.84,177.49,2560.91,130
2,nguyen_lieu_chinh,GO-NL-006-007,Gỗ óc chó Mỹ cỡ nhỏ #7,m3,3478.96,278.32,243.53,3513.75,13
2,nguyen_lieu_chinh,GO-NL-031-007,Gỗ xoan đào Gia Lai dày 20mm #7,m3,734.64,58.77,51.43,741.98,143
2,nguyen_lieu_chinh,GO-NL-003-007,Gỗ óc chó Mỹ dày 50mm #7,m3,5109.36,408.75,357.66,5160.45,95
2,nguyen_lieu_chinh,GO-NL-014-007,Gỗ gõ đỏ Nam Phi dày 30mm #7,m3,3486.47,278.92,244.05,3521.34,31
2,nguyen_lieu_chinh,GO-NL-028-007,Gỗ thông ghép thanh cỡ lớn #7,m3,3157.3,252.58,221.01,3188.87,23
2,nguyen_lieu_chinh,GO-NL-035-007,Gỗ xoan đào Gia Lai cỡ trung #7,m3,1743.47,139.48,122.04,1760.91,147
2,nguyen_lieu_chinh,GO-NL-016-007,Gỗ gõ đỏ Nam Phi cỡ lớn #7,m3,3539.25,283.14,247.75,3574.64,121
2,nguyen_lieu_chinh,GO-NL-020-007,Gỗ hương Lào dày 30mm #7,m3,1011.21,80.9,70.78,1021.33,77
2,nguyen_lieu_chinh,GO-NL-027-007,Gỗ thông ghép thanh dày 50mm #7,m3,1177.83,94.23,82.45,1189.61,15
2,nguyen_lieu_chinh,GO-NL-012-007,Gỗ sồi Nga cỡ nhỏ #7,m3,1344.54,107.56,94.12,1357.98,38
2,nguyen_lieu_chinh,GO-NL-019-007,Gỗ hương Lào dày 20mm #7,m3,4980.13,398.41,348.61,5029.93,98
2,nguyen_lieu_chinh,GO-NL-002-007,Gỗ óc chó Mỹ dày 30mm #7,m3,1189.53,95.16,83.27,1201.42,88
2,nguyen_lieu_chinh,GO-NL-025-007,Gỗ thông ghép thanh dày 20mm #7,m3,3527.21,282.18,246.9,3562.49,134
2,nguyen_lieu_chinh,GO-NL-008-007,Gỗ sồi Nga dày 30mm #7,m3,3881.15,310.49,271.68,3919.96,41
2,nguyen_lieu_chinh,GO-NL-024-007,Gỗ hương Lào cỡ nhỏ #7,m3,1394.83,111.59,97.64,1408.78,47
2,nguyen_lieu_chinh,GO-NL-010-007,Gỗ sồi Nga cỡ lớn #7,m3,2738.91,219.11,191.72,2766.3,101
2,nguyen_lieu_chinh,GO-NL-005-007,Gỗ óc chó Mỹ cỡ trung #7,m3,1477.81,118.23,103.45,1492.59,46
2,nguyen_lieu_chinh,GO-NL-029-007,Gỗ thông ghép thanh cỡ trung #7,m3,748.64,59.89,52.4,756.13,75
2,nguyen_lieu_chinh,GO-NL-013-008,Gỗ gõ đỏ Nam Phi dày 20mm #8,m3,2185.85,174.87,153.01,2207.71,46
2,nguyen_lieu_chinh,GO-NL-018-008,Gỗ gõ đỏ Nam Phi cỡ nhỏ #8,m3,684.19,54.73,47.89,691.03,114
2,nguyen_lieu_chinh,GO-NL-001-008,Gỗ óc chó Mỹ dày 20mm #8,m3,2308.05,184.64,161.56,2331.13,77
2,nguyen_lieu_chinh,GO-NL-032-008,Gỗ xoan đào Gia Lai dày 30mm #8,m3,3788.5,303.08,265.2,3826.38,53
2,nguyen_lieu_chinh,GO-NL-022-008,Gỗ hương Lào cỡ lớn #8,m3,2845.98,227.68,199.22,2874.44,90
2,nguyen_lieu_chinh,GO-NL-026-008,Gỗ thông ghép thanh dày 30mm #8,m3,5416.09,433.29,379.13,5470.25,39
2,nguyen_lieu_chinh,GO-NL-033-008,Gỗ xoan đào Gia Lai dày 50mm #8,m3,1323.12,105.85,92.62,1336.35,77
2,nguyen_lieu_chinh,GO-NL-030-008,Gỗ thông ghép thanh cỡ nhỏ #8,m3,203.34,16.27,14.23,205.38,133
2,nguyen_lieu_chinh,GO-NL-021-008,Gỗ hương Lào dày 50mm #8,m3,1584.46,126.76,110.91,1600.31,114
2,nguyen_lieu_chinh,GO-NL-034-008,Gỗ xoan đào Gia Lai cỡ lớn #8,m3,6382.56,510.6,446.78,6446.38,135
2,nguyen_lieu_chinh,GO-NL-004-008,Gỗ óc chó Mỹ cỡ lớn #8,m3,948.91,75.91,66.42,958.4,124
2,nguyen_lieu_chinh,GO-NL-023-008,Gỗ hương Lào cỡ trung #8,m3,1554.2,124.34,108.79,1569.75,18
2,nguyen_lieu_chinh,GO-NL-009-008,Gỗ sồi Nga dày 50mm #8,m3,3595.32,287.63,251.67,3631.28,111
2,nguyen_lieu_chinh,GO-NL-017-008,Gỗ gõ đỏ Nam Phi cỡ trung #8,m3,356.3,28.5,24.94,359.86,66
2,nguyen_lieu_chinh,GO-NL-011-008,Gỗ sồi Nga cỡ trung #8,m3,3917.1,313.37,274.2,3956.27,75
2,nguyen_lieu_chinh,GO-NL-015-008,Gỗ gõ đỏ Nam Phi dày 50mm #8,m3,757.04,60.56,52.99,764.61,13
2,nguyen_lieu_chinh,GO-NL-007-008,Gỗ sồi Nga dày 20mm #8,m3,2495.94,199.68,174.72,2520.9,135
2,nguyen_lieu_chinh,GO-NL-006-008,Gỗ óc chó Mỹ cỡ nhỏ #8,m3,3376.64,270.13,236.36,3410.41,18
2,nguyen_lieu_chinh,GO-NL-031-008,Gỗ xoan đào Gia Lai dày 20mm #8,m3,1220.32,97.63,85.42,1232.53,148
2,nguyen_lieu_chinh,GO-NL-003-008,Gỗ óc chó Mỹ dày 50mm #8,m3,3764.79,301.18,263.54,3802.43,100
2,nguyen_lieu_chinh,GO-NL-014-008,Gỗ gõ đỏ Nam Phi dày 30mm #8,m3,3327.99,266.24,232.96,3361.27,21
2,nguyen_lieu_chinh,GO-NL-028-008,Gỗ thông ghép thanh cỡ lớn #8,m3,5612.98,449.04,392.91,5669.11,13
2,nguyen_lieu_chinh,GO-NL-035-008,Gỗ xoan đào Gia Lai cỡ trung #8,m3,1010.42,80.83,70.73,1020.52,137
2,nguyen_lieu_chinh,GO-NL-016-008,Gỗ gõ đỏ Nam Phi cỡ lớn #8,m3,2982.91,238.63,208.8,3012.74,111
