order_code,factory_name,workshop_name,product_name,qty_target
LSX-TPA-1683,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Tủ tài liệu văn phòng nhiều ngăn TTL,300
LSX-TPA-1684,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế bập bênh thư giãn GBB,300
LSX-TPA-1685,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Tủ quần áo 4 cánh gỗ thông TQA,200
LSX-TPC-1686,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa giường thông minh gấp gọn SFG,500
LSX-TPC-1687,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa bench đệm giả da SFB,500
LSX-TPC-1688,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa bench đệm giả da SFB,100
LSX-TPC-1689,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa giường thông minh gấp gọn SFG,200
LSX-TPB-1690,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế làm việc công thái học GLV,200
LSX-TPB-1691,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế đôn tròn gỗ tự nhiên GDO,100
LSX-TPB-1692,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Kệ trang trí khung sắt đợt gỗ KTT,300
LSX-TPB-1693,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,100
LSX-TPB-1694,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa băng da bò thật Luxury SFB,100
LSX-TPB-1695,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn họp lớn văn phòng BHP,100
LSX-TPA-1696,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa phòng khách gỗ sồi SFK,300
LSX-TPC-1697,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Kệ tivi phòng khách sồi KTV,500
LSX-TPB-1698,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Bàn console trang trí BCN,200
LSX-TPA-1699,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Đôn sofa bọc vải tròn DSF,200
LSX-TPA-1700,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Giá treo quần áo chữ A GTR,500
LSX-TPC-1701,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Tranh canvas treo phòng khách TCV,500
LSX-TPC-1702,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế làm việc công thái học GLV,100
LSX-TPC-1703,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,500
LSX-TPA-1704,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Kệ tivi phòng khách sồi KTV,200
LSX-TPA-1705,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Kệ cắm hoa decor phòng khách KCH,500
LSX-TPB-1706,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Giá treo quần áo chữ A GTR,300
LSX-TPA-1707,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế lười hạt xốp cao cấp GLH,300
LSX-TPB-1708,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa băng da bò thật Luxury SFB,500
LSX-TPC-1709,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa bench đệm giả da SFB,200
LSX-TPC-1710,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa phòng khách gỗ sồi SFK,100
LSX-TPB-1711,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế bập bênh thư giãn GBB,500
LSX-TPB-1712,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Kệ treo tường lục giác gỗ KTG,100
LSX-TPB-1713,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa góc nỉ Cozy L-Shape SFG,300
LSX-TPC-1714,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn trà Nhật bệt gỗ xoan BTN,500
LSX-TPC-1715,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn họp lớn văn phòng BHP,300
LSX-TPA-1716,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ bếp gỗ công nghiệp cao cấp TBP,100
LSX-TPB-1717,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa tình yêu da bóng SFY,500
LSX-TPC-1718,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Kệ treo tường lục giác gỗ KTG,300
LSX-TPA-1719,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn họp lớn văn phòng BHP,300
LSX-TPB-1720,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ sách đứng gỗ cao su KSD,100
LSX-TPC-1721,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Kệ trang trí khung sắt đợt gỗ KTT,500
LSX-TPC-1722,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế bập bênh thư giãn GBB,100
LSX-TPC-1723,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế ăn Windsor cổ điển GWD,500
LSX-TPC-1724,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn ăn gỗ sồi Mỹ ACVD,200
LSX-TPC-1725,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn làm việc thông minh ATLA,200
LSX-TPB-1726,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa nỉ văng tân cổ điển SFN,100
LSX-TPB-1727,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế làm việc công thái học GLV,200
LSX-TPA-1728,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn họp lớn văn phòng BHP,300
LSX-TPA-1729,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPC-1730,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Giá treo quần áo chữ A GTR,100
LSX-TPC-1731,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Kệ sách đứng gỗ cao su KSD,100
LSX-TPB-1732,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Hộp đựng khăn giấy gỗ óc chó HAK,300
LSX-TPB-1733,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,500
LSX-TPA-1734,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Giá treo quần áo chữ A GTR,200
LSX-TPC-1735,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Đèn đứng đọc sách vintage DDS,500
LSX-TPB-1736,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa băng da bò thật Luxury SFB,100
LSX-TPC-1737,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa bench đệm giả da SFB,300
LSX-TPA-1738,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn ăn gỗ sồi Mỹ ACVD,200
LSX-TPC-1739,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Giá treo quần áo chữ A GTR,300
LSX-TPA-1740,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Đèn đứng đọc sách vintage DDS,200
LSX-TPB-1741,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa nỉ văng tân cổ điển SFN,200
LSX-TPB-1742,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế xoay văn phòng có tựa GXV,200
LSX-TPB-1743,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa phòng khách gỗ sồi SFK,100
LSX-TPC-1744,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Giá treo quần áo chữ A GTR,100
LSX-TPC-1745,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Kệ treo tường lục giác gỗ KTG,300
LSX-TPB-1746,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Thảm lót sàn dệt tay họa tiết TLS,500
LSX-TPC-1747,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Gương soi toàn thân viền gỗ GST,300
LSX-TPC-1748,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Tranh canvas treo phòng khách TCV,200
LSX-TPB-1749,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn trang điểm gương led BTD,300
LSX-TPB-1750,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Tủ rượu âm tường gỗ mun TRA,500
LSX-TPA-1751,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Đồng hồ gỗ treo tường nghệ thuật DHG,200
LSX-TPA-1752,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn làm việc thông minh ATLA,300
LSX-TPA-1753,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế băng dài phòng chờ GBD,100
LSX-TPC-1754,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế bập bênh thư giãn GBB,300
LSX-TPB-1755,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn họp lớn văn phòng BHP,100
LSX-TPA-1756,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn họp lớn văn phòng BHP,200
LSX-TPA-1757,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn console trang trí BCN,200
LSX-TPA-1758,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Bàn họp lớn văn phòng BHP,100
LSX-TPB-1759,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế đôn tròn gỗ tự nhiên GDO,300
LSX-TPA-1760,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Khay gỗ đựng trà bánh đa năng KHG,300
LSX-TPB-1761,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Hộp đựng khăn giấy gỗ óc chó HAK,500
LSX-TPB-1762,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn trà sồi chân sắt FOLD,300
LSX-TPA-1763,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa giường thông minh gấp gọn SFG,200
LSX-TPB-1764,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa phòng khách gỗ sồi SFK,100
LSX-TPA-1765,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế tựa lưng cong Luxury GLC,300
LSX-TPB-1766,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Thảm lót sàn dệt tay họa tiết TLS,100
LSX-TPB-1767,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa giường thông minh gấp gọn SFG,300
LSX-TPC-1768,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,200
LSX-TPA-1769,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa góc nỉ Cozy L-Shape SFG,100
LSX-TPB-1770,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Kệ trang trí khung sắt đợt gỗ KTT,200
LSX-TPC-1771,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn cafe gỗ thông pallet BCF,200
LSX-TPC-1772,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn cafe gỗ thông pallet BCF,100
LSX-TPB-1773,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa băng da bò thật Luxury SFB,300
LSX-TPB-1774,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Kệ sách đứng gỗ cao su KSD,200
LSX-TPB-1775,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Kệ tivi phòng khách sồi KTV,500
LSX-TPA-1776,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Thảm lót sàn dệt tay họa tiết TLS,200
LSX-TPC-1777,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Đèn đứng đọc sách vintage DDS,500
LSX-TPA-1778,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Ghế ăn mộc gỗ cao su GAC,300
LSX-TPC-1779,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa phòng khách gỗ sồi SFK,500
LSX-TPC-1780,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn trang điểm gương led BTD,300
LSX-TPC-1781,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa bench đệm giả da SFB,200
LSX-TPA-1782,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Kệ cắm hoa decor phòng khách KCH,500
LSX-TPB-1783,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế xoay văn phòng có tựa GXV,100
LSX-TPA-1784,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Gương soi toàn thân viền gỗ GST,500
LSX-TPA-1785,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ bếp gỗ công nghiệp cao cấp TBP,500
LSX-TPC-1786,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Ghế bar chân sắt đệm gỗ GBR,200
LSX-TPA-1787,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế tựa lưng cong Luxury GLC,100
LSX-TPA-1788,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa băng da bò thật Luxury SFB,500
LSX-TPB-1789,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Đôn sofa bọc vải tròn DSF,300
LSX-TPA-1790,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tranh canvas treo phòng khách TCV,500
LSX-TPC-1791,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa bench đệm giả da SFB,200
LSX-TPA-1792,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế xếp gọn dã ngoại GXP,500
LSX-TPC-1793,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế làm việc công thái học GLV,100
LSX-TPC-1794,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn trà sồi chân sắt FOLD,300
LSX-TPC-1795,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Ghế làm việc công thái học GLV,300
LSX-TPB-1796,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa đơn bọc vải nhung SFD,100
LSX-TPB-1797,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Đồng hồ gỗ treo tường nghệ thuật DHG,100
LSX-TPA-1798,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế ăn mộc gỗ cao su GAC,500
LSX-TPB-1799,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn trà sồi chân sắt FOLD,100
LSX-TPB-1800,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa đơn bọc vải nhung SFD,500
LSX-TPB-1801,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Sofa bench đệm giả da SFB,500
LSX-TPB-1802,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Tủ bếp gỗ công nghiệp cao cấp TBP,200
LSX-TPC-1803,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa giường thông minh gấp gọn SFG,300
LSX-TPC-1804,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Giá treo quần áo chữ A GTR,100
LSX-TPC-1805,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,500
LSX-TPA-1806,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Đèn ngủ thân gỗ đế tròn DNG,100
LSX-TPC-1807,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Tủ quần áo 4 cánh gỗ thông TQA,300
LSX-TPB-1808,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Sofa nỉ văng tân cổ điển SFN,300
LSX-TPA-1809,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn trà sồi chân sắt FOLD,100
LSX-TPA-1810,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa tình yêu da bóng SFY,200
LSX-TPA-1811,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ giày thông minh 3 tầng TG,100
LSX-TPB-1812,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn console trang trí BCN,500
LSX-TPC-1813,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế băng dài phòng chờ GBD,500
LSX-TPA-1814,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Ghế bập bênh thư giãn GBB,200
LSX-TPB-1815,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa đơn bọc vải nhung SFD,100
LSX-TPC-1816,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế đôn tròn gỗ tự nhiên GDO,100
LSX-TPA-1817,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Sofa nỉ văng tân cổ điển SFN,200
LSX-TPC-1818,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế bập bênh thư giãn GBB,100
LSX-TPC-1819,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế tựa lưng cong Luxury GLC,500
LSX-TPB-1820,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa giường thông minh gấp gọn SFG,100
LSX-TPA-1821,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế xếp gọn dã ngoại GXP,100
LSX-TPC-1822,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Sofa bench đệm giả da SFB,200
LSX-TPA-1823,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn học sinh chống gù BHS,100
LSX-TPA-1824,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Kệ cắm hoa decor phòng khách KCH,100
LSX-TPB-1825,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Sofa bench đệm giả da SFB,300
LSX-TPB-1826,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tủ rượu âm tường gỗ mun TRA,300
LSX-TPC-1827,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Kệ trang trí khung sắt đợt gỗ KTT,500
LSX-TPC-1828,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn làm việc thông minh ATLA,200
LSX-TPB-1829,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Gương soi toàn thân viền gỗ GST,300
LSX-TPB-1830,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Bàn ăn tròn xoay Mộc Gia,100
LSX-TPA-1831,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Sofa tình yêu da bóng SFY,200
LSX-TPA-1832,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Tủ bếp gỗ công nghiệp cao cấp TBP,100
LSX-TPB-1833,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đồng hồ gỗ treo tường nghệ thuật DHG,300
LSX-TPB-1834,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Đồng hồ gỗ treo tường nghệ thuật DHG,500
LSX-TPB-1835,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Đồng hồ gỗ treo tường nghệ thuật DHG,500
LSX-TPB-1836,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Ghế bập bênh thư giãn GBB,500
LSX-TPA-1837,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Ghế đôn tròn gỗ tự nhiên GDO,500
LSX-TPC-1838,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Kệ cắm hoa decor phòng khách KCH,100
LSX-TPA-1839,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Kệ sách đứng gỗ cao su KSD,200
LSX-TPC-1840,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Tủ bếp gỗ công nghiệp cao cấp TBP,500
LSX-TPB-1841,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa góc nỉ Cozy L-Shape SFG,300
LSX-TPC-1842,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa nỉ văng tân cổ điển SFN,100
LSX-TPB-1843,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Khay gỗ đựng trà bánh đa năng KHG,300
LSX-TPC-1844,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Đồng hồ gỗ treo tường nghệ thuật DHG,500
LSX-TPB-1845,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế làm việc công thái học GLV,500
LSX-TPA-1846,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa đơn bọc vải nhung SFD,100
LSX-TPB-1847,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế lười hạt xốp cao cấp GLH,100
LSX-TPC-1848,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Bàn console trang trí BCN,300
LSX-TPC-1849,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế xoay văn phòng có tựa GXV,300
LSX-TPA-1850,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Sofa góc nỉ Cozy L-Shape SFG,500
LSX-TPC-1851,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 2,Ghế băng dài phòng chờ GBD,500
LSX-TPA-1852,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Bàn ăn tròn xoay Mộc Gia,200
LSX-TPA-1853,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Sofa phòng khách gỗ sồi SFK,200
LSX-TPB-1854,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Kệ tivi phòng khách sồi KTV,200
LSX-TPA-1855,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Kệ trang trí khung sắt đợt gỗ KTT,100
LSX-TPA-1856,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Tủ tài liệu văn phòng nhiều ngăn TTL,200
LSX-TPA-1857,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn học sinh chống gù BHS,200
LSX-TPC-1858,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Ghế tựa lưng cong Luxury GLC,200
LSX-TPC-1859,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn trà Nhật bệt gỗ xoan BTN,500
LSX-TPA-1860,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn trà sồi chân sắt FOLD,100
LSX-TPA-1861,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn họp lớn văn phòng BHP,500
LSX-TPA-1862,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Giá treo quần áo chữ A GTR,300
LSX-TPB-1863,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Ghế đôn tròn gỗ tự nhiên GDO,300
LSX-TPC-1864,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Đèn đứng đọc sách vintage DDS,500
LSX-TPC-1865,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 1,Khay gỗ đựng trà bánh đa năng KHG,200
LSX-TPC-1866,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn trà sồi chân sắt FOLD,200
LSX-TPA-1867,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn console trang trí BCN,500
LSX-TPC-1868,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Tủ tài liệu văn phòng nhiều ngăn TTL,100
LSX-TPB-1869,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Bàn làm việc thông minh ATLA,200
LSX-TPB-1870,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Bàn làm việc thông minh ATLA,500
LSX-TPC-1871,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Tủ bếp gỗ công nghiệp cao cấp TBP,200
LSX-TPC-1872,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Sofa nỉ văng tân cổ điển SFN,200
LSX-TPA-1873,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế làm việc công thái học GLV,300
LSX-TPC-1874,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Sofa giường thông minh gấp gọn SFG,500
LSX-TPA-1875,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Ghế ăn mộc gỗ cao su GAC,200
LSX-TPC-1876,Nhà máy NHÀ MÁY THÀNH PHẨM A,Phân xưởng 3,Bàn ăn gỗ sồi Mỹ ACVD,500
LSX-TPC-1877,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 3,Sofa góc nỉ Cozy L-Shape SFG,100
LSX-TPC-1878,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 1,Ghế bập bênh thư giãn GBB,100
LSX-TPC-1879,Nhà máy NHÀ MÁY CHẾ BIẾN B,Phân xưởng 2,Tranh canvas treo phòng khách TCV,200
LSX-TPB-1880,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Bàn họp lớn văn phòng BHP,300
LSX-TPC-1881,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 1,Đồng hồ gỗ treo tường nghệ thuật DHG,500
LSX-TPB-1882,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 3,Sofa giường thông minh gấp gọn SFG,300
LSX-TPC-1883,Nhà máy NHÀ MÁY GIA CÔNG C,Phân xưởng 2,Giá treo quần áo chữ A GTR,300
