log_id,order_code,date,stage_name,qty_actual,defect_qty,hours_run
LOG-004045,LSX-TPC-1715,2026-02-21,Cắt phôi C,296,0,9.1
LOG-004072,LSX-TPA-1719,2026-02-21,Đóng gói B,303,1,6.8
LOG-004077,LSX-TPB-1720,2026-02-21,Sơn phủ A,97,1,6.7
LOG-004086,LSX-TPC-1722,2026-02-21,Chà nhám B,101,2,9.6
LOG-004102,LSX-TPC-1724,2026-02-21,Đóng gói A,202,3,8.9
LOG-004107,LSX-TPC-1725,2026-02-21,Lắp phụ kiện B,190,3,8.3
LOG-004124,LSX-TPA-1728,2026-02-21,Sơn B,305,4,7.7
LOG-004141,LSX-TPC-1731,2026-02-21,Lắp ráp B,99,0,6.2
LOG-004164,LSX-TPC-1735,2026-02-21,Lắp ráp B,504,1,7.5
LOG-004168,LSX-TPB-1736,2026-02-21,Cắt phôi B,98,0,8.5
LOG-004175,LSX-TPC-1737,2026-02-21,Lắp ráp C,304,5,10.0
LOG-004218,LSX-TPC-1745,2026-02-21,Lắp ráp C,290,1,6.3
LOG-004238,LSX-TPC-1748,2026-02-21,Sơn phủ A,207,0,8.4
LOG-004295,LSX-TPA-1758,2026-02-21,Lắp ráp B,99,2,9.9
LOG-004328,LSX-TPB-1764,2026-02-21,Lắp ráp B,102,2,7.6
LOG-004336,LSX-TPA-1765,2026-02-21,Đóng gói C,285,6,6.9
LOG-004341,LSX-TPB-1766,2026-02-21,Sơn phủ A,95,0,9.3
LOG-004356,LSX-TPA-1769,2026-02-21,Chà nhám B,101,1,6.7
LOG-004398,LSX-TPA-1776,2026-02-21,Đóng gói C,196,3,8.2
LOG-004401,LSX-TPC-1777,2026-02-21,Lắp ráp B,503,15,6.4
LOG-004405,LSX-TPA-1778,2026-02-21,Cắt phôi C,303,7,9.0
LOG-004415,LSX-TPC-1780,2026-02-21,Cắt phôi A,303,0,6.6
LOG-004435,LSX-TPB-1783,2026-02-21,Lắp ráp A,104,0,8.9
LOG-004440,LSX-TPA-1784,2026-02-21,Chà nhám B,499,11,6.1
LOG-004455,LSX-TPC-1786,2026-02-21,Sơn phủ A,204,0,6.5
LOG-004495,LSX-TPC-1793,2026-02-21,Sơn B,95,0,9.6
LOG-004505,LSX-TPC-1795,2026-02-21,Chà nhám A,286,1,8.7
LOG-004513,LSX-TPB-1796,2026-02-21,Sơn phủ C,98,2,6.8
LOG-004530,LSX-TPB-1799,2026-02-21,Sơn B,103,2,7.8
LOG-004556,LSX-TPC-1804,2026-02-21,Cắt phôi C,104,2,7.4
LOG-004598,LSX-TPA-1811,2026-02-21,Đóng gói C,102,0,9.5
LOG-004651,LSX-TPA-1821,2026-02-21,Cắt phôi A,95,0,7.5
LOG-004668,LSX-TPA-1823,2026-02-21,Đóng gói A,103,0,8.3
LOG-004675,LSX-TPB-1825,2026-02-21,Lắp ráp C,299,4,8.9
LOG-004685,LSX-TPC-1827,2026-02-21,Cắt phôi A,494,7,7.7
LOG-002396,LSX-TPC-1425,2026-02-22,Cắt phôi B,202,3,7.6
LOG-002402,LSX-TPC-1426,2026-02-22,Cắt phôi C,479,0,8.5
LOG-002434,LSX-TPC-1432,2026-02-22,Cắt phôi A,296,8,8.7
LOG-002440,LSX-TPC-1433,2026-02-22,Cắt phôi B,209,5,9.3
LOG-002448,LSX-TPB-1434,2026-02-22,Sơn lót C,501,7,6.6
LOG-002476,LSX-TPC-1439,2026-02-22,Sơn lót A,296,7,7.1
LOG-002504,LSX-TPA-1444,2026-02-22,Sơn lót C,518,7,8.4
LOG-002521,LSX-TPB-1447,2026-02-22,Lắp ráp A,509,10,6.2
LOG-002526,LSX-TPA-1448,2026-02-22,Chà nhám B,310,0,7.8
LOG-002544,LSX-TPA-1451,2026-02-22,Chà nhám A,311,4,9.0
LOG-002577,LSX-TPC-1456,2026-02-22,Đóng gói A,196,5,7.5
LOG-002612,LSX-TPA-1463,2026-02-22,Sơn lót C,97,0,7.7
LOG-002616,LSX-TPA-1464,2026-02-22,Lắp ráp C,201,0,9.0
LOG-002652,LSX-TPA-1471,2026-02-22,Cắt phôi C,196,4,9.4
LOG-002660,LSX-TPB-1472,2026-02-22,Sơn B,521,6,9.1
LOG-002674,LSX-TPC-1474,2026-02-22,Đóng gói A,95,0,9.5
LOG-002705,LSX-TPB-1480,2026-02-22,Cắt phôi A,203,3,9.6
LOG-002723,LSX-TPA-1483,2026-02-22,Lắp ráp C,517,5,7.6
LOG-002727,LSX-TPB-1484,2026-02-22,Cắt phôi A,298,0,6.4
LOG-002742,LSX-TPB-1486,2026-02-22,Sơn phủ A,285,8,7.6
LOG-002747,LSX-TPB-1487,2026-02-22,Sơn phủ C,523,1,7.2
LOG-002775,LSX-TPA-1492,2026-02-22,Sơn B,286,2,7.6
LOG-002783,LSX-TPC-1493,2026-02-22,Đóng gói B,510,13,6.3
LOG-002785,LSX-TPA-1494,2026-02-22,Chà nhám B,199,4,6.6
LOG-002793,LSX-TPB-1495,2026-02-22,Sơn lót A,97,0,7.9
LOG-002848,LSX-TPA-1504,2026-02-22,Sơn phủ A,292,0,7.8
LOG-002858,LSX-TPB-1506,2026-02-22,Lắp ráp B,101,1,6.2
LOG-002862,LSX-TPA-1507,2026-02-22,Cắt phôi C,300,3,6.5
LOG-002904,LSX-TPB-1514,2026-02-22,Lắp phụ kiện B,298,1,6.8
LOG-002915,LSX-TPB-1516,2026-02-22,Sơn phủ A,314,1,9.1
LOG-002925,LSX-TPC-1518,2026-02-22,Sơn lót A,311,6,7.1
LOG-002961,LSX-TPA-1524,2026-02-22,Sơn phủ C,510,8,6.2
LOG-002995,LSX-TPC-1530,2026-02-22,Lắp ráp A,197,5,6.7
LOG-003000,LSX-TPB-1531,2026-02-22,Lắp ráp C,302,5,8.3
LOG-003008,LSX-TPA-1532,2026-02-22,Đóng gói C,103,0,8.2
LOG-003013,LSX-TPA-1533,2026-02-22,Lắp phụ kiện B,103,0,6.6
LOG-003041,LSX-TPA-1538,2026-02-22,Sơn B,308,7,8.9
LOG-003046,LSX-TPA-1539,2026-02-22,Sơn lót C,197,3,9.6
LOG-003086,LSX-TPA-1546,2026-02-22,Lắp ráp A,306,6,8.8
LOG-003096,LSX-TPC-1548,2026-02-22,Cắt phôi B,96,0,6.7
LOG-003107,LSX-TPB-1550,2026-02-22,Cắt phôi A,205,1,8.0
LOG-003131,LSX-TPB-1554,2026-02-22,Chà nhám B,103,0,9.8
LOG-003140,LSX-TPA-1555,2026-02-22,Lắp phụ kiện B,524,13,7.4
LOG-003218,LSX-TPA-1568,2026-02-22,Đóng gói A,479,3,8.6
LOG-003221,LSX-TPC-1569,2026-02-22,Lắp ráp B,102,1,6.8
LOG-003233,LSX-TPA-1571,2026-02-22,Lắp ráp A,512,6,8.8
LOG-003246,LSX-TPB-1573,2026-02-22,Đóng gói C,299,1,8.8
LOG-003284,LSX-TPC-1580,2026-02-22,Chà nhám B,104,2,7.7
LOG-003310,LSX-TPC-1585,2026-02-22,Chà nhám A,500,0,9.4
LOG-003400,LSX-TPA-1601,2026-02-22,Sơn lót C,512,3,8.7
LOG-003408,LSX-TPC-1602,2026-02-22,Đóng gói B,296,8,8.3
LOG-003426,LSX-TPB-1605,2026-02-22,Đóng gói A,482,9,6.7
LOG-003459,LSX-TPB-1611,2026-02-22,Sơn lót C,289,2,7.4
LOG-003466,LSX-TPA-1612,2026-02-22,Lắp phụ kiện B,512,3,8.2
LOG-003471,LSX-TPA-1613,2026-02-22,Sơn phủ C,290,4,7.1
LOG-003479,LSX-TPB-1615,2026-02-22,Cắt phôi B,206,0,9.3
LOG-003488,LSX-TPA-1616,2026-02-22,Sơn phủ C,480,13,6.6
LOG-003553,LSX-TPB-1628,2026-02-22,Lắp ráp C,97,2,9.9
LOG-003577,LSX-TPB-1632,2026-02-22,Sơn lót C,97,0,7.9
LOG-003591,LSX-TPC-1634,2026-02-22,Đóng gói B,496,13,8.2
LOG-003644,LSX-TPA-1644,2026-02-22,Lắp ráp B,301,0,7.0
LOG-003650,LSX-TPC-1645,2026-02-22,Lắp ráp A,496,2,9.2
LOG-003696,LSX-TPC-1653,2026-02-22,Sơn lót C,290,3,8.0
LOG-003796,LSX-TPC-1671,2026-02-22,Cắt phôi C,208,0,6.6
LOG-003895,LSX-TPC-1688,2026-02-22,Lắp phụ kiện B,104,1,9.7
LOG-003962,LSX-TPA-1700,2026-02-22,Lắp ráp B,520,1,8.1
LOG-003983,LSX-TPA-1704,2026-02-22,Cắt phôi B,201,0,7.0
LOG-004004,LSX-TPA-1707,2026-02-22,Lắp phụ kiện B,291,4,6.3
LOG-004064,LSX-TPC-1718,2026-02-22,Sơn B,312,8,6.8
LOG-004083,LSX-TPC-1721,2026-02-22,Lắp phụ kiện B,478,10,9.2
LOG-004120,LSX-TPB-1727,2026-02-22,Đóng gói B,204,3,7.3
LOG-004147,LSX-TPB-1732,2026-02-22,Lắp ráp B,307,7,8.9
LOG-004201,LSX-TPB-1742,2026-02-22,Cắt phôi C,200,0,9.4
LOG-004207,LSX-TPB-1743,2026-02-22,Lắp ráp C,103,1,9.5
LOG-004215,LSX-TPC-1744,2026-02-22,Lắp phụ kiện B,102,1,7.9
LOG-004241,LSX-TPB-1749,2026-02-22,Lắp ráp C,288,4,6.1
LOG-004250,LSX-TPB-1750,2026-02-22,Đóng gói B,480,10,6.5
LOG-004253,LSX-TPA-1751,2026-02-22,Lắp ráp A,199,4,9.5
LOG-004263,LSX-TPA-1753,2026-02-22,Cắt phôi B,97,0,8.7
LOG-004304,LSX-TPA-1760,2026-02-22,Cắt phôi C,298,4,6.6
LOG-004312,LSX-TPB-1761,2026-02-22,Sơn B,488,3,8.5
LOG-004423,LSX-TPC-1781,2026-02-22,Lắp ráp A,192,2,8.7
LOG-004476,LSX-TPA-1790,2026-02-22,Chà nhám A,514,1,6.6
LOG-004536,LSX-TPB-1800,2026-02-22,Sơn phủ C,511,13,9.3
LOG-004573,LSX-TPC-1807,2026-02-22,Lắp ráp C,286,3,7.0
LOG-004586,LSX-TPA-1809,2026-02-22,Sơn B,101,1,8.5
LOG-004605,LSX-TPC-1813,2026-02-22,Cắt phôi C,492,0,7.8
LOG-004615,LSX-TPB-1815,2026-02-22,Cắt phôi A,98,2,8.9
LOG-004629,LSX-TPA-1817,2026-02-22,Lắp ráp B,199,5,8.6
LOG-004636,LSX-TPC-1818,2026-02-22,Sơn lót A,100,1,8.1
LOG-002409,LSX-TPC-1427,2026-02-23,Sơn lót C,101,2,8.9
LOG-002535,LSX-TPB-1449,2026-02-23,Lắp phụ kiện B,198,4,6.8
LOG-002571,LSX-TPA-1455,2026-02-23,Đóng gói C,512,1,6.7
LOG-002591,LSX-TPB-1459,2026-02-23,Lắp ráp C,201,4,6.5
LOG-002596,LSX-TPC-1460,2026-02-23,Lắp ráp C,207,5,8.0
LOG-002609,LSX-TPA-1462,2026-02-23,Đóng gói C,95,2,7.4
LOG-002623,LSX-TPA-1465,2026-02-23,Sơn phủ C,203,0,9.6
LOG-002677,LSX-TPB-1475,2026-02-23,Lắp ráp A,102,1,8.9
LOG-002693,LSX-TPA-1478,2026-02-23,Cắt phôi A,193,3,9.7
LOG-002701,LSX-TPC-1479,2026-02-23,Lắp ráp A,291,2,7.5
LOG-002812,LSX-TPB-1498,2026-02-23,Sơn phủ A,286,5,8.2
LOG-002814,LSX-TPA-1499,2026-02-23,Cắt phôi B,308,7,8.4
LOG-002839,LSX-TPB-1503,2026-02-23,Chà nhám A,301,6,9.0
LOG-002971,LSX-TPB-1526,2026-02-23,Lắp ráp B,201,2,6.2
LOG-003017,LSX-TPB-1534,2026-02-23,Lắp ráp B,308,1,8.9
LOG-003058,LSX-TPC-1541,2026-02-23,Sơn lót A,478,4,9.7
LOG-003065,LSX-TPB-1542,2026-02-23,Sơn phủ A,190,4,9.7
LOG-003069,LSX-TPA-1543,2026-02-23,Lắp ráp B,95,0,9.9
LOG-003093,LSX-TPA-1547,2026-02-23,Sơn B,309,3,8.1
LOG-003125,LSX-TPB-1553,2026-02-23,Chà nhám B,483,5,7.5
LOG-003146,LSX-TPA-1556,2026-02-23,Lắp phụ kiện B,95,1,8.9
LOG-003153,LSX-TPA-1557,2026-02-23,Đóng gói B,297,5,6.4
LOG-003196,LSX-TPA-1565,2026-02-23,Chà nhám A,516,7,8.4
LOG-003321,LSX-TPB-1587,2026-02-23,Cắt phôi C,203,4,8.3
LOG-003339,LSX-TPC-1590,2026-02-23,Chà nhám A,205,0,7.8
LOG-003369,LSX-TPC-1595,2026-02-23,Lắp phụ kiện B,506,0,7.7
LOG-003375,LSX-TPB-1596,2026-02-23,Đóng gói C,196,3,7.6
LOG-003383,LSX-TPB-1598,2026-02-23,Chà nhám B,488,5,7.1
LOG-003419,LSX-TPB-1604,2026-02-23,Sơn phủ A,503,4,9.6
LOG-003428,LSX-TPA-1606,2026-02-23,Chà nhám B,96,1,8.4
LOG-003439,LSX-TPA-1608,2026-02-23,Cắt phôi A,522,11,6.9
LOG-003454,LSX-TPB-1610,2026-02-23,Sơn B,197,1,8.8
LOG-003506,LSX-TPC-1620,2026-02-23,Cắt phôi A,208,5,6.9
LOG-003522,LSX-TPA-1622,2026-02-23,Đóng gói C,487,7,6.0
LOG-003527,LSX-TPA-1623,2026-02-23,Lắp phụ kiện B,100,2,7.4
LOG-003534,LSX-TPB-1624,2026-02-23,Đóng gói A,287,4,6.0
LOG-003560,LSX-TPC-1629,2026-02-23,Sơn lót A,95,2,6.9
LOG-003581,LSX-TPB-1633,2026-02-23,Chà nhám A,195,1,7.8
LOG-003592,LSX-TPA-1635,2026-02-23,Cắt phôi C,206,2,7.5
LOG-003599,LSX-TPB-1636,2026-02-23,Sơn lót C,313,7,8.1
LOG-003639,LSX-TPB-1643,2026-02-23,Sơn lót A,102,3,6.5
LOG-003827,LSX-TPA-1676,2026-02-23,Sơn phủ C,196,3,8.4
LOG-003831,LSX-TPB-1677,2026-02-23,Lắp ráp B,494,5,8.5
LOG-003838,LSX-TPB-1678,2026-02-23,Sơn phủ C,300,2,9.8
LOG-003861,LSX-TPB-1682,2026-02-23,Sơn B,292,1,7.4
LOG-003867,LSX-TPA-1683,2026-02-23,Sơn lót A,290,6,9.7
LOG-003888,LSX-TPC-1687,2026-02-23,Sơn lót C,501,6,6.1
LOG-003914,LSX-TPB-1691,2026-02-23,Đóng gói B,104,1,8.1
LOG-003936,LSX-TPB-1695,2026-02-23,Đóng gói C,96,0,6.5
LOG-003956,LSX-TPA-1699,2026-02-23,Lắp ráp B,209,1,9.1
LOG-003993,LSX-TPA-1705,2026-02-23,Đóng gói C,500,2,9.8
LOG-003994,LSX-TPB-1706,2026-02-23,Cắt phôi B,307,8,9.8
LOG-004014,LSX-TPC-1709,2026-02-23,Lắp ráp A,200,1,8.8
LOG-004038,LSX-TPB-1713,2026-02-23,Sơn phủ A,303,0,8.6
LOG-004046,LSX-TPC-1715,2026-02-23,Lắp ráp C,285,3,7.2
LOG-004078,LSX-TPB-1720,2026-02-23,Đóng gói A,96,0,8.5
LOG-004087,LSX-TPC-1722,2026-02-23,Lắp ráp B,102,2,8.2
LOG-004108,LSX-TPC-1725,2026-02-23,Đóng gói B,203,3,9.8
LOG-004125,LSX-TPA-1728,2026-02-23,Lắp phụ kiện B,305,3,9.6
LOG-004142,LSX-TPC-1731,2026-02-23,Sơn B,101,1,6.2
LOG-004165,LSX-TPC-1735,2026-02-23,Sơn B,477,4,7.5
LOG-004169,LSX-TPB-1736,2026-02-23,Chà nhám B,99,0,9.8
LOG-004176,LSX-TPC-1737,2026-02-23,Sơn lót C,298,3,9.7
LOG-004219,LSX-TPC-1745,2026-02-23,Sơn lót C,309,2,6.8
LOG-004239,LSX-TPC-1748,2026-02-23,Đóng gói A,200,3,9.1
LOG-004296,LSX-TPA-1758,2026-02-23,Sơn B,101,2,6.4
LOG-004320,LSX-TPA-1763,2026-02-23,Cắt phôi B,202,2,8.1
LOG-004329,LSX-TPB-1764,2026-02-23,Sơn B,102,0,10.0
LOG-004342,LSX-TPB-1766,2026-02-23,Đóng gói A,101,0,7.1
LOG-004343,LSX-TPB-1767,2026-02-23,Cắt phôi A,300,6,8.9
LOG-004349,LSX-TPC-1768,2026-02-23,Cắt phôi A,191,3,7.8
LOG-004357,LSX-TPA-1769,2026-02-23,Lắp ráp B,99,1,8.0
LOG-004402,LSX-TPC-1777,2026-02-23,Sơn B,509,6,8.4
LOG-004406,LSX-TPA-1778,2026-02-23,Lắp ráp C,309,5,8.3
LOG-004416,LSX-TPC-1780,2026-02-23,Chà nhám A,306,0,9.1
LOG-004436,LSX-TPB-1783,2026-02-23,Sơn lót A,100,2,9.4
LOG-004441,LSX-TPA-1784,2026-02-23,Lắp ráp B,513,12,8.3
LOG-004456,LSX-TPC-1786,2026-02-23,Đóng gói A,209,5,7.5
LOG-004496,LSX-TPC-1793,2026-02-23,Lắp phụ kiện B,103,1,9.6
LOG-004506,LSX-TPC-1795,2026-02-23,Lắp ráp A,312,8,8.8
LOG-004514,LSX-TPB-1796,2026-02-23,Đóng gói C,100,0,7.7
LOG-004531,LSX-TPB-1799,2026-02-23,Lắp phụ kiện B,98,1,9.1
LOG-004557,LSX-TPC-1804,2026-02-23,Lắp ráp C,101,0,8.4
LOG-004652,LSX-TPA-1821,2026-02-23,Chà nhám A,98,0,9.3
LOG-004676,LSX-TPB-1825,2026-02-23,Sơn lót C,299,4,9.4
LOG-004686,LSX-TPC-1827,2026-02-23,Chà nhám A,482,14,9.6
LOG-002397,LSX-TPC-1425,2026-02-24,Chà nhám B,194,1,8.3
LOG-002403,LSX-TPC-1426,2026-02-24,Lắp ráp C,521,2,9.7
LOG-002435,LSX-TPC-1432,2026-02-24,Chà nhám A,290,1,6.4
LOG-002441,LSX-TPC-1433,2026-02-24,Chà nhám B,195,1,6.6
LOG-002449,LSX-TPB-1434,2026-02-24,Sơn phủ C,477,13,8.2
LOG-002477,LSX-TPC-1439,2026-02-24,Sơn phủ A,300,8,9.2
LOG-002505,LSX-TPA-1444,2026-02-24,Sơn phủ C,482,9,8.2
LOG-002507,LSX-TPA-1445,2026-02-24,Cắt phôi B,312,5,8.1
LOG-002522,LSX-TPB-1447,2026-02-24,Sơn lót A,504,13,9.8
LOG-002527,LSX-TPA-1448,2026-02-24,Lắp ráp B,290,1,6.2
LOG-002545,LSX-TPA-1451,2026-02-24,Lắp ráp A,301,7,9.2
LOG-002613,LSX-TPA-1463,2026-02-24,Sơn phủ C,103,0,8.9
LOG-002617,LSX-TPA-1464,2026-02-24,Sơn lót C,194,1,8.3
LOG-002653,LSX-TPA-1471,2026-02-24,Lắp ráp C,194,2,6.9
LOG-002661,LSX-TPB-1472,2026-02-24,Lắp phụ kiện B,477,9,7.7
LOG-002681,LSX-TPA-1476,2026-02-24,Cắt phôi B,503,7,7.6
LOG-002706,LSX-TPB-1480,2026-02-24,Chà nhám A,194,5,9.8
LOG-002724,LSX-TPA-1483,2026-02-24,Sơn lót C,477,3,8.9
LOG-002728,LSX-TPB-1484,2026-02-24,Chà nhám A,305,7,6.8
LOG-002743,LSX-TPB-1486,2026-02-24,Đóng gói A,289,5,7.4
LOG-002748,LSX-TPB-1487,2026-02-24,Đóng gói C,480,8,9.4
LOG-002776,LSX-TPA-1492,2026-02-24,Lắp phụ kiện B,295,4,6.2
LOG-002786,LSX-TPA-1494,2026-02-24,Lắp ráp B,193,1,7.8
LOG-002794,LSX-TPB-1495,2026-02-24,Sơn phủ A,100,2,9.9
LOG-002820,LSX-TPC-1500,2026-02-24,Cắt phôi B,285,2,7.2
LOG-002849,LSX-TPA-1504,2026-02-24,Đóng gói A,301,8,7.4
LOG-002859,LSX-TPB-1506,2026-02-24,Sơn B,101,1,8.6
LOG-002863,LSX-TPA-1507,2026-02-24,Lắp ráp C,300,4,8.6
LOG-002905,LSX-TPB-1514,2026-02-24,Đóng gói B,305,3,7.7
LOG-002916,LSX-TPB-1516,2026-02-24,Đóng gói A,313,5,7.3
LOG-002926,LSX-TPC-1518,2026-02-24,Sơn phủ A,310,6,8.7
LOG-002962,LSX-TPA-1524,2026-02-24,Đóng gói C,511,1,9.0
LOG-002996,LSX-TPC-1530,2026-02-24,Sơn lót A,207,4,8.5
LOG-003001,LSX-TPB-1531,2026-02-24,Sơn lót C,291,4,6.3
LOG-003014,LSX-TPA-1533,2026-02-24,Đóng gói B,102,0,7.7
LOG-003021,LSX-TPA-1535,2026-02-24,Cắt phôi C,99,2,8.1
LOG-003042,LSX-TPA-1538,2026-02-24,Lắp phụ kiện B,298,5,7.6
LOG-003047,LSX-TPA-1539,2026-02-24,Sơn phủ C,197,5,7.2
LOG-003087,LSX-TPA-1546,2026-02-24,Sơn lót A,303,8,7.5
LOG-003097,LSX-TPC-1548,2026-02-24,Chà nhám B,102,1,6.3
LOG-003108,LSX-TPB-1550,2026-02-24,Chà nhám A,207,3,9.2
LOG-003132,LSX-TPB-1554,2026-02-24,Lắp ráp B,98,1,6.2
LOG-003141,LSX-TPA-1555,2026-02-24,Đóng gói B,521,9,8.2
LOG-003160,LSX-TPB-1559,2026-02-24,Cắt phôi A,511,1,6.9
LOG-003207,LSX-TPC-1567,2026-02-24,Cắt phôi B,100,0,9.1
LOG-003222,LSX-TPC-1569,2026-02-24,Sơn B,104,0,7.7
LOG-003234,LSX-TPA-1571,2026-02-24,Sơn lót A,484,13,9.8
LOG-003265,LSX-TPB-1577,2026-02-24,Cắt phôi B,98,2,6.1
LOG-003285,LSX-TPC-1580,2026-02-24,Lắp ráp B,96,0,7.6
LOG-003311,LSX-TPC-1585,2026-02-24,Lắp ráp A,502,10,9.4
LOG-003349,LSX-TPB-1592,2026-02-24,Cắt phôi C,476,9,6.0
LOG-003401,LSX-TPA-1601,2026-02-24,Sơn phủ C,509,0,8.8
LOG-003460,LSX-TPB-1611,2026-02-24,Sơn phủ C,292,5,9.1
LOG-003467,LSX-TPA-1612,2026-02-24,Đóng gói B,512,7,8.0
LOG-003472,LSX-TPA-1613,2026-02-24,Đóng gói C,299,8,9.7
LOG-003480,LSX-TPB-1615,2026-02-24,Chà nhám B,203,2,7.9
LOG-003489,LSX-TPA-1616,2026-02-24,Đóng gói C,498,6,9.7
LOG-003554,LSX-TPB-1628,2026-02-24,Sơn lót C,98,0,6.1
LOG-003578,LSX-TPB-1632,2026-02-24,Sơn phủ C,101,1,7.9
LOG-003619,LSX-TPC-1640,2026-02-24,Cắt phôi B,507,7,6.4
LOG-003645,LSX-TPA-1644,2026-02-24,Sơn B,314,9,6.3
LOG-003651,LSX-TPC-1645,2026-02-24,Sơn lót A,511,4,6.4
LOG-003697,LSX-TPC-1653,2026-02-24,Sơn phủ C,304,2,9.3
LOG-003715,LSX-TPC-1657,2026-02-24,Cắt phôi A,98,1,9.7
LOG-003797,LSX-TPC-1671,2026-02-24,Lắp ráp C,209,5,7.8
LOG-003876,LSX-TPA-1685,2026-02-24,Cắt phôi C,190,3,6.6
LOG-003896,LSX-TPC-1688,2026-02-24,Đóng gói B,96,0,6.8
LOG-003963,LSX-TPA-1700,2026-02-24,Sơn B,491,5,8.4
LOG-003984,LSX-TPA-1704,2026-02-24,Chà nhám B,206,2,9.7
LOG-004005,LSX-TPA-1707,2026-02-24,Đóng gói B,291,1,7.3
LOG-004040,LSX-TPC-1714,2026-02-24,Cắt phôi C,505,11,9.4
LOG-004065,LSX-TPC-1718,2026-02-24,Lắp phụ kiện B,285,7,7.5
LOG-004084,LSX-TPC-1721,2026-02-24,Đóng gói B,501,6,6.6
LOG-004148,LSX-TPB-1732,2026-02-24,Sơn B,295,3,6.9
LOG-004202,LSX-TPB-1742,2026-02-24,Lắp ráp C,208,1,7.2
LOG-004208,LSX-TPB-1743,2026-02-24,Sơn lót C,98,0,7.4
LOG-004216,LSX-TPC-1744,2026-02-24,Đóng gói B,99,2,6.9
LOG-004242,LSX-TPB-1749,2026-02-24,Sơn lót C,306,8,8.0
LOG-004254,LSX-TPA-1751,2026-02-24,Sơn lót A,198,2,8.1
LOG-004264,LSX-TPA-1753,2026-02-24,Chà nhám B,103,0,6.4
LOG-004305,LSX-TPA-1760,2026-02-24,Lắp ráp C,295,4,9.1
LOG-004313,LSX-TPB-1761,2026-02-24,Lắp phụ kiện B,508,12,8.7
LOG-004361,LSX-TPB-1770,2026-02-24,Cắt phôi C,207,5,8.8
LOG-004366,LSX-TPC-1771,2026-02-24,Cắt phôi B,190,4,6.2
LOG-004372,LSX-TPC-1772,2026-02-24,Cắt phôi A,102,2,9.6
LOG-004410,LSX-TPC-1779,2026-02-24,Cắt phôi C,496,9,9.7
LOG-004424,LSX-TPC-1781,2026-02-24,Sơn lót A,201,0,8.1
LOG-004477,LSX-TPA-1790,2026-02-24,Lắp ráp A,475,8,9.0
LOG-004537,LSX-TPB-1800,2026-02-24,Đóng gói C,510,10,7.4
LOG-004574,LSX-TPC-1807,2026-02-24,Sơn lót C,299,5,7.3
LOG-004587,LSX-TPA-1809,2026-02-24,Lắp phụ kiện B,103,2,7.5
LOG-004606,LSX-TPC-1813,2026-02-24,Lắp ráp C,482,10,7.8
LOG-004616,LSX-TPB-1815,2026-02-24,Chà nhám A,98,1,7.1
LOG-004630,LSX-TPA-1817,2026-02-24,Sơn B,206,3,8.7
LOG-004637,LSX-TPC-1818,2026-02-24,Sơn phủ A,100,1,7.7
LOG-002410,LSX-TPC-1427,2026-02-25,Sơn phủ C,102,1,8.7
LOG-002479,LSX-TPC-1440,2026-02-25,Cắt phôi B,198,4,8.9
LOG-002536,LSX-TPB-1449,2026-02-25,Đóng gói B,198,3,7.6
LOG-002578,LSX-TPB-1457,2026-02-25,Cắt phôi A,209,2,9.9
LOG-002592,LSX-TPB-1459,2026-02-25,Sơn lót C,209,4,8.5
LOG-002597,LSX-TPC-1460,2026-02-25,Sơn lót C,192,4,9.8
LOG-002600,LSX-TPC-1461,2026-02-25,Cắt phôi C,307,4,7.5
LOG-002624,LSX-TPA-1465,2026-02-25,Đóng gói C,199,0,8.2
LOG-002625,LSX-TPC-1466,2026-02-25,Cắt phôi B,99,1,6.6
LOG-002631,LSX-TPA-1467,2026-02-25,Cắt phôi C,99,2,6.6
LOG-002678,LSX-TPB-1475,2026-02-25,Sơn lót A,103,1,8.4
LOG-002694,LSX-TPA-1478,2026-02-25,Chà nhám A,197,2,10.0
LOG-002702,LSX-TPC-1479,2026-02-25,Sơn lót A,306,3,8.2
LOG-002813,LSX-TPB-1498,2026-02-25,Đóng gói A,309,0,7.5
LOG-002815,LSX-TPA-1499,2026-02-25,Chà nhám B,313,1,6.2
LOG-002840,LSX-TPB-1503,2026-02-25,Lắp ráp A,303,3,6.4
LOG-002867,LSX-TPA-1508,2026-02-25,Cắt phôi A,102,2,9.1
LOG-002889,LSX-TPC-1512,2026-02-25,Cắt phôi B,101,1,6.2
LOG-002917,LSX-TPB-1517,2026-02-25,Cắt phôi C,522,13,7.2
LOG-002972,LSX-TPB-1526,2026-02-25,Sơn B,209,3,8.7
LOG-003018,LSX-TPB-1534,2026-02-25,Sơn B,288,7,7.3
LOG-003049,LSX-TPC-1540,2026-02-25,Cắt phôi A,484,2,8.4
LOG-003059,LSX-TPC-1541,2026-02-25,Sơn phủ A,475,1,7.7
LOG-003066,LSX-TPB-1542,2026-02-25,Đóng gói A,202,1,9.3
LOG-003070,LSX-TPA-1543,2026-02-25,Sơn B,103,2,7.3
LOG-003094,LSX-TPA-1547,2026-02-25,Lắp phụ kiện B,308,4,6.8
LOG-003126,LSX-TPB-1553,2026-02-25,Lắp ráp B,523,8,6.8
LOG-003147,LSX-TPA-1556,2026-02-25,Đóng gói B,99,0,6.3
LOG-003197,LSX-TPA-1565,2026-02-25,Lắp ráp A,481,13,9.0
