voucher_id,item_code,item_name,unit,quantity,value_usd,days_in_stock
PK-20261398,SM-HC-001,Sơn lót NC Thùng 5L,Kg,285.98,755.2,75
PK-20261539,SM-HC-009,Keo dán gỗ sữa Vina Thùng 5L,Kg,247.23,4870.01,119
PK-20261539,SM-HC-009,Keo dán gỗ sữa Vina Thùng 5L,Kg,453.74,1055.43,21
PK-20261695,SM-HC-003,Sơn bóng PU Thùng 5L,Kg,494.06,2431.45,150
PK-20261695,SM-HC-011,Chất đóng rắn PU Thùng 5L,Kg,491.31,6479.39,94
PK-20261695,SM-HC-002,Sơn lót NC Thùng 20L,Kg,267.11,793.22,106
PK-20261709,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,91.42,656.06,71
PK-20261709,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,195.46,857.58,109
PK-20262145,VT-PK-006,Ray trượt ngăn kéo âm Cỡ 3,cái,364.88,998.05,12
PK-20262145,VT-PK-025,Nắp luồn dây điện Cỡ 1,cái,101.77,389.67,45
PK-20262145,VT-PK-019,Tay nâng cánh tủ Cỡ 1,cái,256.66,3598.4,146
PK-20262423,DG-BB-008,Băng keo dán thùng Loại nhỏ,cuộn,250.11,1697.3,107
PK-20262423,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,476.23,7043.44,18
PK-20262423,DG-BB-012,Xốp bọc bong bóng Loại trung,cuộn,391.24,5255.54,72
PK-20262555,SM-HC-008,Tinh màu gỗ Walnut Thùng 20L,Kg,161.31,3155.47,110
PK-20262555,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,159.6,1751.66,100
PK-20262555,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,82.33,240.78,86
PK-20262669,VT-PK-011,Tay nắm tủ bếp Cỡ 2,cái,342.41,4982.82,40
PK-20262669,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,157.19,1762.39,141
PK-20262669,VT-PK-022,Ray trượt hộc tủ Cỡ 1,cái,128.99,1099.64,95
PK-20262672,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,457.34,7401.72,117
PK-20262672,SM-HC-005,Dung môi butyl Thùng 5L,Kg,254.05,1819.63,52
PK-20262672,SM-HC-013,Tinh màu hạt dẻ Thùng 5L,Kg,332.46,4464.91,85
PK-20262735,HC-VP-020,Khẩu trang y tế Thùng,ram,465.97,1402.04,102
PK-20262735,HC-VP-008,Bút bi Thiên Long Thùng,ram,365.31,6459.97,35
PK-20262735,HC-VP-006,Mực máy in Canon Ram,ram,249.89,3903.6,107
PK-20262902,GO-NL-015,Gỗ gõ đỏ Nam Phi dày 50mm,m3,67.17,213.84,38
PK-20262902,GO-NL-034,Gỗ xoan đào Gia Lai cỡ lớn,m3,324.04,2085.73,99
PK-20262902,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,71.23,1088.48,127
PK-20263051,GO-NL-004,Gỗ óc chó Mỹ cỡ lớn,m3,227.99,2497.45,117
PK-20263051,GO-NL-029,Gỗ thông ghép thanh cỡ trung,m3,419.36,1802.55,85
PK-20263114,HH-SP-005,Khóa cửa vân tay Cỡ B,bộ,391.02,6285.87,76
PK-20263114,HH-SP-019,Gương trang trí Cỡ A,bộ,86.14,878.69,150
PK-20263147,GO-NL-023,Gỗ hương Lào cỡ trung,m3,392.4,2981.84,75
PK-20263147,GO-NL-034,Gỗ xoan đào Gia Lai cỡ lớn,m3,29.41,120.19,80
PK-20263220,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,98.09,864.44,62
PK-20263228,GO-NL-005,Gỗ óc chó Mỹ cỡ trung,m3,164.35,332.79,76
PK-20263228,GO-NL-026,Gỗ thông ghép thanh dày 30mm,m3,488.2,6332.84,119
PK-20263228,GO-NL-020,Gỗ hương Lào dày 30mm,m3,110.16,1197.27,121
PK-20263279,GO-NL-028,Gỗ thông ghép thanh cỡ lớn,m3,95.23,1255.52,80
PK-20263314,DG-BB-009,Băng keo dán thùng Loại trung,cuộn,123.67,2242.8,51
PK-20263314,DG-BB-005,Màng PE bọc hàng Loại nhỏ,cuộn,86.69,1393.26,83
PK-20263314,DG-BB-001,Thùng carton 5 lớp Loại lớn,cuộn,447.28,4226.13,18
PK-20263496,GO-NL-021,Gỗ hương Lào dày 50mm,m3,419.27,5183.65,120
PK-20263763,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,472.18,6597.58,53
PK-20263763,DG-BB-008,Băng keo dán thùng Loại nhỏ,cuộn,74.14,830.33,51
PK-20263763,DG-BB-018,Nhãn mác sản phẩm Loại trung,cuộn,265.19,1667.83,43
PK-20263855,HH-SP-013,Thảm trải sàn nỉ Cỡ A,bộ,152.21,2429.09,85
PK-20263855,HH-SP-009,Đèn led dây trang trí Cỡ C,bộ,116.22,1812.27,32
PK-20263996,SM-HC-004,Sơn bóng PU Thùng 20L,Kg,358.25,6265.48,35
PK-20264043,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,71.04,389.84,74
PK-20264043,HH-SP-002,Bản lề hơi DTC Cỡ B,bộ,135.08,594.82,29
PK-20264043,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,228.34,2990.69,55
PK-20264093,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,194.83,3322.28,69
PK-20264093,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,79.48,1480.88,76
PK-20264093,HH-SP-020,Gương trang trí Cỡ B,bộ,398.38,6068.79,13
PK-20264203,DG-BB-014,Dây đai đóng đai Loại nhỏ,cuộn,298.61,5689.79,84
PK-20264341,HC-VP-006,Mực máy in Canon Ram,ram,415.43,1446.0,21
PK-20264341,HC-VP-011,Sổ ghi chép công việc Thùng,ram,48.68,198.67,74
PK-20264341,HC-VP-003,Giấy in Double A4 Ram,ram,390.27,5412.4,105
PK-20264790,DG-BB-011,Xốp bọc bong bóng Loại nhỏ,cuộn,25.14,350.63,53
PK-20265092,TP_HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,bộ,405.65,1139.92,15
PK-20265092,TP_GST-DC-01,Gương soi toàn thân viền gỗ GST,bộ,472.37,4414.74,46
PK-20265092,TP_GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,bộ,190.84,3024.7,125
PK-20265136,HH-SP-014,Thảm trải sàn nỉ Cỡ B,bộ,264.41,3826.59,149
PK-20265136,HH-SP-019,Gương trang trí Cỡ A,bộ,318.86,2078.93,74
PK-20265136,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,169.97,1928.2,15
PK-20265173,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,20.8,310.34,141
PK-20265826,VT-PK-004,Ray trượt ngăn kéo âm Cỡ 1,cái,316.56,6330.6,116
PK-20265826,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,200.65,3698.35,34
PK-20266099,VT-PK-008,Ốc liên kết cam Cỡ 2,cái,112.28,1339.96,27
PK-20266234,VT-PK-007,Ốc liên kết cam Cỡ 1,cái,301.05,4464.94,86
PK-20266241,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,318.39,5818.05,21
PK-20266316,TP_TCV-DC-03,Tranh canvas treo phòng khách TCV,bộ,278.6,5329.37,72
PK-20266338,DG-BB-012,Xốp bọc bong bóng Loại trung,cuộn,280.07,1849.61,144
PK-20266338,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,244.12,4207.82,10
PK-20266338,DG-BB-002,Thùng carton 5 lớp Loại nhỏ,cuộn,68.99,783.03,126
PK-20266793,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,182.4,1207.83,32
PK-20266793,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,323.29,6305.81,128
PK-20266793,SM-HC-015,Sơn lót kháng kiềm Thùng 5L,Kg,153.63,2254.9,20
PK-20266991,HC-VP-005,Mực máy in Canon Thùng,ram,212.75,1001.44,45
PK-20267033,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,359.81,6018.88,108
PK-20267033,DG-BB-014,Dây đai đóng đai Loại nhỏ,cuộn,219.57,2584.68,132
PK-20267384,DG-BB-011,Xốp bọc bong bóng Loại nhỏ,cuộn,248.26,501.9,57
PK-20267384,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,369.27,4714.36,90
PK-20267518,GO-NL-021,Gỗ hương Lào dày 50mm,m3,415.83,4088.42,53
PK-20267518,GO-NL-015,Gỗ gõ đỏ Nam Phi dày 50mm,m3,214.14,914.71,111
PK-20267704,VT-PK-022,Ray trượt hộc tủ Cỡ 1,cái,239.4,734.36,133
PK-20267704,VT-PK-003,Bản lề hơi giảm chấn Cỡ 3,cái,149.81,2925.56,138
PK-20267704,VT-PK-003,Bản lề hơi giảm chấn Cỡ 3,cái,358.68,4941.57,96
PK-20267745,HH-SP-019,Gương trang trí Cỡ A,bộ,76.28,589.23,75
PK-20267745,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,193.37,2923.41,89
PK-20267831,VT-PK-017,Đinh vít thép không gỉ Cỡ 2,cái,12.35,78.6,20
PK-20267831,VT-PK-001,Bản lề hơi giảm chấn Cỡ 1,cái,200.02,1662.63,130
PK-20268005,GO-NL-017,Gỗ gõ đỏ Nam Phi cỡ trung,m3,261.8,4587.29,34
PK-20268050,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,48.93,242.88,24
PK-20268050,DG-BB-014,Dây đai đóng đai Loại nhỏ,cuộn,348.81,4929.39,24
PK-20268050,DG-BB-011,Xốp bọc bong bóng Loại nhỏ,cuộn,463.26,5941.58,141
PK-20268318,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,98.15,1763.8,58
PK-20268375,SM-HC-004,Sơn bóng PU Thùng 20L,Kg,209.11,892.95,87
PK-20268375,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,494.09,1257.57,67
PK-20268375,SM-HC-001,Sơn lót NC Thùng 5L,Kg,133.4,448.29,62
PK-20268453,HC-VP-014,Kẹp tài liệu sắt Thùng,ram,257.86,2530.69,137
PK-20268453,HC-VP-019,Khẩu trang y tế Hộp,ram,386.77,1911.63,110
PK-20268453,HC-VP-001,Giấy in Double A4 Hộp,ram,144.11,612.42,47
PK-20260772,GO-NL-013,Gỗ gõ đỏ Nam Phi dày 20mm,m3,92.58,1125.23,119
PK-20260772,GO-NL-003,Gỗ óc chó Mỹ dày 50mm,m3,293.29,2129.85,136
PK-20260772,GO-NL-025,Gỗ thông ghép thanh dày 20mm,m3,359.25,3067.2,22
PK-20260872,SM-HC-006,Dung môi butyl Thùng 20L,Kg,264.43,3598.92,100
PK-20260872,SM-HC-018,Dầu lau gỗ chống trầy Thùng 20L,Kg,141.6,2729.81,61
PK-20261041,VT-PK-015,Chốt gỗ liên kết Cỡ 3,cái,89.71,497.51,49
PK-20261041,VT-PK-010,Tay nắm tủ bếp Cỡ 1,cái,106.46,680.68,52
PK-20261165,TP_GXP-CH-09,Ghế xếp gọn dã ngoại GXP,bộ,361.88,1045.92,142
PK-20261165,TP_SFD-SF-04,Sofa đơn bọc vải nhung SFD,bộ,34.57,682.74,76
PK-20261165,TP_KTG-KB-10,Kệ treo tường lục giác gỗ KTG,bộ,228.64,2049.06,147
PK-20261339,HC-VP-014,Kẹp tài liệu sắt Thùng,ram,109.2,2160.84,89
PK-20261339,HC-VP-011,Sổ ghi chép công việc Thùng,ram,288.27,4779.27,127
PK-20261339,HC-VP-011,Sổ ghi chép công việc Thùng,ram,130.5,341.34,87
PK-20261365,DG-BB-011,Xốp bọc bong bóng Loại nhỏ,cuộn,106.22,1049.57,102
PK-20261416,GO-NL-005,Gỗ óc chó Mỹ cỡ trung,m3,219.1,4030.35,114
PK-20261688,GO-NL-017,Gỗ gõ đỏ Nam Phi cỡ trung,m3,25.99,172.13,73
PK-20261688,GO-NL-026,Gỗ thông ghép thanh dày 30mm,m3,131.56,482.33,63
PK-20262033,GO-NL-003,Gỗ óc chó Mỹ dày 50mm,m3,148.12,1334.01,43
PK-20262033,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,137.06,992.98,60
PK-20262072,SM-HC-014,Tinh màu hạt dẻ Thùng 20L,Kg,142.14,1287.86,133
PK-20262356,HC-VP-019,Khẩu trang y tế Hộp,ram,50.76,727.95,49
PK-20262356,HC-VP-001,Giấy in Double A4 Hộp,ram,285.29,1671.42,67
PK-20262606,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,65.73,1210.78,132
PK-20262606,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,109.49,1139.66,74
PK-20262637,VT-PK-013,Chốt gỗ liên kết Cỡ 1,cái,217.24,1388.11,34
PK-20262662,TP_GLV-CH-06,Ghế làm việc công thái học GLV,bộ,146.12,2159.32,24
PK-20262662,TP_TCV-DC-03,Tranh canvas treo phòng khách TCV,bộ,200.71,791.43,101
PK-20262662,TP_TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,bộ,150.12,717.17,24
PK-20262772,HC-VP-008,Bút bi Thiên Long Thùng,ram,465.08,2424.12,135
PK-20262814,HC-VP-010,Sổ ghi chép công việc Hộp,ram,97.21,1076.54,37
PK-20262814,HC-VP-007,Bút bi Thiên Long Hộp,ram,316.07,1980.48,124
PK-20263123,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,13.7,102.73,139
PK-20263123,VT-PK-023,Ray trượt hộc tủ Cỡ 2,cái,266.97,2075.16,96
PK-20263193,TP_GWD-CH-08,Ghế ăn Windsor cổ điển GWD,bộ,152.92,2312.18,31
PK-20263193,TP_GXV-CH-10,Ghế xoay văn phòng có tựa GXV,bộ,83.56,1551.95,134
PK-20263369,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,483.35,2089.33,16
PK-20263369,HH-SP-002,Bản lề hơi DTC Cỡ B,bộ,336.01,6357.32,100
PK-20263551,HH-SP-012,Tay nâng tủ Blum Cỡ C,bộ,13.86,38.06,19
PK-20263551,HH-SP-017,Đệm ghế sofa Cỡ B,bộ,246.62,3601.25,141
PK-20263551,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,454.46,8483.22,103
PK-20263671,GO-NL-020,Gỗ hương Lào dày 30mm,m3,116.74,1758.84,137
PK-20263671,GO-NL-019,Gỗ hương Lào dày 20mm,m3,50.96,182.99,118
PK-20263743,TP_BCN-TB-09,Bàn console trang trí BCN,bộ,20.22,219.01,70
PK-20263768,GO-NL-025,Gỗ thông ghép thanh dày 20mm,m3,311.64,3139.96,14
PK-20263768,GO-NL-019,Gỗ hương Lào dày 20mm,m3,18.74,328.45,112
PK-20263768,GO-NL-011,Gỗ sồi Nga cỡ trung,m3,177.23,2374.52,28
PK-20263835,TP_ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,bộ,50.53,465.9,65
PK-20263872,VT-PK-023,Ray trượt hộc tủ Cỡ 2,cái,155.64,1711.18,24
PK-20263872,VT-PK-023,Ray trượt hộc tủ Cỡ 2,cái,177.09,668.73,24
PK-20263872,VT-PK-001,Bản lề hơi giảm chấn Cỡ 1,cái,404.57,3684.43,149
PK-20263897,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,307.08,1777.19,47
PK-20263897,SM-HC-002,Sơn lót NC Thùng 20L,Kg,477.3,4734.47,15
PK-20264807,VT-PK-003,Bản lề hơi giảm chấn Cỡ 3,cái,465.36,1348.82,79
PK-20264807,VT-PK-017,Đinh vít thép không gỉ Cỡ 2,cái,241.23,2316.42,99
PK-20265127,TP_ATLA-TB-03,Bàn làm việc thông minh ATLA,bộ,333.01,4298.89,111
PK-20265134,TP_ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,bộ,36.93,384.78,22
PK-20265134,TP_DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,bộ,76.34,1519.97,39
PK-20265244,VT-PK-025,Nắp luồn dây điện Cỡ 1,cái,351.54,1607.44,128
PK-20265244,VT-PK-008,Ốc liên kết cam Cỡ 2,cái,216.37,2491.94,147
PK-20265273,DG-BB-005,Màng PE bọc hàng Loại nhỏ,cuộn,52.14,105.45,74
PK-20265811,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,36.08,520.36,40
PK-20265811,DG-BB-019,Góc xốp chống va đập Loại lớn,cuộn,120.86,1296.92,37
PK-20265811,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,22.23,322.95,101
PK-20266292,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,411.11,6752.27,116
PK-20266350,GO-NL-009,Gỗ sồi Nga dày 50mm,m3,117.55,2248.62,44
PK-20266350,GO-NL-005,Gỗ óc chó Mỹ cỡ trung,m3,221.61,2488.71,17
PK-20266350,GO-NL-035,Gỗ xoan đào Gia Lai cỡ trung,m3,295.61,950.99,106
PK-20266402,HH-SP-007,Đèn led dây trang trí Cỡ A,bộ,354.66,4103.83,89
PK-20266402,HH-SP-004,Khóa cửa vân tay Cỡ A,bộ,10.32,104.43,73
PK-20266426,VT-PK-005,Ray trượt ngăn kéo âm Cỡ 2,cái,177.73,903.18,113
PK-20266426,VT-PK-019,Tay nâng cánh tủ Cỡ 1,cái,76.93,582.86,76
PK-20266426,VT-PK-011,Tay nắm tủ bếp Cỡ 2,cái,458.35,7610.13,128
PK-20266450,GO-NL-035,Gỗ xoan đào Gia Lai cỡ trung,m3,273.54,600.42,134
PK-20266450,GO-NL-031,Gỗ xoan đào Gia Lai dày 20mm,m3,183.58,2140.43,48
PK-20266469,VT-PK-020,Tay nâng cánh tủ Cỡ 2,cái,74.92,165.24,86
PK-20266469,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,141.11,502.04,72
PK-20266549,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,498.0,3061.07,14
PK-20266549,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,228.1,2472.48,27
PK-20266549,SM-HC-016,Sơn lót kháng kiềm Thùng 20L,Kg,397.33,2330.77,147
PK-20266604,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,162.62,3131.66,70
PK-20266604,DG-BB-003,Thùng carton 5 lớp Loại trung,cuộn,167.95,1935.04,10
PK-20267103,VT-PK-006,Ray trượt ngăn kéo âm Cỡ 3,cái,55.16,125.81,20
PK-20267124,GO-NL-010,Gỗ sồi Nga cỡ lớn,m3,223.44,1551.7,76
PK-20267124,GO-NL-021,Gỗ hương Lào dày 50mm,m3,407.26,1511.03,34
PK-20267124,GO-NL-002,Gỗ óc chó Mỹ dày 30mm,m3,405.76,6041.14,82
PK-20267402,DG-BB-002,Thùng carton 5 lớp Loại nhỏ,cuộn,183.41,3531.75,71
PK-20267930,VT-PK-024,Ray trượt hộc tủ Cỡ 3,cái,15.23,36.0,28
PK-20267989,VT-PK-017,Đinh vít thép không gỉ Cỡ 2,cái,306.57,5999.39,48
PK-20267989,VT-PK-016,Đinh vít thép không gỉ Cỡ 1,cái,375.58,5032.21,150
PK-20267989,VT-PK-002,Bản lề hơi giảm chấn Cỡ 2,cái,111.83,1570.24,51
PK-20268036,HH-SP-001,Bản lề hơi DTC Cỡ A,bộ,306.93,660.07,37
PK-20268036,HH-SP-010,Tay nâng tủ Blum Cỡ A,bộ,225.02,1084.96,138
PK-20268083,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,292.13,1382.03,130
PK-20268083,DG-BB-008,Băng keo dán thùng Loại nhỏ,cuộn,222.38,643.34,138
PK-20268114,SM-HC-014,Tinh màu hạt dẻ Thùng 20L,Kg,31.26,479.99,95
PK-20268114,SM-HC-011,Chất đóng rắn PU Thùng 5L,Kg,469.57,1643.4,75
PK-20260463,GO-NL-010,Gỗ sồi Nga cỡ lớn,m3,201.08,2867.16,34
PK-20260463,GO-NL-020,Gỗ hương Lào dày 30mm,m3,107.74,1714.35,34
PK-20260477,TP_GLC-CH-02,Ghế tựa lưng cong Luxury GLC,bộ,89.57,422.21,144
PK-20260585,GO-NL-022,Gỗ hương Lào cỡ lớn,m3,69.7,937.71,21
PK-20260585,GO-NL-007,Gỗ sồi Nga dày 20mm,m3,44.98,844.48,91
PK-20260606,HH-SP-014,Thảm trải sàn nỉ Cỡ B,bộ,342.28,5631.92,35
PK-20260606,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,371.98,5984.93,81
PK-20260606,HH-SP-007,Đèn led dây trang trí Cỡ A,bộ,361.08,6034.85,106
PK-20260635,DG-BB-003,Thùng carton 5 lớp Loại trung,cuộn,343.05,1128.71,110
PK-20260635,DG-BB-018,Nhãn mác sản phẩm Loại trung,cuộn,448.97,3049.84,98
PK-20260831,HC-VP-019,Khẩu trang y tế Hộp,ram,227.63,578.43,135
PK-20260902,HH-SP-002,Bản lề hơi DTC Cỡ B,bộ,405.01,6357.15,71
PK-20260902,HH-SP-020,Gương trang trí Cỡ B,bộ,495.01,2195.69,128
PK-20260902,HH-SP-009,Đèn led dây trang trí Cỡ C,bộ,325.57,3657.41,84
PK-20261170,GO-NL-015,Gỗ gõ đỏ Nam Phi dày 50mm,m3,446.37,2596.65,89
PK-20261588,HH-SP-016,Đệm ghế sofa Cỡ A,bộ,92.83,387.45,77
PK-20261588,HH-SP-015,Thảm trải sàn nỉ Cỡ C,bộ,113.52,1408.37,39
PK-20261588,HH-SP-014,Thảm trải sàn nỉ Cỡ B,bộ,259.93,750.93,132
PK-20261906,HH-SP-011,Tay nâng tủ Blum Cỡ B,bộ,335.6,3428.77,148
PK-20261906,HH-SP-006,Khóa cửa vân tay Cỡ C,bộ,199.22,1548.41,56
PK-20261946,VT-PK-022,Ray trượt hộc tủ Cỡ 1,cái,228.13,903.34,61
PK-20262135,SM-HC-004,Sơn bóng PU Thùng 20L,Kg,293.86,5662.59,67
PK-20262135,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,64.2,619.72,18
PK-20262135,SM-HC-013,Tinh màu hạt dẻ Thùng 5L,Kg,91.64,1723.62,36
PK-20262317,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,20.61,401.55,103
PK-20262317,SM-HC-015,Sơn lót kháng kiềm Thùng 5L,Kg,360.37,3194.14,74
PK-20262406,TP_TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,bộ,426.77,6374.18,54
PK-20262558,TP_BCF-TB-07,Bàn cafe gỗ thông pallet BCF,bộ,332.36,5684.02,95
PK-20262558,TP_BHS-TB-05,Bàn học sinh chống gù BHS,bộ,358.94,3061.27,74
PK-20262558,TP_BCF-TB-07,Bàn cafe gỗ thông pallet BCF,bộ,283.77,2251.93,71
PK-20262658,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,61.98,663.85,25
PK-20262658,DG-BB-015,Dây đai đóng đai Loại trung,cuộn,497.37,8838.02,101
PK-20262658,DG-BB-017,Nhãn mác sản phẩm Loại nhỏ,cuộn,396.73,5129.83,127
PK-20262691,TP_BHP-TB-08,Bàn họp lớn văn phòng BHP,bộ,213.35,3188.41,121
PK-20262961,VT-PK-023,Ray trượt hộc tủ Cỡ 2,cái,436.08,7159.3,79
PK-20262961,VT-PK-021,Tay nâng cánh tủ Cỡ 3,cái,393.17,6826.08,23
PK-20263125,HC-VP-013,Kẹp tài liệu sắt Hộp,ram,176.02,2168.33,71
PK-20263224,GO-NL-025,Gỗ thông ghép thanh dày 20mm,m3,40.19,353.65,113
PK-20263224,GO-NL-006,Gỗ óc chó Mỹ cỡ nhỏ,m3,156.58,670.85,111
PK-20263230,TP_TCV-DC-03,Tranh canvas treo phòng khách TCV,bộ,13.23,131.83,98
PK-20263230,TP_GBB-CH-05,Ghế bập bênh thư giãn GBB,bộ,307.68,5822.8,37
PK-20263230,TP_SFD-SF-04,Sofa đơn bọc vải nhung SFD,bộ,185.75,417.01,24
PK-20263290,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,158.56,919.62,88
PK-20263471,TP_BTD-TB-04,Bàn trang điểm gương led BTD,bộ,169.67,2782.55,74
PK-20263616,HH-SP-008,Đèn led dây trang trí Cỡ B,bộ,487.89,8356.78,18
PK-20263669,SM-HC-003,Sơn bóng PU Thùng 5L,Kg,496.25,7917.66,115
PK-20263827,VT-PK-021,Tay nâng cánh tủ Cỡ 3,cái,74.79,160.99,21
PK-20263827,VT-PK-010,Tay nắm tủ bếp Cỡ 1,cái,185.61,2481.34,143
PK-20263848,GO-NL-027,Gỗ thông ghép thanh dày 50mm,m3,64.14,180.73,63
PK-20263848,GO-NL-031,Gỗ xoan đào Gia Lai dày 20mm,m3,262.84,3712.9,90
PK-20263906,DG-BB-013,Dây đai đóng đai Loại lớn,cuộn,30.53,92.34,91
PK-20263906,DG-BB-010,Xốp bọc bong bóng Loại lớn,cuộn,178.22,3527.38,110
PK-20264016,DG-BB-007,Băng keo dán thùng Loại lớn,cuộn,357.72,876.21,97
PK-20264016,DG-BB-016,Nhãn mác sản phẩm Loại lớn,cuộn,179.86,559.81,13
PK-20264016,DG-BB-003,Thùng carton 5 lớp Loại trung,cuộn,227.7,753.67,102
PK-20264166,VT-PK-012,Tay nắm tủ bếp Cỡ 3,cái,358.2,5478.41,49
PK-20264256,GO-NL-035,Gỗ xoan đào Gia Lai cỡ trung,m3,185.77,1925.91,11
PK-20264256,GO-NL-004,Gỗ óc chó Mỹ cỡ lớn,m3,175.87,1218.45,116
PK-20264275,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,203.76,2695.53,149
PK-20264275,SM-HC-006,Dung môi butyl Thùng 20L,Kg,299.73,5721.63,120
PK-20264275,SM-HC-005,Dung môi butyl Thùng 5L,Kg,287.65,2110.0,124
PK-20264431,HH-SP-014,Thảm trải sàn nỉ Cỡ B,bộ,10.91,48.57,88
PK-20264489,HC-VP-018,Nước rửa tay sát khuẩn Ram,ram,460.09,923.85,129
PK-20264489,HC-VP-010,Sổ ghi chép công việc Hộp,ram,466.98,1962.51,116
PK-20264858,SM-HC-007,Tinh màu gỗ Walnut Thùng 5L,Kg,229.02,4228.0,36
PK-20264858,SM-HC-001,Sơn lót NC Thùng 5L,Kg,199.32,821.49,139
PK-20265191,HH-SP-013,Thảm trải sàn nỉ Cỡ A,bộ,492.77,7142.98,35
PK-20265191,HH-SP-001,Bản lề hơi DTC Cỡ A,bộ,486.94,3638.81,43
PK-20265272,SM-HC-017,Dầu lau gỗ chống trầy Thùng 5L,Kg,304.41,3111.05,81
PK-20265581,SM-HC-008,Tinh màu gỗ Walnut Thùng 20L,Kg,159.65,1307.49,93
PK-20265581,SM-HC-009,Keo dán gỗ sữa Vina Thùng 5L,Kg,73.56,205.76,10
PK-20265950,VT-PK-005,Ray trượt ngăn kéo âm Cỡ 2,cái,191.89,3490.26,49
PK-20266556,SM-HC-012,Chất đóng rắn PU Thùng 20L,Kg,118.9,354.14,130
PK-20266556,SM-HC-013,Tinh màu hạt dẻ Thùng 5L,Kg,265.73,1022.41,38
PK-20266556,SM-HC-009,Keo dán gỗ sữa Vina Thùng 5L,Kg,435.61,6621.69,145
PK-20266612,SM-HC-010,Keo dán gỗ sữa Vina Thùng 20L,Kg,110.07,371.45,93
PK-20266612,SM-HC-002,Sơn lót NC Thùng 20L,Kg,443.84,3861.26,23
PK-20266612,SM-HC-009,Keo dán gỗ sữa Vina Thùng 5L,Kg,282.24,1607.2,94
PK-20266784,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,280.79,1712.34,20
PK-20266784,HH-SP-018,Đệm ghế sofa Cỡ C,bộ,181.58,1332.53,53
PK-20266784,HH-SP-007,Đèn led dây trang trí Cỡ A,bộ,413.78,5821.82,94
PK-20266901,GO-NL-005,Gỗ óc chó Mỹ cỡ trung,m3,389.53,1869.17,114
