order_id,product_code,product_name,category,qty,price,total_amount
DH-20264001,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,5,17.78,88.9
DH-20264051,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,5,9.7,48.5
DH-20264051,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,10,8.98,89.8
DH-20264064,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,5,21.56,107.8
DH-20264477,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,185.93,1859.3
DH-20264477,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,206.59,2065.9
DH-20264477,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,2,170.66,341.32
DH-20264656,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,1,60.36,60.36
DH-20264928,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,5,16.98,84.9
DH-20264928,TCV-DC-03,Tranh canvas treo phòng khách TCV,Đồ trang trí,5,10.78,53.9
DH-20265396,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,44.91,224.55
DH-20265396,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,10,13.47,134.7
DH-20265396,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,10,75.09,750.9
DH-20265483,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,1,25.6,25.6
DH-20265503,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,1,179.19,179.19
DH-20265503,FOLD-TB-02,Bàn trà sồi chân sắt FOLD,Bàn gỗ,10,37.54,375.4
DH-20265503,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,1,414.97,414.97
DH-20265689,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,11.68,116.8
DH-20265781,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,5,60.36,301.8
DH-20265781,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,16.17,323.4
DH-20265818,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,1,296.41,296.41
DH-20265818,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,2,452.69,905.38
DH-20265852,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,1,40.42,40.42
DH-20265910,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,2,25.6,51.2
DH-20265910,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,1,17.78,17.78
DH-20265921,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,10,34.13,341.3
DH-20265921,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,2,67.9,135.8
DH-20266034,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,2,167.87,335.74
DH-20266034,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,2,8.89,17.78
DH-20266238,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,1,6.83,6.83
DH-20266238,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,5,17.78,88.9
DH-20266238,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,5,20.48,102.4
DH-20266264,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,10,29.1,291.0
DH-20266340,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,10,57.49,574.9
DH-20266974,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,1,15.81,15.81
DH-20266974,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,2,36.78,73.56
DH-20266974,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,1,42.66,42.66
DH-20267373,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,216.92,2169.2
DH-20267500,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,10,72.75,727.5
DH-20267695,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,5,16.03,80.15
DH-20267695,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,2,14.82,29.64
DH-20267695,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,10.51,105.1
DH-20267819,BCN-TB-09,Bàn console trang trí BCN,Bàn gỗ,5,52.9,264.5
DH-20267819,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,1,49.4,49.4
DH-20268036,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,10,170.66,1706.6
DH-20268036,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,68.26,68.26
DH-20268036,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,1,339.52,339.52
DH-20268405,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,10,6.47,64.7
DH-20268414,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,2,12.8,25.6
DH-20268483,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,5,36.78,183.9
DH-20268483,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,2,71.68,143.36
DH-20268483,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,2,64.85,129.7
DH-20269137,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,10,8.08,80.8
DH-20269137,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,2,16.8,33.6
DH-20269179,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,1,175.87,175.87
DH-20269689,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,5,6.92,34.6
DH-20269689,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,30.72,153.6
DH-20269689,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,5,452.69,2263.45
DH-20269757,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,10,61.44,614.4
DH-20269757,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,227.25,2272.5
DH-20269823,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,1,296.41,296.41
DH-20269823,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,15.36,307.2
DH-20269915,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,2,128.44,256.88
DH-20269915,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,1,32.34,32.34
DH-20269915,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,1,6.83,6.83
DH-20260120,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,49.4,247.0
DH-20260120,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,2,58.02,116.04
DH-20260134,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,20,6.83,136.6
DH-20260835,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,10,22.19,221.9
DH-20260835,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,5,55.33,276.65
DH-20261007,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,5,55.33,276.65
DH-20261007,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,2,71.68,143.36
DH-20261074,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,10,9.43,94.3
DH-20261254,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,1,502.99,502.99
DH-20261254,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,5,14.82,74.1
DH-20261254,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,10,8.08,80.8
DH-20261483,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,10,14.55,145.5
DH-20261483,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,5,565.87,2829.35
DH-20261483,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,2,6.47,12.94
DH-20262040,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,5,10.51,52.55
DH-20262040,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,10,7.68,76.8
DH-20262332,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,2,27.66,55.32
DH-20262332,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,2,12.8,25.6
DH-20262463,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,5,105.09,525.45
DH-20262463,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,1,17.78,17.78
DH-20262575,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,10,37.54,375.4
DH-20262575,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,10,10.24,102.4
DH-20262575,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,5,6.83,34.15
DH-20262697,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,1,14.15,14.15
DH-20262697,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,10.51,105.1
DH-20263223,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,20,7.19,143.8
DH-20263223,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,5,22.63,113.15
DH-20263223,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,5,151.89,759.45
DH-20263469,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,1,42.66,42.66
DH-20263564,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,5,339.52,1697.6
DH-20263599,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,10,24.52,245.2
DH-20263606,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,5,160.33,801.65
DH-20263695,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,10,16.8,168.0
DH-20263695,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,5,553.29,2766.45
DH-20263706,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,10,31.53,315.3
DH-20263706,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,10,15.36,153.6
DH-20263706,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,10,12.84,128.4
DH-20263931,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,1,61.08,61.08
DH-20264223,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,5,24.25,121.25
DH-20264223,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,5,7.19,35.95
DH-20264376,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,5,12.13,60.65
DH-20264376,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,1,159.88,159.88
DH-20264468,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,2,159.88,319.76
DH-20264468,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,15.36,307.2
DH-20264575,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,5,452.69,2263.45
DH-20264575,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,75.09,75.09
DH-20264575,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,10,13.74,137.4
DH-20264747,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,2,45.27,90.54
DH-20264747,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,49.4,247.0
DH-20264747,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,5,8.49,42.45
DH-20264858,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,10,15.27,152.7
DH-20264860,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,2,18.77,37.54
DH-20264860,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,1,71.68,71.68
DH-20264882,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,20,9.43,188.6
DH-20264882,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,2,50.3,100.6
DH-20264882,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,20,14.82,296.4
DH-20264932,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,47.16,235.8
DH-20264932,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,5,12.26,61.3
DH-20264932,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,5,167.96,839.8
DH-20265032,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,5,13.74,68.7
DH-20265032,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,5,396.11,1980.55
DH-20265054,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,1,160.33,160.33
DH-20265054,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,10,15.81,158.1
DH-20265178,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,5,23.89,119.45
DH-20265178,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,10,296.41,2964.1
DH-20265178,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,50.3,50.3
DH-20265406,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,42.66,213.3
DH-20265406,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,1,175.87,175.87
DH-20265655,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,5,10.51,52.55
DH-20265655,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,10,45.27,452.7
DH-20265655,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,10,35.57,355.7
DH-20265878,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,5,137.43,687.15
DH-20265878,HAK-DC-09,Hộp đựng khăn giấy gỗ óc chó HAK,Đồ trang trí,10,6.47,64.7
DH-20265903,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,16.98,339.6
DH-20265992,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,10,71.68,716.8
DH-20265992,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,2,296.41,592.82
DH-20266004,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,32.43,162.15
DH-20266004,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,1,35.57,35.57
DH-20266008,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,2,34.13,68.26
DH-20266008,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,10,12.8,128.0
DH-20266008,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,2,47.16,94.32
DH-20266045,KCH-DC-05,Kệ cắm hoa decor phòng khách KCH,Đồ trang trí,5,8.98,44.9
DH-20266045,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,5,14.55,72.75
DH-20266045,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,15.36,307.2
DH-20266413,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,10,339.52,3395.2
DH-20266424,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,10,597.31,5973.1
DH-20266424,GDO-CH-07,Ghế đôn tròn gỗ tự nhiên GDO,Ghế gỗ,10,7.19,71.9
DH-20266618,GBB-CH-05,Ghế bập bênh thư giãn GBB,Ghế gỗ,1,54.61,54.61
DH-20266618,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,5,326.05,1630.25
DH-20266618,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,10,13.47,134.7
DH-20266945,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,10,35.57,355.7
DH-20267021,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,10,145.06,1450.6
DH-20267380,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,2,67.19,134.38
DH-20267380,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,1,14.51,14.51
DH-20267493,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,2,54.97,109.94
DH-20267493,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,1,12.13,12.13
DH-20267493,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,1,54.97,54.97
DH-20267572,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,5,175.87,879.35
DH-20267572,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,2,339.52,679.04
DH-20267675,BTD-TB-04,Bàn trang điểm gương led BTD,Bàn gỗ,1,55.33,55.33
DH-20267675,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,16.17,323.4
DH-20267682,SFG-SF-03,Sofa giường thông minh gấp gọn SFG,Sofa,5,179.19,895.95
DH-20267682,GWD-CH-08,Ghế ăn Windsor cổ điển GWD,Ghế gỗ,2,20.75,41.5
DH-20268188,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,10,14.55,145.5
DH-20268188,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,10,13.47,134.7
DH-20268188,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,5,37.54,187.7
DH-20268259,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,5,14.15,70.75
DH-20268259,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,5,12.93,64.65
DH-20268641,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,5,5.97,29.85
DH-20268675,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,1,13.74,13.74
DH-20268675,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,10,16.98,169.8
DH-20268980,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,36.78,36.78
DH-20269437,KSD-KB-03,Kệ sách đứng gỗ cao su KSD,Tủ kệ,1,35.03,35.03
DH-20269437,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,10,185.93,1859.3
DH-20269509,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,10,25.6,256.0
DH-20269509,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,20,19.76,395.2
DH-20269509,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,2,10.24,20.48
DH-20269592,TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,Đồ trang trí,5,35.84,179.2
DH-20269592,SFG-SF-01,Sofa góc nỉ Cozy L-Shape SFG,Sofa,2,227.25,454.5
DH-20269592,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,5,25.87,129.35
DH-20269631,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,2,15.36,30.72
DH-20269631,GLH-SF-07,Ghế lười hạt xốp cao cấp GLH,Sofa,1,17.78,17.78
DH-20269813,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,1,24.25,24.25
DH-20260102,GLC-CH-02,Ghế tựa lưng cong Luxury GLC,Ghế gỗ,2,28.29,56.58
DH-20260367,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,5,242.52,1212.6
DH-20260367,GXP-CH-09,Ghế xếp gọn dã ngoại GXP,Ghế gỗ,5,14.82,74.1
DH-20260367,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,10,21.56,215.6
DH-20260494,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,2,13.74,27.48
DH-20260494,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,5,38.8,194.0
DH-20260494,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,2,30.72,61.44
DH-20260502,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,1,8.49,8.49
DH-20260502,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,2,35.57,71.14
DH-20260502,GXV-CH-10,Ghế xoay văn phòng có tựa GXV,Ghế gỗ,5,37.54,187.7
DH-20260769,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,10,39.52,395.2
DH-20260769,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,20,6.92,138.4
DH-20260769,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,5,19.76,98.8
DH-20260846,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,5,21.02,105.1
DH-20261083,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,1,80.84,80.84
DH-20261083,TBP-KB-06,Tủ bếp gỗ công nghiệp cao cấp TBP,Tủ kệ,5,660.18,3300.9
DH-20261083,SFK-SF-06,Sofa phòng khách gỗ sồi SFK,Sofa,1,311.23,311.23
DH-20261435,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,2,14.55,29.1
DH-20261435,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,1,145.06,145.06
DH-20261435,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,1,315.72,315.72
DH-20261540,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,2,88.92,177.84
DH-20261540,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,2,167.96,335.92
DH-20261548,KTT-KB-07,Kệ trang trí khung sắt đợt gỗ KTT,Tủ kệ,1,23.89,23.89
DH-20261548,FOLD-TB-02,Bàn trà sồi chân sắt FOLD,Bàn gỗ,1,41.5,41.5
DH-20261727,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,10,15.36,153.6
DH-20261778,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,5,23.35,116.75
DH-20261778,DHG-DC-02,Đồng hồ gỗ treo tường nghệ thuật DHG,Đồ trang trí,10,12.8,128.0
DH-20261778,GST-DC-01,Gương soi toàn thân viền gỗ GST,Đồ trang trí,20,23.35,467.0
DH-20261859,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,10,502.99,5029.9
DH-20261905,SFY-SF-05,Sofa tình yêu da bóng SFY,Sofa,10,76.8,768.0
DH-20261905,TG-KB-04,Tủ giày thông minh 3 tầng TG,Tủ kệ,5,27.31,136.55
DH-20261963,BTN-TB-10,Bàn trà Nhật bệt gỗ xoan BTN,Bàn gỗ,1,23.71,23.71
DH-20261963,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,2,167.96,335.92
DH-20262084,KTV-KB-02,Kệ tivi phòng khách sồi KTV,Tủ kệ,10,82.99,829.9
DH-20262084,KTG-KB-10,Kệ treo tường lục giác gỗ KTG,Tủ kệ,5,8.89,44.45
DH-20262165,GTR-DC-08,Giá treo quần áo chữ A GTR,Đồ trang trí,5,11.09,55.45
DH-20262365,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,5,75.09,375.45
DH-20262365,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,2,44.91,89.82
DH-20262812,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,10,16.17,161.7
DH-20262812,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,10,21.74,217.4
DH-20262812,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,2,299.1,598.2
DH-20263081,BHP-TB-08,Bàn họp lớn văn phòng BHP,Bàn gỗ,2,242.52,485.04
DH-20263120,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,10,10.24,102.4
DH-20263120,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,10,61.08,610.8
DH-20263120,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,10,110.93,1109.3
DH-20263152,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,1,44.91,44.91
DH-20263152,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,10,43.11,431.1
DH-20263508,SFN-SF-09,Sofa nỉ văng tân cổ điển SFN,Sofa,10,348.95,3489.5
DH-20263508,GBR-CH-03,Ghế bar chân sắt đệm gỗ GBR,Ghế gỗ,2,13.74,27.48
DH-20263514,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,5,17.78,88.9
DH-20263514,TLS-DC-06,Thảm lót sàn dệt tay họa tiết TLS,Đồ trang trí,5,41.5,207.5
DH-20263743,SFB-SF-02,Sofa băng da bò thật Luxury SFB,Sofa,10,528.14,5281.4
DH-20263933,GAC-CH-01,Ghế ăn mộc gỗ cao su GAC,Ghế gỗ,5,10.24,51.2
DH-20264125,BHS-TB-05,Bàn học sinh chống gù BHS,Bàn gỗ,10,29.1,291.0
DH-20264125,GLV-CH-06,Ghế làm việc công thái học GLV,Ghế gỗ,5,42.66,213.3
DH-20264125,KHG-DC-07,Khay gỗ đựng trà bánh đa năng KHG,Đồ trang trí,20,5.97,119.4
DH-20264921,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,1,71.68,71.68
DH-20264923,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,2,14.37,28.74
DH-20264971,SFD-SF-04,Sofa đơn bọc vải nhung SFD,Sofa,1,75.09,75.09
DH-20265104,GBD-CH-04,Ghế băng dài phòng chờ GBD,Ghế gỗ,1,39.52,39.52
DH-20265104,TDG-KB-08,Tủ đầu giường 2 ngăn kéo TDG,Tủ kệ,2,12.93,25.86
DH-20265261,BCF-TB-07,Bàn cafe gỗ thông pallet BCF,Bàn gỗ,5,14.55,72.75
DH-20265261,SFB-SF-08,Sofa bench đệm giả da SFB,Sofa,2,47.43,94.86
DH-20265423,MOGA-TB-06,Bàn ăn tròn xoay Mộc Gia,Bàn gỗ,5,167.96,839.8
DH-20265423,DNG-DC-04,Đèn ngủ thân gỗ đế tròn DNG,Đồ trang trí,20,17.78,355.6
DH-20265423,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,2,414.97,829.94
DH-20265664,DDS-DC-10,Đèn đứng đọc sách vintage DDS,Đồ trang trí,5,21.74,108.7
