order_id,date,customer_name,status
DH-20263703,2026-01-13,Công ty Cổ phần Decor Việt Nam,Completed
DH-20264288,2026-01-13,Tổng thầu Nội thất Trường Thành,Completed
DH-20264415,2026-01-13,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20264545,2026-01-13,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20264714,2026-01-13,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20264767,2026-01-13,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20264878,2026-01-13,Tổng thầu Nội thất Trường Thành,Completed
DH-20264980,2026-01-13,Nội thất Thông minh SmartHome,Completed
DH-20265246,2026-01-13,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265354,2026-01-13,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265563,2026-01-13,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20265956,2026-01-13,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20266053,2026-01-13,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20266233,2026-01-13,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20266298,2026-01-13,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20266552,2026-01-13,Nội thất Thông minh SmartHome,Completed
DH-20266934,2026-01-13,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20266938,2026-01-13,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267079,2026-01-13,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267139,2026-01-13,Văn phòng Đại diện WoodTech VN,Completed
DH-20267328,2026-01-13,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20267575,2026-01-13,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20267758,2026-01-13,Công ty Cổ phần Decor Việt Nam,Completed
DH-20267761,2026-01-13,Tổng thầu Decor Đông Dương,Completed
DH-20268040,2026-01-13,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20268115,2026-01-13,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20268230,2026-01-13,Chuỗi Homestay Cát Bà Eco,Completed
DH-20268369,2026-01-13,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20268436,2026-01-13,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268592,2026-01-13,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20268825,2026-01-13,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20268920,2026-01-13,Đại lý Bán lẻ Mộc Lan,Completed
DH-20268950,2026-01-13,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20269095,2026-01-13,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20269617,2026-01-13,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20269700,2026-01-13,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20269869,2026-01-13,Khách sạn Grand Palace Heritage,Completed
DH-20260488,2026-01-14,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260540,2026-01-14,Tổng thầu Nội thất Trường Thành,Completed
DH-20260541,2026-01-14,Đại lý Phân phối Nội thất Minh Hải,Pending
DH-20260610,2026-01-14,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20260809,2026-01-14,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261240,2026-01-14,Công ty Cổ phần Decor Việt Nam,Pending
DH-20261272,2026-01-14,Tổng thầu Decor Đông Dương,Completed
DH-20261879,2026-01-14,Công ty Cổ phần Decor Việt Nam,Completed
DH-20262237,2026-01-14,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20263004,2026-01-14,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20263238,2026-01-14,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20263241,2026-01-14,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20263646,2026-01-14,Đại lý Bán lẻ Mộc Lan,Completed
DH-20263710,2026-01-14,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20263859,2026-01-14,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20264160,2026-01-14,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264307,2026-01-14,Homestay & Resort Hội An Green,Completed
DH-20264600,2026-01-14,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20264629,2026-01-14,Công ty Cổ phần Decor Việt Nam,Completed
DH-20264832,2026-01-14,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265438,2026-01-14,Văn phòng Đại diện WoodTech VN,Completed
DH-20265520,2026-01-14,Đại lý Bán lẻ Mộc Lan,Pending
DH-20265602,2026-01-14,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20265682,2026-01-14,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20265684,2026-01-14,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20265857,2026-01-14,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20265864,2026-01-14,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265907,2026-01-14,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Pending
DH-20266070,2026-01-14,Nội thất Thông minh SmartHome,Pending
DH-20266223,2026-01-14,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20266488,2026-01-14,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266518,2026-01-14,Công ty Cổ phần Địa ốc Hưng Thịnh,Pending
DH-20266808,2026-01-14,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267081,2026-01-14,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20267367,2026-01-14,Công ty Thiết kế Không Gian Xanh,Pending
DH-20267678,2026-01-14,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20267871,2026-01-14,Kiến trúc & Nội thất Hoàng Hoan,Pending
DH-20267886,2026-01-14,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20267927,2026-01-14,Chuỗi Homestay Cát Bà Eco,Pending
DH-20267976,2026-01-14,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20267999,2026-01-14,Nội thất Thông minh SmartHome,Completed
DH-20268176,2026-01-14,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20268342,2026-01-14,Chuỗi Homestay Cát Bà Eco,Pending
DH-20268865,2026-01-14,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20269147,2026-01-14,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20269229,2026-01-14,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20269254,2026-01-14,Công ty Cổ phần Kiến trúc Xinh,Pending
DH-20269257,2026-01-14,Văn phòng Đại diện WoodTech VN,Pending
DH-20269287,2026-01-14,Tổng thầu Nội thất Trường Thành,Completed
DH-20269362,2026-01-14,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20269421,2026-01-14,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20269442,2026-01-14,Văn phòng Đại diện WoodTech VN,Completed
DH-20269670,2026-01-14,Công ty Cổ phần Địa ốc Hưng Thịnh,Pending
DH-20269950,2026-01-14,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20260115,2026-01-15,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Pending
DH-20260354,2026-01-15,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20260411,2026-01-15,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20260512,2026-01-15,Công ty Cổ phần Decor Việt Nam,Completed
DH-20260874,2026-01-15,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20261073,2026-01-15,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20261088,2026-01-15,Văn phòng Đại diện WoodTech VN,Completed
DH-20261194,2026-01-15,Nội thất Thông minh SmartHome,Completed
DH-20261259,2026-01-15,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20261783,2026-01-15,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20262178,2026-01-15,Homestay & Resort Hội An Green,Pending
DH-20262415,2026-01-15,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262838,2026-01-15,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20263092,2026-01-15,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20263310,2026-01-15,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20263434,2026-01-15,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20263708,2026-01-15,Tổng thầu Nội thất Trường Thành,Completed
DH-20264205,2026-01-15,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20264533,2026-01-15,Công ty Cổ phần Đầu tư Phú Mỹ,Pending
DH-20264619,2026-01-15,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20264650,2026-01-15,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20264657,2026-01-15,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20265080,2026-01-15,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20265112,2026-01-15,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20265276,2026-01-15,Chuỗi Homestay Cát Bà Eco,Completed
DH-20265280,2026-01-15,Khách sạn Grand Palace Heritage,Completed
DH-20265302,2026-01-15,Tổng thầu Nội thất Trường Thành,Completed
DH-20265492,2026-01-15,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20265800,2026-01-15,Công ty Cổ phần Đầu tư Phú Mỹ,Pending
DH-20266704,2026-01-15,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267101,2026-01-15,Tổng thầu Nội thất Trường Thành,Completed
DH-20267154,2026-01-15,Tổng thầu Decor Đông Dương,Completed
DH-20267188,2026-01-15,Công ty Thiết kế Không Gian Xanh,Completed
DH-20267316,2026-01-15,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20267411,2026-01-15,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20267431,2026-01-15,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267655,2026-01-15,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20267676,2026-01-15,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20267679,2026-01-15,Công ty Cổ phần Decor Việt Nam,Completed
DH-20267710,2026-01-15,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20267771,2026-01-15,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20267785,2026-01-15,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267824,2026-01-15,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20267827,2026-01-15,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20268017,2026-01-15,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20268033,2026-01-15,Công ty TNHH Kiến trúc Nhà Việt,Pending
DH-20268134,2026-01-15,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20268358,2026-01-15,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20268538,2026-01-15,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20268542,2026-01-15,Tổng thầu Nội thất Trường Thành,Completed
DH-20268599,2026-01-15,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20268796,2026-01-15,Công ty Cổ phần Decor Việt Nam,Completed
DH-20268923,2026-01-15,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20268947,2026-01-15,Nội thất Thông minh SmartHome,Completed
DH-20269064,2026-01-15,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20269119,2026-01-15,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20269184,2026-01-15,Văn phòng Đại diện WoodTech VN,Completed
DH-20269369,2026-01-15,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20269546,2026-01-15,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20269766,2026-01-15,Công ty Cổ phần Decor Việt Nam,Completed
DH-20269960,2026-01-15,Chuỗi Homestay Cát Bà Eco,Completed
DH-20260013,2026-01-16,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20260020,2026-01-16,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260201,2026-01-16,Đại lý Bán lẻ Mộc Lan,Completed
DH-20260753,2026-01-16,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260927,2026-01-16,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20261335,2026-01-16,Công ty Thiết kế Không Gian Xanh,Completed
DH-20261344,2026-01-16,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20261637,2026-01-16,Công ty Cổ phần Decor Việt Nam,Completed
DH-20261757,2026-01-16,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20261775,2026-01-16,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20261793,2026-01-16,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20261846,2026-01-16,Tổng thầu Decor Đông Dương,Pending
DH-20261929,2026-01-16,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20261950,2026-01-16,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20262346,2026-01-16,Công ty Thiết kế Không Gian Xanh,Completed
DH-20262486,2026-01-16,Tổng thầu Nội thất Trường Thành,Completed
DH-20262566,2026-01-16,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20262590,2026-01-16,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262591,2026-01-16,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262614,2026-01-16,Tổng thầu Decor Đông Dương,Completed
DH-20262653,2026-01-16,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20262935,2026-01-16,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20263125,2026-01-16,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20263143,2026-01-16,Công ty TNHH Decor & Art Hà Nội,Pending
DH-20263442,2026-01-16,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20263488,2026-01-16,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20263890,2026-01-16,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20263923,2026-01-16,Khách sạn Grand Palace Heritage,Completed
DH-20263952,2026-01-16,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20264198,2026-01-16,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20264309,2026-01-16,Nội thất Thông minh SmartHome,Completed
DH-20264524,2026-01-16,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265229,2026-01-16,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20265457,2026-01-16,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265568,2026-01-16,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20265573,2026-01-16,Homestay & Resort Hội An Green,Completed
DH-20265958,2026-01-16,Công ty Cổ phần Decor Việt Nam,Completed
DH-20266146,2026-01-16,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266283,2026-01-16,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20266348,2026-01-16,Công ty Cổ phần Decor Việt Nam,Completed
DH-20266449,2026-01-16,Công ty Thiết kế Đô thị Á Đông,Pending
DH-20266506,2026-01-16,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266786,2026-01-16,Đại lý Bán lẻ Mộc Lan,Completed
DH-20266815,2026-01-16,Công ty Cổ phần Địa ốc Hưng Thịnh,Pending
DH-20266860,2026-01-16,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267305,2026-01-16,Khách sạn Grand Palace Heritage,Completed
DH-20267456,2026-01-16,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267882,2026-01-16,Tổng thầu Nội thất Trường Thành,Completed
DH-20267963,2026-01-16,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20268164,2026-01-16,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20268285,2026-01-16,Công ty Thiết kế Không Gian Xanh,Completed
DH-20268364,2026-01-16,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20268552,2026-01-16,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20268626,2026-01-16,Tổng thầu Decor Đông Dương,Completed
DH-20268640,2026-01-16,Homestay & Resort Hội An Green,Completed
DH-20268688,2026-01-16,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20268723,2026-01-16,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20268917,2026-01-16,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20269079,2026-01-16,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20269139,2026-01-16,Nội thất Thông minh SmartHome,Completed
DH-20269365,2026-01-16,Homestay & Resort Hội An Green,Pending
DH-20269485,2026-01-16,Homestay & Resort Hội An Green,Pending
DH-20269628,2026-01-16,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20269638,2026-01-16,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20269681,2026-01-16,Công ty Cổ phần Decor Việt Nam,Completed
DH-20269686,2026-01-16,Chuỗi Homestay Cát Bà Eco,Completed
DH-20260166,2026-01-17,Công ty Phát triển Đô thị Thăng Long,Pending
DH-20260486,2026-01-17,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20260592,2026-01-17,Công ty Cổ phần Mỹ Nghệ Cát Tường,Completed
DH-20260641,2026-01-17,Công ty Cổ phần Địa ốc Hưng Thịnh,Pending
DH-20260719,2026-01-17,Công ty Thiết kế Đô thị Á Đông,Pending
DH-20260799,2026-01-17,Chuỗi Homestay Cát Bà Eco,Completed
DH-20260805,2026-01-17,Công ty TNHH WoodStyle Việt Nam,Pending
DH-20260936,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20261054,2026-01-17,Văn phòng Đại diện WoodTech VN,Completed
DH-20261078,2026-01-17,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20261386,2026-01-17,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20261609,2026-01-17,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20261881,2026-01-17,Tổng thầu Nội thất Trường Thành,Completed
DH-20262122,2026-01-17,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20262136,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20262259,2026-01-17,Chuỗi Homestay Cát Bà Eco,Completed
DH-20262269,2026-01-17,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20262350,2026-01-17,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262473,2026-01-17,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20262567,2026-01-17,Tổng thầu Nội thất Trường Thành,Pending
DH-20262651,2026-01-17,Tổng thầu Nội thất Trường Thành,Completed
DH-20262728,2026-01-17,Chuỗi Homestay Cát Bà Eco,Completed
DH-20262855,2026-01-17,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20263179,2026-01-17,Công ty Thiết kế Không Gian Xanh,Completed
DH-20263192,2026-01-17,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20263235,2026-01-17,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20263247,2026-01-17,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Completed
DH-20263843,2026-01-17,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20263969,2026-01-17,Tổng thầu Decor Đông Dương,Completed
DH-20264324,2026-01-17,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20264493,2026-01-17,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20264552,2026-01-17,Nội thất Thông minh SmartHome,Completed
DH-20264554,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20264897,2026-01-17,Nội thất Thông minh SmartHome,Completed
DH-20265107,2026-01-17,Văn phòng Đại diện WoodTech VN,Completed
DH-20265265,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265282,2026-01-17,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20265379,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265579,2026-01-17,Tổng thầu Decor Đông Dương,Completed
DH-20265609,2026-01-17,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20265893,2026-01-17,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20266132,2026-01-17,Homestay & Resort Hội An Green,Completed
DH-20266508,2026-01-17,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20266564,2026-01-17,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266640,2026-01-17,Đại lý Phân phối Nội thất Minh Hải,Pending
DH-20266687,2026-01-17,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
DH-20266736,2026-01-17,Văn phòng Đại diện WoodTech VN,Completed
DH-20266993,2026-01-17,Đại lý Bán lẻ Mộc Lan,Completed
DH-20267010,2026-01-17,Nội thất Thông minh SmartHome,Completed
DH-20267064,2026-01-17,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20267129,2026-01-17,Khách sạn Grand Palace Heritage,Completed
DH-20267397,2026-01-17,Văn phòng Đại diện WoodTech VN,Completed
DH-20267478,2026-01-17,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267490,2026-01-17,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20267497,2026-01-17,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20267699,2026-01-17,Công ty TNHH Decor & Art Hà Nội,Pending
DH-20268183,2026-01-17,Nội thất Thông minh SmartHome,Completed
DH-20268233,2026-01-17,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20268383,2026-01-17,Công ty TNHH Kiến trúc Nhà Việt,Pending
DH-20268527,2026-01-17,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20268565,2026-01-17,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20268616,2026-01-17,Văn phòng Đại diện WoodTech VN,Completed
DH-20268808,2026-01-17,Tổng thầu Decor Đông Dương,Completed
DH-20269018,2026-01-17,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20269288,2026-01-17,Công ty Cổ phần Đầu tư Phú Mỹ,Pending
DH-20269300,2026-01-17,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20269486,2026-01-17,Công ty Cổ phần Địa ốc Hưng Thịnh,Completed
DH-20269594,2026-01-17,Homestay & Resort Hội An Green,Completed
DH-20269736,2026-01-17,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20260046,2026-01-18,Tổng thầu Decor Đông Dương,Completed
DH-20260228,2026-01-18,Tổng thầu Xây dựng Hòa Bình Group,Completed
DH-20260403,2026-01-18,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20260865,2026-01-18,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20260875,2026-01-18,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20260894,2026-01-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20261236,2026-01-18,Homestay & Resort Hội An Green,Completed
DH-20261355,2026-01-18,Khách sạn Grand Palace Heritage,Completed
DH-20261454,2026-01-18,Tổng thầu Nội thất Trường Thành,Completed
DH-20262184,2026-01-18,Nội thất Nhà Xinh Sài Gòn,Completed
DH-20262282,2026-01-18,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20262329,2026-01-18,Đại lý Bán lẻ Mộc Lan,Completed
DH-20262479,2026-01-18,Công ty Thiết kế Không Gian Xanh,Completed
DH-20262607,2026-01-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20262658,2026-01-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20262664,2026-01-18,Công ty TNHH Kiến trúc Nhà Việt,Completed
DH-20262763,2026-01-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20262908,2026-01-18,Công ty Thiết kế Không Gian Xanh,Completed
DH-20262982,2026-01-18,Tập đoàn Xây dựng & Kiến trúc An Phong,Completed
DH-20263116,2026-01-18,Nội thất Thông minh SmartHome,Completed
DH-20263194,2026-01-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20263465,2026-01-18,Homestay & Resort Hội An Green,Completed
DH-20263630,2026-01-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20263702,2026-01-18,Đại lý Xuất nhập khẩu Mộc Việt Hùng,Pending
DH-20263783,2026-01-18,Homestay & Resort Hội An Green,Completed
DH-20263876,2026-01-18,Tổng thầu Nội thất Trường Thành,Completed
DH-20264021,2026-01-18,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20264043,2026-01-18,Đại lý Phân phối Nội thất Minh Hải,Completed
DH-20264273,2026-01-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20264558,2026-01-18,Công ty TNHH Decor & Art Hà Nội,Completed
DH-20264605,2026-01-18,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20264696,2026-01-18,Công ty Cổ phần Decor Việt Nam,Completed
DH-20264883,2026-01-18,Homestay & Resort Hội An Green,Completed
DH-20265055,2026-01-18,Nội thất Thông minh SmartHome,Completed
DH-20265149,2026-01-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265195,2026-01-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20265257,2026-01-18,Nội thất Thông minh SmartHome,Completed
DH-20265437,2026-01-18,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20265462,2026-01-18,Công ty Thiết kế Không Gian Xanh,Completed
DH-20265513,2026-01-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20265634,2026-01-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266059,2026-01-18,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20266076,2026-01-18,Công ty Phát triển Đô thị Thăng Long,Completed
DH-20266343,2026-01-18,Đại lý Bán lẻ Mộc Lan,Completed
DH-20266384,2026-01-18,Công ty Cổ phần Đầu tư Phú Mỹ,Completed
DH-20266659,2026-01-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20266911,2026-01-18,Tổng công ty Lâm nghiệp VinaWood,Completed
DH-20267073,2026-01-18,Homestay & Resort Hội An Green,Completed
DH-20267200,2026-01-18,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20267421,2026-01-18,Công ty TNHH Nội thất Mộc Mỹ Gia,Completed
DH-20267433,2026-01-18,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20267471,2026-01-18,Công ty TNHH WoodStyle Việt Nam,Pending
DH-20267511,2026-01-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20267597,2026-01-18,Công ty Cổ phần Kiến trúc Xinh,Completed
DH-20267620,2026-01-18,Nội thất Thông minh SmartHome,Pending
DH-20267797,2026-01-18,Đại lý Xuất khẩu Gỗ Việt,Completed
DH-20268185,2026-01-18,Văn phòng Đại diện WoodTech VN,Completed
DH-20268197,2026-01-18,Công ty Thiết kế Đô thị Á Đông,Completed
DH-20268720,2026-01-18,Công ty TNHH WoodStyle Việt Nam,Completed
DH-20269173,2026-01-18,Đại lý Bán lẻ Mộc Lan,Completed
DH-20269219,2026-01-18,Tập đoàn Xây dựng & Kiến trúc An Phong,Pending
DH-20269247,2026-01-18,Công ty Phát triển Đô thị Thăng Long,Pending
DH-20269449,2026-01-18,Chuỗi Siêu thị Nội thất Đẹp,Completed
DH-20269577,2026-01-18,Kiến trúc & Nội thất Hoàng Hoan,Completed
DH-20260055,2026-01-19,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,Completed
