month,customer_name,product_code,product_name,category,ton_qty,ton_vol,ton_vnd,ton_usd,nhap_qty,nhap_vol,nhap_vnd,nhap_usd,xuat_qty,xuat_vol,xuat_vnd,xuat_usd,cuoi_qty,cuoi_vol,cuoi_vnd,cuoi_usd
2,Đại lý Bán lẻ Mộc Lan,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,143,21.45,547886400,22828.6,28,4.2,107278320,4469.93,22,3.3,84290160,3512.09,149,22.35,570874560,23786.44
2,Homestay & Resort Hội An Green,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,231,34.65,885047040,36876.96,45,6.75,172411680,7183.82,35,5.25,134098080,5587.42,241,36.15,923360640,38473.36
2,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,244,36.6,934854960,38952.29,48,7.2,183906000,7662.75,37,5.55,141760800,5906.7,255,38.25,977000160,40708.34
2,Công ty Cổ phần Decor Việt Nam,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,210,31.5,804588240,33524.51,41,6.15,157086240,6545.26,32,4.8,122604000,5108.5,219,32.85,839070480,34961.27
2,Tổng thầu Nội thất Trường Thành,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,148,22.2,567043200,23626.8,29,4.35,111109920,4629.58,23,3.45,88121520,3671.73,154,23.1,590031600,24584.65
2,Đại lý Xuất khẩu Gỗ Việt,TQA-KB-01,Tủ quần áo 4 cánh gỗ thông TQA,Tủ kệ,86,12.9,329498160,13729.09,17,2.55,65133360,2713.89,13,1.95,49807920,2075.33,90,13.5,344823600,14367.65
2,Công ty TNHH Nội thất Mộc Mỹ Gia,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,228,34.2,2080743840,86697.66,39,5.85,355916640,14829.86,33,4.95,301160160,12548.34,234,35.1,2135500320,88979.18
2,Tập đoàn Xây dựng & Kiến trúc An Phong,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,128,19.2,1168136880,48672.37,22,3.3,200773440,8365.56,18,2.7,164269200,6844.55,132,19.8,1204641120,50193.38
2,Tổng thầu Decor Đông Dương,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,93,13.95,848724480,35363.52,16,2.4,146017200,6084.05,13,1.95,118638960,4943.29,96,14.4,876102720,36504.28
2,Đại lý Xuất nhập khẩu Mộc Việt Hùng,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,200,30.0,1825213920,76050.58,34,5.1,310286400,12928.6,29,4.35,264655920,11027.33,205,30.75,1870844400,77951.85
2,Công ty Cổ phần Mỹ Nghệ Cát Tường,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,108,16.2,985615440,41067.31,18,2.7,164269200,6844.55,16,2.4,146017200,6084.05,110,16.5,1003867440,41827.81
2,Khách sạn Grand Palace Heritage,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,150,22.5,1368910320,57037.93,26,3.9,237277680,9886.57,22,3.3,200773440,8365.56,154,23.1,1405414560,58558.94
2,Công ty Thiết kế Không Gian Xanh,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,208,31.2,1898222400,79092.6,35,5.25,319412400,13308.85,30,4.5,273782160,11407.59,213,31.95,1943852640,80993.86
2,Chuỗi Siêu thị Nội thất Đẹp,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,160,24.0,1460171040,60840.46,27,4.05,246403920,10266.83,23,3.45,209899680,8745.82,164,24.6,1496675280,62361.47
2,Công ty Cổ phần Đầu tư Phú Mỹ,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,145,21.75,1323280080,55136.67,25,3.75,228151680,9506.32,21,3.15,191647440,7985.31,149,22.35,1359784320,56657.68
2,Nội thất Nhà Xinh Sài Gòn,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,135,20.25,1232019360,51334.14,23,3.45,209899680,8745.82,19,2.85,173395200,7224.8,139,20.85,1268523840,52855.16
2,Văn phòng Đại diện WoodTech VN,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,81,12.15,739211520,30800.48,14,2.1,127764960,5323.54,12,1.8,109512720,4563.03,83,12.45,757463760,31560.99
2,Công ty TNHH Decor & Art Hà Nội,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,106,15.9,967363200,40306.8,18,2.7,164269200,6844.55,15,2.25,136890960,5703.79,109,16.35,994741440,41447.56
2,Công ty Phát triển Đô thị Thăng Long,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,183,27.45,1670070720,69586.28,31,4.65,282908160,11787.84,26,3.9,237277680,9886.57,188,28.2,1715701200,71487.55
2,Tổng công ty Lâm nghiệp VinaWood,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,215,32.25,1962104880,81754.37,37,5.55,337664640,14069.36,31,4.65,282908160,11787.84,221,33.15,2016861360,84035.89
2,Công ty TNHH Kiến trúc Nhà Việt,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,91,13.65,830472240,34603.01,16,2.4,146017200,6084.05,13,1.95,118638960,4943.29,94,14.1,857850480,35743.77
2,Đại lý Phân phối Nội thất Minh Hải,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,153,22.95,1396288560,58178.69,26,3.9,237277680,9886.57,22,3.3,200773440,8365.56,157,23.55,1432792800,59699.7
2,Chuỗi Homestay Cát Bà Eco,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,93,13.95,848724480,35363.52,16,2.4,146017200,6084.05,13,1.95,118638960,4943.29,96,14.4,876102720,36504.28
2,Công ty Cổ phần Địa ốc Hưng Thịnh,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,150,22.5,1368910320,57037.93,26,3.9,237277680,9886.57,22,3.3,200773440,8365.56,154,23.1,1405414560,58558.94
2,Nội thất Thông minh SmartHome,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,116,17.4,1058623920,44109.33,20,3.0,182521440,7605.06,17,2.55,155143200,6464.3,119,17.85,1086002160,45250.09
2,Công ty TNHH WoodStyle Việt Nam,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,106,15.9,967363200,40306.8,18,2.7,164269200,6844.55,15,2.25,136890960,5703.79,109,16.35,994741440,41447.56
2,Kiến trúc & Nội thất Hoàng Hoan,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,108,16.2,985615440,41067.31,18,2.7,164269200,6844.55,16,2.4,146017200,6084.05,110,16.5,1003867440,41827.81
2,Công ty Thiết kế Đô thị Á Đông,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,148,22.2,1350658320,56277.43,25,3.75,228151680,9506.32,21,3.15,191647440,7985.31,152,22.8,1387162560,57798.44
2,Tổng thầu Xây dựng Hòa Bình Group,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,205,30.75,1870844160,77951.84,35,5.25,319412400,13308.85,29,4.35,264655920,11027.33,211,31.65,1925600640,80233.36
2,Công ty Cổ phần Kiến trúc Xinh,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,118,17.7,1076876160,44869.84,20,3.0,182521440,7605.06,17,2.55,155143200,6464.3,121,18.15,1104254400,46010.6
2,Đại lý Bán lẻ Mộc Lan,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,66,9.9,602320560,25096.69,11,1.65,100386720,4182.78,9,1.35,82134720,3422.28,68,10.2,620572560,25857.19
2,Homestay & Resort Hội An Green,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,275,41.25,2509668960,104569.54,47,7.05,428925360,17871.89,40,6.0,365042880,15210.12,282,42.3,2573551440,107231.31
2,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,126,18.9,1149884640,47911.86,21,3.15,191647440,7985.31,18,2.7,164269200,6844.55,129,19.35,1177262880,49052.62
2,Công ty Cổ phần Decor Việt Nam,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,175,26.25,1597062000,66544.25,30,4.5,273782160,11407.59,25,3.75,228151680,9506.32,180,27.0,1642692480,68445.52
2,Tổng thầu Nội thất Trường Thành,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,150,22.5,1368910320,57037.93,26,3.9,237277680,9886.57,22,3.3,200773440,8365.56,154,23.1,1405414560,58558.94
2,Đại lý Xuất khẩu Gỗ Việt,TRA-KB-05,Tủ rượu âm tường gỗ mun TRA,Tủ kệ,118,17.7,1076876160,44869.84,20,3.0,182521440,7605.06,17,2.55,155143200,6464.3,121,18.15,1104254400,46010.6
2,Công ty TNHH Nội thất Mộc Mỹ Gia,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,95,14.25,139179840,5799.16,20,3.0,29301120,1220.88,16,2.4,23440800,976.7,99,14.85,145040160,6043.34
2,Tập đoàn Xây dựng & Kiến trúc An Phong,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,237,35.55,347217120,14467.38,50,7.5,73252560,3052.19,39,5.85,57137040,2380.71,248,37.2,363332640,15138.86
2,Tổng thầu Decor Đông Dương,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,201,30.15,294475440,12269.81,42,6.3,61532160,2563.84,33,4.95,48346800,2014.45,210,31.5,307660800,12819.2
2,Đại lý Xuất nhập khẩu Mộc Việt Hùng,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,128,19.2,187526640,7813.61,27,4.05,39556320,1648.18,21,3.15,30766080,1281.92,134,20.1,196316880,8179.87
2,Công ty Cổ phần Mỹ Nghệ Cát Tường,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,124,18.6,181666320,7569.43,26,3.9,38091360,1587.14,20,3.0,29301120,1220.88,130,19.5,190456560,7935.69
2,Khách sạn Grand Palace Heritage,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,198,29.7,290080080,12086.67,42,6.3,61532160,2563.84,32,4.8,46881600,1953.4,208,31.2,304730640,12697.11
2,Công ty Thiết kế Không Gian Xanh,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,119,17.85,174341040,7264.21,25,3.75,36626400,1526.1,19,2.85,27835920,1159.83,125,18.75,183131520,7630.48
2,Chuỗi Siêu thị Nội thất Đẹp,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,162,24.3,237338400,9889.1,34,5.1,49811760,2075.49,27,4.05,39556320,1648.18,169,25.35,247593840,10316.41
2,Công ty Cổ phần Đầu tư Phú Mỹ,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,138,20.7,202177200,8424.05,29,4.35,42486480,1770.27,23,3.45,33696240,1404.01,144,21.6,210967440,8790.31
2,Nội thất Nhà Xinh Sài Gòn,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,176,26.4,257849040,10743.71,37,5.55,54206880,2258.62,29,4.35,42486480,1770.27,184,27.6,269569440,11232.06
2,Văn phòng Đại diện WoodTech VN,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,124,18.6,181666320,7569.43,26,3.9,38091360,1587.14,20,3.0,29301120,1220.88,130,19.5,190456560,7935.69
2,Công ty TNHH Decor & Art Hà Nội,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,164,24.6,240268320,10011.18,35,5.25,51276720,2136.53,27,4.05,39556320,1648.18,172,25.8,251988720,10499.53
2,Công ty Phát triển Đô thị Thăng Long,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,181,27.15,265174320,11048.93,38,5.7,55671840,2319.66,30,4.5,43951440,1831.31,189,28.35,276894720,11537.28
2,Tổng công ty Lâm nghiệp VinaWood,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,167,25.05,244663680,10194.32,35,5.25,51276720,2136.53,27,4.05,39556320,1648.18,175,26.25,256384080,10682.67
2,Công ty TNHH Kiến trúc Nhà Việt,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,160,24.0,234408240,9767.01,34,5.1,49811760,2075.49,26,3.9,38091360,1587.14,168,25.2,246128640,10255.36
2,Đại lý Phân phối Nội thất Minh Hải,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,97,14.55,142110000,5921.25,20,3.0,29301120,1220.88,16,2.4,23440800,976.7,101,15.15,147970320,6165.43
2,Chuỗi Homestay Cát Bà Eco,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,152,22.8,222687840,9278.66,32,4.8,46881600,1953.4,25,3.75,36626400,1526.1,159,23.85,232943040,9705.96
2,Công ty Cổ phần Địa ốc Hưng Thịnh,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,138,20.7,202177200,8424.05,29,4.35,42486480,1770.27,23,3.45,33696240,1404.01,144,21.6,210967440,8790.31
2,Nội thất Thông minh SmartHome,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,107,16.05,156760560,6531.69,22,3.3,32231040,1342.96,17,2.55,24905760,1037.74,112,16.8,164085840,6836.91
2,Công ty TNHH WoodStyle Việt Nam,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,184,27.6,269569440,11232.06,39,5.85,57137040,2380.71,30,4.5,43951440,1831.31,193,28.95,282755040,11781.46
2,Kiến trúc & Nội thất Hoàng Hoan,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,160,24.0,234408240,9767.01,34,5.1,49811760,2075.49,26,3.9,38091360,1587.14,168,25.2,246128640,10255.36
2,Công ty Thiết kế Đô thị Á Đông,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,121,18.15,177271200,7386.3,25,3.75,36626400,1526.1,20,3.0,29301120,1220.88,126,18.9,184596480,7691.52
2,Tổng thầu Xây dựng Hòa Bình Group,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,176,26.4,257849040,10743.71,37,5.55,54206880,2258.62,29,4.35,42486480,1770.27,184,27.6,269569440,11232.06
2,Công ty Cổ phần Kiến trúc Xinh,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,109,16.35,159690720,6653.78,23,3.45,33696240,1404.01,18,2.7,26370960,1098.79,114,17.1,167016000,6959.0
2,Đại lý Bán lẻ Mộc Lan,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,56,8.4,82042800,3418.45,12,1.8,17580720,732.53,9,1.35,13185360,549.39,59,8.85,86438160,3601.59
2,Homestay & Resort Hội An Green,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,56,8.4,82042800,3418.45,12,1.8,17580720,732.53,9,1.35,13185360,549.39,59,8.85,86438160,3601.59
2,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,99,14.85,145040160,6043.34,21,3.15,30766080,1281.92,16,2.4,23440800,976.7,104,15.6,152365440,6348.56
2,Công ty Cổ phần Decor Việt Nam,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,114,17.1,167015760,6958.99,24,3.6,35161200,1465.05,19,2.85,27835920,1159.83,119,17.85,174341040,7264.21
2,Tổng thầu Nội thất Trường Thành,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,112,16.8,164085840,6836.91,23,3.45,33696240,1404.01,18,2.7,26370960,1098.79,117,17.55,171411120,7142.13
2,Đại lý Xuất khẩu Gỗ Việt,TTL-KB-09,Tủ tài liệu văn phòng nhiều ngăn TTL,Tủ kệ,92,13.8,134784720,5616.03,19,2.85,27835920,1159.83,15,2.25,21975840,915.66,96,14.4,140644800,5860.2
3,Công ty TNHH Nội thất Mộc Mỹ Gia,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,165,24.75,461359920,19223.33,34,5.1,95068080,3961.17,22,3.3,61514640,2563.11,177,26.55,494913360,20621.39
3,Tập đoàn Xây dựng & Kiến trúc An Phong,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,124,18.6,346718880,14446.62,26,3.9,72699120,3029.13,17,2.55,47534160,1980.59,133,19.95,371883840,15495.16
3,Tổng thầu Decor Đông Dương,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,126,18.9,352311120,14679.63,26,3.9,72699120,3029.13,17,2.55,47534160,1980.59,135,20.25,377476080,15728.17
3,Đại lý Xuất nhập khẩu Mộc Việt Hùng,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,142,21.3,397049040,16543.71,29,4.35,81087600,3378.65,19,2.85,53126400,2213.6,152,22.8,425010240,17708.76
3,Công ty Cổ phần Mỹ Nghệ Cát Tường,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,112,16.8,313165440,13048.56,23,3.45,64310880,2679.62,15,2.25,41941920,1747.58,120,18.0,335534400,13980.6
3,Khách sạn Grand Palace Heritage,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,140,21.0,391456800,16310.7,29,4.35,81087600,3378.65,19,2.85,53126400,2213.6,150,22.5,419418000,17475.75
3,Công ty Thiết kế Không Gian Xanh,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,147,22.05,411029760,17126.24,30,4.5,83883600,3495.15,19,2.85,53126400,2213.6,158,23.7,441786960,18407.79
3,Chuỗi Siêu thị Nội thất Đẹp,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,100,15.0,279612000,11650.5,21,3.15,58718640,2446.61,13,1.95,36349680,1514.57,108,16.2,301980960,12582.54
3,Công ty Cổ phần Đầu tư Phú Mỹ,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,177,26.55,494913360,20621.39,37,5.55,103456560,4310.69,24,3.6,67106880,2796.12,190,28.5,531263040,22135.96
3,Nội thất Nhà Xinh Sài Gòn,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,86,12.9,240466320,10019.43,18,2.7,50330160,2097.09,11,1.65,30757440,1281.56,93,13.95,260039040,10834.96
3,Văn phòng Đại diện WoodTech VN,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,140,21.0,391456800,16310.7,29,4.35,81087600,3378.65,19,2.85,53126400,2213.6,150,22.5,419418000,17475.75
3,Công ty TNHH Decor & Art Hà Nội,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,96,14.4,268427520,11184.48,20,3.0,55922400,2330.1,13,1.95,36349680,1514.57,103,15.45,288000240,12000.01
3,Công ty Phát triển Đô thị Thăng Long,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,78,11.7,218097360,9087.39,16,2.4,44737920,1864.08,10,1.5,27961200,1165.05,84,12.6,234874080,9786.42
3,Tổng công ty Lâm nghiệp VinaWood,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,126,18.9,352311120,14679.63,26,3.9,72699120,3029.13,17,2.55,47534160,1980.59,135,20.25,377476080,15728.17
3,Công ty TNHH Kiến trúc Nhà Việt,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,120,18.0,335534400,13980.6,25,3.75,69903120,2912.63,16,2.4,44737920,1864.08,129,19.35,360699600,15029.15
3,Đại lý Phân phối Nội thất Minh Hải,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,147,22.05,411029760,17126.24,30,4.5,83883600,3495.15,19,2.85,53126400,2213.6,158,23.7,441786960,18407.79
3,Chuỗi Homestay Cát Bà Eco,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,61,9.15,170563440,7106.81,13,1.95,36349680,1514.57,8,1.2,22368960,932.04,66,9.9,184544160,7689.34
3,Công ty Cổ phần Địa ốc Hưng Thịnh,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,59,8.85,164971200,6873.8,12,1.8,33553440,1398.06,8,1.2,22368960,932.04,63,9.45,176155680,7339.82
3,Nội thất Thông minh SmartHome,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,142,21.3,397049040,16543.71,30,4.5,83883600,3495.15,19,2.85,53126400,2213.6,153,22.95,427806240,17825.26
3,Công ty TNHH WoodStyle Việt Nam,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,151,22.65,422214240,17592.26,31,4.65,86679840,3611.66,20,3.0,55922400,2330.1,162,24.3,452971680,18873.82
3,Kiến trúc & Nội thất Hoàng Hoan,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,94,14.1,262835280,10951.47,19,2.85,53126400,2213.6,12,1.8,33553440,1398.06,101,15.15,282408240,11767.01
3,Công ty Thiết kế Đô thị Á Đông,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,110,16.5,307573200,12815.55,23,3.45,64310880,2679.62,15,2.25,41941920,1747.58,118,17.7,329942160,13747.59
3,Tổng thầu Xây dựng Hòa Bình Group,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,94,14.1,262835280,10951.47,19,2.85,53126400,2213.6,12,1.8,33553440,1398.06,101,15.15,282408240,11767.01
3,Công ty Cổ phần Kiến trúc Xinh,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,165,24.75,461359920,19223.33,34,5.1,95068080,3961.17,22,3.3,61514640,2563.11,177,26.55,494913360,20621.39
3,Đại lý Bán lẻ Mộc Lan,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,112,16.8,313165440,13048.56,23,3.45,64310880,2679.62,15,2.25,41941920,1747.58,120,18.0,335534400,13980.6
3,Homestay & Resort Hội An Green,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,70,10.5,195728400,8155.35,14,2.1,39145680,1631.07,9,1.35,25165200,1048.55,75,11.25,209708880,8737.87
3,Công ty TNHH Mỹ thuật ứng dụng Sông Hương,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,126,18.9,352311120,14679.63,26,3.9,72699120,3029.13,17,2.55,47534160,1980.59,135,20.25,377476080,15728.17
3,Công ty Cổ phần Decor Việt Nam,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,195,29.25,545243520,22718.48,40,6.0,111844800,4660.2,26,3.9,72699120,3029.13,209,31.35,584389200,24349.55
3,Tổng thầu Nội thất Trường Thành,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,122,18.3,341126640,14213.61,25,3.75,69903120,2912.63,16,2.4,44737920,1864.08,131,19.65,366291840,15262.16
3,Đại lý Xuất khẩu Gỗ Việt,ACVD-TB-01,Bàn ăn gỗ sồi Mỹ ACVD,Bàn gỗ,130,19.5,363495600,15145.65,27,4.05,75495360,3145.64,17,2.55,47534160,1980.59,140,21.0,391456800,16310.7
3,Công ty TNHH Nội thất Mộc Mỹ Gia,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,79,11.85,130086000,5420.25,15,2.25,24699840,1029.16,16,2.4,26346480,1097.77,78,11.7,128439360,5351.64
3,Tập đoàn Xây dựng & Kiến trúc An Phong,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,97,14.55,159725760,6655.24,19,2.85,31286400,1303.6,20,3.0,32933040,1372.21,96,14.4,158079120,6586.63
3,Tổng thầu Decor Đông Dương,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,131,19.65,215712240,8988.01,26,3.9,42813120,1783.88,27,4.05,44459760,1852.49,130,19.5,214065600,8919.4
3,Đại lý Xuất nhập khẩu Mộc Việt Hùng,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,81,12.15,133379280,5557.47,16,2.4,26346480,1097.77,16,2.4,26346480,1097.77,81,12.15,133379280,5557.47
3,Công ty Cổ phần Mỹ Nghệ Cát Tường,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,56,8.4,92212800,3842.2,11,1.65,18113280,754.72,12,1.8,19759920,823.33,55,8.25,90566160,3773.59
3,Khách sạn Grand Palace Heritage,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,98,14.7,161372400,6723.85,19,2.85,31286400,1303.6,20,3.0,32933040,1372.21,97,14.55,159725760,6655.24
3,Công ty Thiết kế Không Gian Xanh,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,102,15.3,167958960,6998.29,20,3.0,32933040,1372.21,21,3.15,34579920,1440.83,101,15.15,166312080,6929.67
3,Chuỗi Siêu thị Nội thất Đẹp,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,61,9.15,100446000,4185.25,12,1.8,19759920,823.33,13,1.95,21406560,891.94,60,9.0,98799360,4116.64
3,Công ty Cổ phần Đầu tư Phú Mỹ,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,105,15.75,172899120,7204.13,20,3.0,32933040,1372.21,21,3.15,34579920,1440.83,104,15.6,171252240,7135.51
3,Nội thất Nhà Xinh Sài Gòn,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,107,16.05,176192400,7341.35,21,3.15,34579920,1440.83,22,3.3,36226560,1509.44,106,15.9,174545760,7272.74
3,Văn phòng Đại diện WoodTech VN,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,69,10.35,113619360,4734.14,13,1.95,21406560,891.94,14,2.1,23053200,960.55,68,10.2,111972720,4665.53
3,Công ty TNHH Decor & Art Hà Nội,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,72,10.8,118559280,4939.97,14,2.1,23053200,960.55,15,2.25,24699840,1029.16,71,10.65,116912640,4871.36
3,Công ty Phát triển Đô thị Thăng Long,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,110,16.5,181132320,7547.18,21,3.15,34579920,1440.83,22,3.3,36226560,1509.44,109,16.35,179485680,7478.57
3,Tổng công ty Lâm nghiệp VinaWood,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,110,16.5,181132320,7547.18,21,3.15,34579920,1440.83,22,3.3,36226560,1509.44,109,16.35,179485680,7478.57
3,Công ty TNHH Kiến trúc Nhà Việt,ATLA-TB-03,Bàn làm việc thông minh ATLA,Bàn gỗ,43,6.45,70806240,2950.26,8,1.2,13173360,548.89,9,1.35,14820000,617.5,42,6.3,69159600,2881.65
