record_id,date,category_id,sub_category,amount_usd,description
REC-EXP-001323,2026-04-30,EXP_SGNA,Điện nước văn phòng,992.26,Chi phí phát sinh điện nước văn phòng ngày 30/04
REC-EXP-001324,2026-04-01,EXP_SGNA,Chi phí văn phòng phẩm,307.4,Chi phí phát sinh chi phí văn phòng phẩm ngày 01/04
REC-EXP-001325,2026-04-02,EXP_SGNA,Chi phí văn phòng phẩm,353.09,Chi phí phát sinh chi phí văn phòng phẩm ngày 02/04
REC-EXP-001326,2026-04-03,EXP_SGNA,Chi phí văn phòng phẩm,413.43,Chi phí phát sinh chi phí văn phòng phẩm ngày 03/04
REC-EXP-001327,2026-04-04,EXP_SGNA,Chi phí văn phòng phẩm,223.91,Chi phí phát sinh chi phí văn phòng phẩm ngày 04/04
REC-EXP-001328,2026-04-05,EXP_SGNA,Chi phí văn phòng phẩm,464.96,Chi phí phát sinh chi phí văn phòng phẩm ngày 05/04
REC-EXP-001329,2026-04-06,EXP_SGNA,Chi phí văn phòng phẩm,428.29,Chi phí phát sinh chi phí văn phòng phẩm ngày 06/04
REC-EXP-001330,2026-04-07,EXP_SGNA,Chi phí văn phòng phẩm,271.77,Chi phí phát sinh chi phí văn phòng phẩm ngày 07/04
REC-EXP-001331,2026-04-08,EXP_SGNA,Chi phí văn phòng phẩm,209.1,Chi phí phát sinh chi phí văn phòng phẩm ngày 08/04
REC-EXP-001332,2026-04-09,EXP_SGNA,Chi phí văn phòng phẩm,342.93,Chi phí phát sinh chi phí văn phòng phẩm ngày 09/04
REC-EXP-001333,2026-04-10,EXP_SGNA,Chi phí văn phòng phẩm,465.21,Chi phí phát sinh chi phí văn phòng phẩm ngày 10/04
REC-EXP-001334,2026-04-11,EXP_SGNA,Chi phí văn phòng phẩm,415.02,Chi phí phát sinh chi phí văn phòng phẩm ngày 11/04
REC-EXP-001335,2026-04-12,EXP_SGNA,Chi phí văn phòng phẩm,281.74,Chi phí phát sinh chi phí văn phòng phẩm ngày 12/04
REC-EXP-001336,2026-04-13,EXP_SGNA,Chi phí văn phòng phẩm,241.95,Chi phí phát sinh chi phí văn phòng phẩm ngày 13/04
REC-EXP-001337,2026-04-14,EXP_SGNA,Chi phí văn phòng phẩm,279.95,Chi phí phát sinh chi phí văn phòng phẩm ngày 14/04
REC-EXP-001338,2026-04-15,EXP_SGNA,Chi phí văn phòng phẩm,190.9,Chi phí phát sinh chi phí văn phòng phẩm ngày 15/04
REC-EXP-001339,2026-04-16,EXP_SGNA,Chi phí văn phòng phẩm,363.16,Chi phí phát sinh chi phí văn phòng phẩm ngày 16/04
REC-EXP-001340,2026-04-17,EXP_SGNA,Chi phí văn phòng phẩm,311.52,Chi phí phát sinh chi phí văn phòng phẩm ngày 17/04
REC-EXP-001341,2026-04-18,EXP_SGNA,Chi phí văn phòng phẩm,391.46,Chi phí phát sinh chi phí văn phòng phẩm ngày 18/04
REC-EXP-001342,2026-04-19,EXP_SGNA,Chi phí văn phòng phẩm,231.49,Chi phí phát sinh chi phí văn phòng phẩm ngày 19/04
REC-EXP-001343,2026-04-20,EXP_SGNA,Chi phí văn phòng phẩm,235.47,Chi phí phát sinh chi phí văn phòng phẩm ngày 20/04
REC-EXP-001344,2026-04-21,EXP_SGNA,Chi phí văn phòng phẩm,242.17,Chi phí phát sinh chi phí văn phòng phẩm ngày 21/04
REC-EXP-001345,2026-04-22,EXP_SGNA,Chi phí văn phòng phẩm,422.94,Chi phí phát sinh chi phí văn phòng phẩm ngày 22/04
REC-EXP-001346,2026-04-23,EXP_SGNA,Chi phí văn phòng phẩm,456.01,Chi phí phát sinh chi phí văn phòng phẩm ngày 23/04
REC-EXP-001347,2026-04-24,EXP_SGNA,Chi phí văn phòng phẩm,415.6,Chi phí phát sinh chi phí văn phòng phẩm ngày 24/04
REC-EXP-001348,2026-04-25,EXP_SGNA,Chi phí văn phòng phẩm,446.1,Chi phí phát sinh chi phí văn phòng phẩm ngày 25/04
REC-EXP-001349,2026-04-26,EXP_SGNA,Chi phí văn phòng phẩm,199.41,Chi phí phát sinh chi phí văn phòng phẩm ngày 26/04
REC-EXP-001350,2026-04-27,EXP_SGNA,Chi phí văn phòng phẩm,472.2,Chi phí phát sinh chi phí văn phòng phẩm ngày 27/04
REC-EXP-001351,2026-04-28,EXP_SGNA,Chi phí văn phòng phẩm,385.44,Chi phí phát sinh chi phí văn phòng phẩm ngày 28/04
REC-EXP-001352,2026-04-29,EXP_SGNA,Chi phí văn phòng phẩm,369.67,Chi phí phát sinh chi phí văn phòng phẩm ngày 29/04
REC-EXP-001353,2026-04-30,EXP_SGNA,Chi phí văn phòng phẩm,417.69,Chi phí phát sinh chi phí văn phòng phẩm ngày 30/04
REC-EXP-001354,2026-04-01,EXP_SGNA,"Dịch vụ internet, viễn thông",424.94,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 01/04"
REC-EXP-001355,2026-04-02,EXP_SGNA,"Dịch vụ internet, viễn thông",508.86,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 02/04"
REC-EXP-001356,2026-04-03,EXP_SGNA,"Dịch vụ internet, viễn thông",187.79,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 03/04"
REC-EXP-001357,2026-04-04,EXP_SGNA,"Dịch vụ internet, viễn thông",376.54,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 04/04"
REC-EXP-001358,2026-04-05,EXP_SGNA,"Dịch vụ internet, viễn thông",508.38,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 05/04"
REC-EXP-001359,2026-04-06,EXP_SGNA,"Dịch vụ internet, viễn thông",424.73,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 06/04"
REC-EXP-001360,2026-04-07,EXP_SGNA,"Dịch vụ internet, viễn thông",274.69,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 07/04"
REC-EXP-001361,2026-04-08,EXP_SGNA,"Dịch vụ internet, viễn thông",360.14,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 08/04"
REC-EXP-001362,2026-04-09,EXP_SGNA,"Dịch vụ internet, viễn thông",260.81,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 09/04"
REC-EXP-001363,2026-04-10,EXP_SGNA,"Dịch vụ internet, viễn thông",229.02,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 10/04"
REC-EXP-001364,2026-04-11,EXP_SGNA,"Dịch vụ internet, viễn thông",498.66,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 11/04"
REC-EXP-001365,2026-04-12,EXP_SGNA,"Dịch vụ internet, viễn thông",448.17,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 12/04"
REC-EXP-001366,2026-04-13,EXP_SGNA,"Dịch vụ internet, viễn thông",257.73,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 13/04"
REC-EXP-001367,2026-04-14,EXP_SGNA,"Dịch vụ internet, viễn thông",211.82,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 14/04"
REC-EXP-001368,2026-04-15,EXP_SGNA,"Dịch vụ internet, viễn thông",226.26,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 15/04"
REC-EXP-001369,2026-04-16,EXP_SGNA,"Dịch vụ internet, viễn thông",487.19,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 16/04"
REC-EXP-001370,2026-04-17,EXP_SGNA,"Dịch vụ internet, viễn thông",335.85,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 17/04"
REC-EXP-001371,2026-04-18,EXP_SGNA,"Dịch vụ internet, viễn thông",348.16,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 18/04"
REC-EXP-001372,2026-04-19,EXP_SGNA,"Dịch vụ internet, viễn thông",473.83,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 19/04"
REC-EXP-001373,2026-04-20,EXP_SGNA,"Dịch vụ internet, viễn thông",306.36,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 20/04"
REC-EXP-001374,2026-04-21,EXP_SGNA,"Dịch vụ internet, viễn thông",209.68,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 21/04"
REC-EXP-001375,2026-04-22,EXP_SGNA,"Dịch vụ internet, viễn thông",377.64,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 22/04"
REC-EXP-001376,2026-04-23,EXP_SGNA,"Dịch vụ internet, viễn thông",511.19,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 23/04"
REC-EXP-001377,2026-04-24,EXP_SGNA,"Dịch vụ internet, viễn thông",195.01,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 24/04"
REC-EXP-001378,2026-04-25,EXP_SGNA,"Dịch vụ internet, viễn thông",306.05,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 25/04"
REC-EXP-001379,2026-04-26,EXP_SGNA,"Dịch vụ internet, viễn thông",423.17,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 26/04"
REC-EXP-001380,2026-04-27,EXP_SGNA,"Dịch vụ internet, viễn thông",205.58,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 27/04"
REC-EXP-001381,2026-04-28,EXP_SGNA,"Dịch vụ internet, viễn thông",339.29,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 28/04"
REC-EXP-001382,2026-04-29,EXP_SGNA,"Dịch vụ internet, viễn thông",231.36,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 29/04"
REC-EXP-001383,2026-04-30,EXP_SGNA,"Dịch vụ internet, viễn thông",301.09,"Chi phí phát sinh dịch vụ internet, viễn thông ngày 30/04"
REC-EXP-001384,2026-04-01,EXP_SGNA,Khấu hao tài sản văn phòng,712.8,Chi phí phát sinh khấu hao tài sản văn phòng ngày 01/04
REC-EXP-001385,2026-04-02,EXP_SGNA,Khấu hao tài sản văn phòng,871.11,Chi phí phát sinh khấu hao tài sản văn phòng ngày 02/04
REC-EXP-001386,2026-04-03,EXP_SGNA,Khấu hao tài sản văn phòng,437.01,Chi phí phát sinh khấu hao tài sản văn phòng ngày 03/04
REC-EXP-001387,2026-04-04,EXP_SGNA,Khấu hao tài sản văn phòng,942.6,Chi phí phát sinh khấu hao tài sản văn phòng ngày 04/04
REC-EXP-001388,2026-04-05,EXP_SGNA,Khấu hao tài sản văn phòng,843.86,Chi phí phát sinh khấu hao tài sản văn phòng ngày 05/04
REC-EXP-001389,2026-04-06,EXP_SGNA,Khấu hao tài sản văn phòng,692.47,Chi phí phát sinh khấu hao tài sản văn phòng ngày 06/04
REC-EXP-001390,2026-04-07,EXP_SGNA,Khấu hao tài sản văn phòng,928.85,Chi phí phát sinh khấu hao tài sản văn phòng ngày 07/04
REC-EXP-001391,2026-04-08,EXP_SGNA,Khấu hao tài sản văn phòng,510.01,Chi phí phát sinh khấu hao tài sản văn phòng ngày 08/04
REC-EXP-001392,2026-04-09,EXP_SGNA,Khấu hao tài sản văn phòng,684.49,Chi phí phát sinh khấu hao tài sản văn phòng ngày 09/04
REC-EXP-001393,2026-04-10,EXP_SGNA,Khấu hao tài sản văn phòng,543.69,Chi phí phát sinh khấu hao tài sản văn phòng ngày 10/04
REC-EXP-001394,2026-04-11,EXP_SGNA,Khấu hao tài sản văn phòng,672.11,Chi phí phát sinh khấu hao tài sản văn phòng ngày 11/04
REC-EXP-001395,2026-04-12,EXP_SGNA,Khấu hao tài sản văn phòng,826.85,Chi phí phát sinh khấu hao tài sản văn phòng ngày 12/04
REC-EXP-001396,2026-04-13,EXP_SGNA,Khấu hao tài sản văn phòng,611.46,Chi phí phát sinh khấu hao tài sản văn phòng ngày 13/04
REC-EXP-001397,2026-04-14,EXP_SGNA,Khấu hao tài sản văn phòng,546.62,Chi phí phát sinh khấu hao tài sản văn phòng ngày 14/04
REC-EXP-001398,2026-04-15,EXP_SGNA,Khấu hao tài sản văn phòng,539.73,Chi phí phát sinh khấu hao tài sản văn phòng ngày 15/04
REC-EXP-001399,2026-04-16,EXP_SGNA,Khấu hao tài sản văn phòng,478.02,Chi phí phát sinh khấu hao tài sản văn phòng ngày 16/04
REC-EXP-001400,2026-04-17,EXP_SGNA,Khấu hao tài sản văn phòng,351.82,Chi phí phát sinh khấu hao tài sản văn phòng ngày 17/04
REC-EXP-001401,2026-04-18,EXP_SGNA,Khấu hao tài sản văn phòng,871.82,Chi phí phát sinh khấu hao tài sản văn phòng ngày 18/04
REC-EXP-001402,2026-04-19,EXP_SGNA,Khấu hao tài sản văn phòng,563.39,Chi phí phát sinh khấu hao tài sản văn phòng ngày 19/04
REC-EXP-001403,2026-04-20,EXP_SGNA,Khấu hao tài sản văn phòng,415.6,Chi phí phát sinh khấu hao tài sản văn phòng ngày 20/04
REC-EXP-001404,2026-04-21,EXP_SGNA,Khấu hao tài sản văn phòng,846.25,Chi phí phát sinh khấu hao tài sản văn phòng ngày 21/04
REC-EXP-001405,2026-04-22,EXP_SGNA,Khấu hao tài sản văn phòng,732.27,Chi phí phát sinh khấu hao tài sản văn phòng ngày 22/04
REC-EXP-001406,2026-04-23,EXP_SGNA,Khấu hao tài sản văn phòng,886.98,Chi phí phát sinh khấu hao tài sản văn phòng ngày 23/04
REC-EXP-001407,2026-04-24,EXP_SGNA,Khấu hao tài sản văn phòng,875.01,Chi phí phát sinh khấu hao tài sản văn phòng ngày 24/04
REC-EXP-001408,2026-04-25,EXP_SGNA,Khấu hao tài sản văn phòng,768.54,Chi phí phát sinh khấu hao tài sản văn phòng ngày 25/04
REC-EXP-001409,2026-04-26,EXP_SGNA,Khấu hao tài sản văn phòng,839.09,Chi phí phát sinh khấu hao tài sản văn phòng ngày 26/04
REC-EXP-001410,2026-04-27,EXP_SGNA,Khấu hao tài sản văn phòng,437.18,Chi phí phát sinh khấu hao tài sản văn phòng ngày 27/04
REC-EXP-001411,2026-04-28,EXP_SGNA,Khấu hao tài sản văn phòng,614.69,Chi phí phát sinh khấu hao tài sản văn phòng ngày 28/04
REC-EXP-001412,2026-04-29,EXP_SGNA,Khấu hao tài sản văn phòng,546.41,Chi phí phát sinh khấu hao tài sản văn phòng ngày 29/04
REC-EXP-001413,2026-04-30,EXP_SGNA,Khấu hao tài sản văn phòng,909.26,Chi phí phát sinh khấu hao tài sản văn phòng ngày 30/04
REC-EXP-001414,2026-04-01,EXP_SGNA,"Chi phí tiếp khách, hội họp",1542.84,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 01/04"
REC-EXP-001415,2026-04-02,EXP_SGNA,"Chi phí tiếp khách, hội họp",1461.36,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 02/04"
REC-EXP-001416,2026-04-03,EXP_SGNA,"Chi phí tiếp khách, hội họp",1192.4,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 03/04"
REC-EXP-001417,2026-04-04,EXP_SGNA,"Chi phí tiếp khách, hội họp",1440.74,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 04/04"
REC-EXP-001418,2026-04-05,EXP_SGNA,"Chi phí tiếp khách, hội họp",1058.2,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 05/04"
REC-EXP-001419,2026-04-06,EXP_SGNA,"Chi phí tiếp khách, hội họp",2075.09,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 06/04"
REC-EXP-001420,2026-04-07,EXP_SGNA,"Chi phí tiếp khách, hội họp",2048.79,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 07/04"
REC-EXP-001421,2026-04-08,EXP_SGNA,"Chi phí tiếp khách, hội họp",1245.76,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 08/04"
REC-EXP-001422,2026-04-09,EXP_SGNA,"Chi phí tiếp khách, hội họp",1741.9,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 09/04"
REC-EXP-001423,2026-04-10,EXP_SGNA,"Chi phí tiếp khách, hội họp",934.81,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 10/04"
REC-EXP-001424,2026-04-11,EXP_SGNA,"Chi phí tiếp khách, hội họp",1474.44,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 11/04"
REC-EXP-001425,2026-04-12,EXP_SGNA,"Chi phí tiếp khách, hội họp",1236.96,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 12/04"
REC-EXP-001426,2026-04-13,EXP_SGNA,"Chi phí tiếp khách, hội họp",798.55,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 13/04"
REC-EXP-001427,2026-04-14,EXP_SGNA,"Chi phí tiếp khách, hội họp",1776.43,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 14/04"
REC-EXP-001428,2026-04-15,EXP_SGNA,"Chi phí tiếp khách, hội họp",1247.23,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 15/04"
REC-EXP-001429,2026-04-16,EXP_SGNA,"Chi phí tiếp khách, hội họp",2017.13,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 16/04"
REC-EXP-001430,2026-04-17,EXP_SGNA,"Chi phí tiếp khách, hội họp",1683.66,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 17/04"
REC-EXP-001431,2026-04-18,EXP_SGNA,"Chi phí tiếp khách, hội họp",1785.42,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 18/04"
REC-EXP-001432,2026-04-19,EXP_SGNA,"Chi phí tiếp khách, hội họp",1197.77,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 19/04"
REC-EXP-001433,2026-04-20,EXP_SGNA,"Chi phí tiếp khách, hội họp",1273.07,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 20/04"
REC-EXP-001434,2026-04-21,EXP_SGNA,"Chi phí tiếp khách, hội họp",1669.5,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 21/04"
REC-EXP-001435,2026-04-22,EXP_SGNA,"Chi phí tiếp khách, hội họp",1072.12,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 22/04"
REC-EXP-001436,2026-04-23,EXP_SGNA,"Chi phí tiếp khách, hội họp",1711.11,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 23/04"
REC-EXP-001437,2026-04-24,EXP_SGNA,"Chi phí tiếp khách, hội họp",728.26,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 24/04"
REC-EXP-001438,2026-04-25,EXP_SGNA,"Chi phí tiếp khách, hội họp",760.9,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 25/04"
REC-EXP-001439,2026-04-26,EXP_SGNA,"Chi phí tiếp khách, hội họp",1805.62,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 26/04"
REC-EXP-001440,2026-04-27,EXP_SGNA,"Chi phí tiếp khách, hội họp",809.53,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 27/04"
REC-EXP-001441,2026-04-28,EXP_SGNA,"Chi phí tiếp khách, hội họp",1122.7,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 28/04"
REC-EXP-001442,2026-04-29,EXP_SGNA,"Chi phí tiếp khách, hội họp",1054.5,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 29/04"
REC-EXP-001443,2026-04-30,EXP_SGNA,"Chi phí tiếp khách, hội họp",1033.23,"Chi phí phát sinh chi phí tiếp khách, hội họp ngày 30/04"
REC-EXP-001444,2026-04-30,TAX,Thuế thu nhập doanh nghiệp hiện hành,30800.0,Trích trước thuế thu nhập doanh nghiệp tạm tính 2026-04
REC-EXP-001445,2026-05-01,EXP_SELL,Chi phí vận chuyển thành phẩm,1358.62,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 01/05
REC-EXP-001446,2026-05-02,EXP_SELL,Chi phí vận chuyển thành phẩm,1606.75,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 02/05
REC-EXP-001447,2026-05-03,EXP_SELL,Chi phí vận chuyển thành phẩm,753.32,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 03/05
REC-EXP-001448,2026-05-04,EXP_SELL,Chi phí vận chuyển thành phẩm,946.04,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 04/05
REC-EXP-001449,2026-05-05,EXP_SELL,Chi phí vận chuyển thành phẩm,1000.86,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 05/05
REC-EXP-001450,2026-05-06,EXP_SELL,Chi phí vận chuyển thành phẩm,1647.6,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 06/05
REC-EXP-001451,2026-05-07,EXP_SELL,Chi phí vận chuyển thành phẩm,1501.43,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 07/05
REC-EXP-001452,2026-05-08,EXP_SELL,Chi phí vận chuyển thành phẩm,931.69,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 08/05
REC-EXP-001453,2026-05-09,EXP_SELL,Chi phí vận chuyển thành phẩm,1581.71,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 09/05
REC-EXP-001454,2026-05-10,EXP_SELL,Chi phí vận chuyển thành phẩm,1565.65,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 10/05
REC-EXP-001455,2026-05-11,EXP_SELL,Chi phí vận chuyển thành phẩm,1306.56,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 11/05
REC-EXP-001456,2026-05-12,EXP_SELL,Chi phí vận chuyển thành phẩm,1192.13,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 12/05
REC-EXP-001457,2026-05-13,EXP_SELL,Chi phí vận chuyển thành phẩm,1513.28,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 13/05
REC-EXP-001458,2026-05-14,EXP_SELL,Chi phí vận chuyển thành phẩm,1181.35,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 14/05
REC-EXP-001459,2026-05-15,EXP_SELL,Chi phí vận chuyển thành phẩm,812.04,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 15/05
REC-EXP-001460,2026-05-16,EXP_SELL,Chi phí vận chuyển thành phẩm,1200.91,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 16/05
REC-EXP-001461,2026-05-17,EXP_SELL,Chi phí vận chuyển thành phẩm,645.95,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 17/05
REC-EXP-001462,2026-05-18,EXP_SELL,Chi phí vận chuyển thành phẩm,1060.46,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 18/05
REC-EXP-001463,2026-05-19,EXP_SELL,Chi phí vận chuyển thành phẩm,784.48,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 19/05
REC-EXP-001464,2026-05-20,EXP_SELL,Chi phí vận chuyển thành phẩm,907.26,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 20/05
REC-EXP-001465,2026-05-21,EXP_SELL,Chi phí vận chuyển thành phẩm,644.62,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 21/05
REC-EXP-001466,2026-05-22,EXP_SELL,Chi phí vận chuyển thành phẩm,802.64,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 22/05
REC-EXP-001467,2026-05-23,EXP_SELL,Chi phí vận chuyển thành phẩm,905.31,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 23/05
REC-EXP-001468,2026-05-24,EXP_SELL,Chi phí vận chuyển thành phẩm,1507.14,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 24/05
REC-EXP-001469,2026-05-25,EXP_SELL,Chi phí vận chuyển thành phẩm,1028.08,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 25/05
REC-EXP-001470,2026-05-26,EXP_SELL,Chi phí vận chuyển thành phẩm,849.48,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 26/05
REC-EXP-001471,2026-05-27,EXP_SELL,Chi phí vận chuyển thành phẩm,1329.06,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 27/05
REC-EXP-001472,2026-05-28,EXP_SELL,Chi phí vận chuyển thành phẩm,671.91,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 28/05
REC-EXP-001473,2026-05-29,EXP_SELL,Chi phí vận chuyển thành phẩm,1166.27,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 29/05
REC-EXP-001474,2026-05-30,EXP_SELL,Chi phí vận chuyển thành phẩm,992.69,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 30/05
REC-EXP-001475,2026-05-31,EXP_SELL,Chi phí vận chuyển thành phẩm,1104.71,Chi phí phát sinh chi phí vận chuyển thành phẩm ngày 31/05
REC-EXP-001476,2026-05-01,EXP_SELL,"Chi phí bao bì, đóng gói",816.89,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 01/05"
REC-EXP-001477,2026-05-02,EXP_SELL,"Chi phí bao bì, đóng gói",411.05,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 02/05"
REC-EXP-001478,2026-05-03,EXP_SELL,"Chi phí bao bì, đóng gói",901.17,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 03/05"
REC-EXP-001479,2026-05-04,EXP_SELL,"Chi phí bao bì, đóng gói",768.09,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 04/05"
REC-EXP-001480,2026-05-05,EXP_SELL,"Chi phí bao bì, đóng gói",551.13,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 05/05"
REC-EXP-001481,2026-05-06,EXP_SELL,"Chi phí bao bì, đóng gói",606.46,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 06/05"
REC-EXP-001482,2026-05-07,EXP_SELL,"Chi phí bao bì, đóng gói",941.3,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 07/05"
REC-EXP-001483,2026-05-08,EXP_SELL,"Chi phí bao bì, đóng gói",588.19,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 08/05"
REC-EXP-001484,2026-05-09,EXP_SELL,"Chi phí bao bì, đóng gói",938.01,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 09/05"
REC-EXP-001485,2026-05-10,EXP_SELL,"Chi phí bao bì, đóng gói",856.75,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 10/05"
REC-EXP-001486,2026-05-11,EXP_SELL,"Chi phí bao bì, đóng gói",699.87,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 11/05"
REC-EXP-001487,2026-05-12,EXP_SELL,"Chi phí bao bì, đóng gói",841.47,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 12/05"
REC-EXP-001488,2026-05-13,EXP_SELL,"Chi phí bao bì, đóng gói",910.8,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 13/05"
REC-EXP-001489,2026-05-14,EXP_SELL,"Chi phí bao bì, đóng gói",747.85,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 14/05"
REC-EXP-001490,2026-05-15,EXP_SELL,"Chi phí bao bì, đóng gói",910.21,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 15/05"
REC-EXP-001491,2026-05-16,EXP_SELL,"Chi phí bao bì, đóng gói",380.01,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 16/05"
REC-EXP-001492,2026-05-17,EXP_SELL,"Chi phí bao bì, đóng gói",418.94,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 17/05"
REC-EXP-001493,2026-05-18,EXP_SELL,"Chi phí bao bì, đóng gói",660.84,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 18/05"
REC-EXP-001494,2026-05-19,EXP_SELL,"Chi phí bao bì, đóng gói",734.47,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 19/05"
REC-EXP-001495,2026-05-20,EXP_SELL,"Chi phí bao bì, đóng gói",980.91,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 20/05"
REC-EXP-001496,2026-05-21,EXP_SELL,"Chi phí bao bì, đóng gói",846.71,"Chi phí phát sinh chi phí bao bì, đóng gói ngày 21/05"
